date,type,limit,target,price,count,completed
202409,buy,False,600868,1.75,571400,True
202409,buy,False,603083,26.6,37500,True
202409,buy,False,603687,5.84,171200,True
202409,buy,False,000009,7.54,132600,True
202409,buy,False,000661,79.44,12500,True
202409,buy,False,002723,5.01,199600,True
202409,buy,False,603767,10.05,99500,True
202409,buy,False,002317,11.02,90700,True
202409,buy,False,600546,11.0,90900,True
202409,buy,False,601888,58.95,16900,True
202410,sell,False,000009,10.54,132600,True
202410,sell,False,000661,118.32,12500,True
202410,sell,False,002317,14.76,90700,True
202410,sell,False,002723,6.72,199600,True
202410,sell,False,600546,14.51,90900,True
202410,sell,False,600868,2.39,571400,True
202410,sell,False,601888,83.87,16900,True
202410,sell,False,603083,37.31,37500,True
202410,sell,False,603687,7.76,171200,True
202410,sell,False,603767,12.83,99500,True
202410,buy,False,603687,7.76,176200,True
202410,buy,False,002723,6.72,203500,True
202410,buy,False,002748,6.2,220500,True
202410,buy,False,600612,66.96,20400,True
202410,buy,False,603767,12.83,106600,True
202410,buy,False,600868,2.39,572200,True
202410,buy,False,002042,4.02,340200,True
202410,buy,False,600654,2.82,485000,True
202410,buy,False,603083,37.31,36600,True
202410,buy,False,002201,5.52,247700,True
202411,sell,False,002042,3.82,340200,True
202411,sell,False,002201,5.39,247700,True
202411,sell,False,002723,6.01,203500,True
202411,sell,False,002748,6.42,220500,True
202411,sell,False,600612,46.95,20400,True
202411,sell,False,600654,2.72,485000,True
202411,sell,False,600868,2.29,572200,True
202411,sell,False,603083,37.03,36600,True
202411,sell,False,603687,7.44,176200,True
202411,sell,False,603767,11.6,106600,True
202411,buy,False,600884,9.02,141500,True
202411,buy,False,600872,22.28,57300,True
202411,buy,False,002867,10.38,123000,True
202411,buy,False,000600,5.11,249800,True
202411,buy,False,603728,46.27,27500,True
202411,buy,False,600955,14.95,85400,True
202411,buy,False,600600,64.77,19700,True
202411,buy,False,605296,30.99,41200,True
202411,buy,False,603187,11.1,115000,True
202411,buy,False,000899,8.49,150400,True
202412,sell,False,000600,5.01,249800,True
202412,sell,False,000899,8.25,150400,True
202412,sell,False,002867,12.16,123000,True
202412,sell,False,600600,70.1,19700,True
202412,sell,False,600872,23.06,57300,True
202412,sell,False,600884,8.7,141500,True
202412,sell,False,600955,14.94,85400,True
202412,sell,False,603187,10.9,115000,True
202412,sell,False,603728,55.22,27500,True
202412,sell,False,605296,28.85,41200,True
202412,buy,False,605296,28.85,45600,True
