date,type,limit,target,price,count,completed,canceled
202012,buy,False,600628,8.56,116800,True,False
202012,buy,False,600642,4.1,243900,True,False
202012,buy,False,002608,6.14,162800,True,False
202012,buy,False,600377,7.26,137700,True,False
202012,buy,False,600018,3.83,261000,True,False
202012,buy,False,600020,3.08,324600,True,False
202012,buy,False,600033,2.08,480700,True,False
202012,buy,False,000539,3.66,273200,True,False
202012,buy,False,600269,2.76,362300,True,False
202012,buy,False,601107,2.58,387500,True,False
202101,sell,False,000539,3.7,273200,True,False
202101,sell,False,002608,7.16,162800,True,False
202101,sell,False,600018,3.77,261000,True,False
202101,sell,False,600020,2.92,324600,True,False
202101,sell,False,600033,1.96,480700,True,False
202101,sell,False,600269,2.68,362300,True,False
202101,sell,False,600377,6.86,137700,True,False
202101,sell,False,600628,7.59,116800,True,False
202101,sell,False,600642,3.76,243900,True,False
202101,sell,False,601107,2.37,387500,True,False
202101,buy,False,600377,6.86,141200,True,False
202101,buy,False,601107,2.37,408800,True,False
202101,buy,False,000959,3.59,269900,True,False
202101,buy,False,002608,7.16,135300,True,False
202101,buy,False,600628,7.59,127600,True,False
202101,buy,False,600642,3.76,257700,True,False
202101,buy,False,600033,1.96,494300,True,False
202101,buy,False,600018,3.77,257000,True,False
202101,buy,False,601113,2.81,344800,True,False
202101,buy,False,601326,2.45,395500,True,False
202102,sell,False,000959,3.57,269900,True,False
202102,sell,False,002608,5.69,135300,True,False
202102,sell,False,600018,3.59,257000,True,False
202102,sell,False,600033,1.84,494300,True,False
202102,sell,False,600377,6.7,141200,True,False
202102,sell,False,600628,7.46,127600,True,False
202102,sell,False,600642,3.64,257700,True,False
202102,sell,False,601107,2.11,408800,True,False
202102,sell,False,601113,3.03,344800,True,False
202102,sell,False,601326,2.22,395500,True,False
202102,buy,False,000959,3.57,257300,True,False
202102,buy,False,601816,5.0,183700,True,False
202102,buy,False,001872,11.47,80100,True,False
202102,buy,False,600236,3.51,261700,True,False
202102,buy,False,002395,13.08,70200,True,False
202102,buy,False,600377,6.7,137100,True,False
202102,buy,False,600642,3.64,252400,True,False
202102,buy,False,000539,3.35,274200,True,False
202102,buy,False,601107,2.11,435400,True,False
202102,buy,False,601326,2.22,413900,True,False
202103,sell,False,000539,3.51,274200,True,False
202103,sell,False,000959,3.81,257300,True,False
202103,sell,False,001872,11.87,80100,True,False
202103,sell,False,002395,12.87,70200,True,False
202103,sell,False,600236,3.59,261700,True,False
202103,sell,False,600377,6.98,137100,True,False
202103,sell,False,600642,3.74,252400,True,False
202103,sell,False,601107,2.26,435400,True,False
202103,sell,False,601326,2.29,413900,True,False
202103,sell,False,601816,5.35,183700,True,False
202103,buy,False,002395,12.87,74200,True,False
202103,buy,False,600018,4.0,238800,True,False
202103,buy,False,002608,5.9,161900,True,False
202103,buy,False,600020,2.79,342400,True,False
202103,buy,False,600033,1.94,492500,True,False
202103,buy,False,600279,3.34,286000,True,False
202103,buy,False,600269,2.63,363200,True,False
202103,buy,False,600377,6.98,136800,True,False
202103,buy,False,600236,3.59,266100,True,False
202103,buy,False,001872,11.87,80400,True,False
202104,sell,False,001872,12.52,80400,True,False
202104,sell,False,002395,11.69,74200,True,False
202104,sell,False,002608,6.71,161900,True,False
202104,sell,False,600018,3.92,238800,True,False
202104,sell,False,600020,2.86,342400,True,False
202104,sell,False,600033,2.05,492500,True,False
202104,sell,False,600236,4.55,266100,True,False
202104,sell,False,600269,2.83,363200,True,False
202104,sell,False,600279,3.5,286000,True,False
202104,sell,False,600377,7.63,136800,True,False
202104,buy,False,601816,5.48,185600,True,False
202104,buy,False,002395,11.69,87000,True,False
202104,buy,False,601188,2.45,415100,True,False
202104,buy,False,002608,6.71,151600,True,False
202104,buy,False,601113,3.25,312900,True,False
202104,buy,False,601107,2.45,415100,True,False
202104,buy,False,000553,9.65,105400,True,False
202104,buy,False,600628,8.22,123700,True,False
202104,buy,False,600033,2.05,496200,True,False
202104,buy,False,002550,3.36,302700,True,False
202105,sell,False,000553,8.84,105400,True,False
202105,sell,False,002395,11.31,87000,True,False
202105,sell,False,002550,3.65,302700,True,False
202105,sell,False,002608,5.86,151600,True,False
202105,sell,False,600033,2.02,496200,True,False
202105,sell,False,600628,8.18,123700,True,False
202105,sell,False,601107,2.41,415100,True,False
202105,sell,False,601113,4.0,312900,True,False
202105,sell,False,601188,2.53,415100,True,False
202105,sell,False,601816,5.5,185600,True,False
202105,buy,False,600676,4.46,229700,True,False
202105,buy,False,600858,6.44,159100,True,False
202105,buy,False,600020,2.94,348500,True,False
202105,buy,False,603779,6.33,161800,True,False
202105,buy,False,600624,6.8,150700,True,False
202105,buy,False,603103,15.69,65300,True,False
202105,buy,False,002374,2.39,428700,True,False
202105,buy,False,601718,2.47,414900,True,False
202105,buy,False,002482,2.57,398700,True,False
202105,buy,False,000678,4.8,213500,True,False
202106,sell,False,000678,4.72,213500,True,False
202106,sell,False,002374,2.28,428700,True,False
202106,sell,False,002482,2.63,398700,True,False
202106,sell,False,600020,2.9,348500,True,False
202106,sell,False,600624,7.11,150700,True,False
202106,sell,False,600676,4.46,229700,True,False
202106,sell,False,600858,6.46,159100,True,False
202106,sell,False,601718,2.6,414900,True,False
202106,sell,False,603103,15.53,65300,True,False
202106,sell,False,603779,6.55,161800,True,False
202106,buy,False,600676,4.46,231400,True,False
202106,buy,False,600858,6.46,159700,True,False
202106,buy,False,603103,15.53,66400,True,False
202106,buy,False,002748,6.07,170000,True,False
202106,buy,False,601718,2.6,397000,True,False
202106,buy,False,600020,2.9,355900,True,False
