日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-11-30,001317,18.48,22.32,22.32,18.48,5658,12982860.0,25.13,46.07,7.04,2.83
2021-12-31,001317,24.62,85.02,107.91,24.62,1004138,6431247969.0,373.16,280.91,62.7,501.82
2022-01-28,001317,79.18,54.68,92.28,52.28,1534979,11823564173.0,47.05,-35.69,-30.34,767.11
2022-02-28,001317,55.31,59.46,64.88,51.54,770152,4430146363.0,24.4,8.74,4.78,384.88
2022-03-31,001317,58.26,46.85,59.11,46.07,1096305,5770710720.0,21.93,-21.21,-12.61,547.88
2022-04-29,001317,46.77,52.95,75.87,45.89,1439618,8422542070.0,63.99,13.02,6.1,719.45
2022-05-31,001317,52.06,52.66,64.88,51.13,984443,5695119019.0,25.97,-0.55,-0.29,491.98
2022-06-30,001317,51.72,50.42,54.54,48.0,538312,2775921861.0,12.42,-4.25,-2.24,269.02
2022-07-29,001317,50.19,44.67,50.85,44.65,259523,1251587529.82,12.3,-11.4,-5.75,129.7
2022-08-31,001317,44.67,39.83,45.1,39.09,242383,1016775483.1,13.45,-10.84,-4.84,121.13
2022-09-30,001317,39.83,35.09,51.75,35.08,864239,3954847290.32,41.85,-11.9,-4.74,431.9
2022-10-31,001317,35.18,33.56,42.27,32.56,355688,1322801105.66,27.67,-4.36,-1.53,177.75
2022-11-30,001317,33.77,38.56,45.55,33.39,705417,2779953848.34,36.23,14.9,5.0,238.0
2022-12-30,001317,38.39,42.48,57.66,38.15,1721049,8365780286.88,50.6,10.17,3.92,580.65
2023-01-31,001317,42.65,43.19,46.44,40.3,533330,2346134855.65,14.45,1.67,0.71,179.94
2023-02-28,001317,42.69,41.99,45.66,41.48,461380,2029630955.38,9.68,-2.78,-1.2,155.66
2023-03-31,001317,41.99,40.18,45.48,39.27,678882,2916584043.8,14.79,-4.31,-1.81,229.04
2023-04-28,001317,40.13,35.5,41.64,32.78,289773,1100555578.33,22.05,-11.65,-4.68,97.76
2023-05-31,001317,35.18,35.62,41.8,34.38,618828,2369578006.32,20.9,0.34,0.12,208.78
2023-06-30,001317,35.88,36.68,41.58,35.06,469205,1765113475.34,18.3,2.98,1.06,158.3
2023-07-31,001317,36.67,38.12,38.16,35.47,325268,1207351905.29,7.33,3.93,1.44,109.74
2023-08-31,001317,38.12,35.66,43.64,33.23,734659,2793212461.51,27.31,-6.45,-2.46,247.86
2023-09-28,001317,35.29,36.3,37.4,34.76,293148,1064862702.29,7.4,1.79,0.64,98.9
2023-10-31,001317,36.26,34.13,40.96,32.78,616712,2290811501.72,22.53,-5.98,-2.17,210.54
2023-11-30,001317,35.2,37.04,44.78,34.28,1280212,5052120370.34,30.76,8.53,2.91,437.05
2023-12-29,001317,37.04,35.43,38.17,33.59,580848,2111051095.48,12.37,-4.35,-1.61,198.29
2024-01-31,001317,35.55,27.8,35.98,27.69,264680,870655049.81,23.4,-21.54,-7.63,90.36
2024-02-29,001317,27.8,28.78,31.56,21.08,432715,1189006139.12,37.7,3.53,0.98,147.72
2024-03-29,001317,28.68,28.35,30.18,26.51,354351,1021130719.94,12.75,-1.49,-0.43,120.97
2024-04-30,001317,28.34,26.89,30.08,23.68,378897,1041435351.16,22.57,-5.15,-1.46,128.97
2024-05-31,001317,27.06,26.66,29.28,26.19,262108,729268821.26,11.49,-0.86,-0.23,89.22
2024-06-28,001317,26.58,23.39,26.75,22.2,171809,417956920.22,17.07,-12.27,-3.27,58.48
2024-07-31,001317,23.47,23.8,25.14,21.1,356143,831757478.44,17.27,1.75,0.41,121.21
2024-08-30,001317,23.71,23.16,28.76,22.11,850250,2213042982.99,27.94,-2.69,-0.64,289.37
2024-09-30,001317,23.01,26.28,26.49,21.08,337851,785442393.79,23.36,13.47,3.12,114.98
2024-10-31,001317,28.8,26.7,28.85,24.1,588038,1555744042.33,18.07,1.6,0.42,200.12
2024-11-29,001317,26.8,30.23,33.6,25.56,846468,2467767172.44,30.11,13.22,3.53,288.06
2024-12-31,001317,29.9,27.67,35.36,27.58,1045219,3293548691.66,25.74,-8.47,-2.56,248.95
2025-01-27,001317,27.83,27.83,28.98,24.96,267070,729532433.99,14.53,0.58,0.16,63.61
2025-02-28,001317,27.97,29.34,30.45,27.5,326707,948485278.47,10.6,5.43,1.51,77.81
2025-03-31,001317,29.48,33.89,34.92,29.48,722657,2329528509.54,18.54,15.51,4.55,172.12
2025-04-30,001317,33.88,36.64,42.21,29.99,1014735,3753436459.86,36.06,8.11,2.75,241.69
2025-05-30,001317,37.01,46.0,48.78,36.72,1092225,4771859827.68,32.91,25.55,9.36,260.14
2025-06-30,001317,47.7,45.8,47.75,39.06,646639,2827060195.46,18.89,-0.43,-0.2,220.02
2025-07-31,001317,45.73,46.08,51.61,43.88,1002579,4690154665.79,16.88,0.61,0.28,341.13
2025-08-29,001317,45.96,51.05,55.19,45.91,906551,4479060811.27,20.14,10.79,4.97,308.45
2025-09-30,001317,51.4,48.99,54.88,46.4,1154200,5729403602.85,16.61,-4.04,-2.06,368.89
2025-10-31,001317,48.99,46.6,52.0,44.12,771043,3731517469.64,16.08,-4.88,-2.39,220.9
2025-11-28,001317,46.71,41.95,50.0,39.5,779735,3550706489.62,22.53,-9.98,-4.65,222.67
2025-12-31,001317,41.95,55.11,62.92,40.69,2051432,10922981836.6,52.99,31.37,13.16,239.99
2026-01-30,001317,55.3,48.36,57.8,46.48,1083123,5740702975.36,20.54,-12.25,-6.75,126.71
