日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-08-31,605577,6.75,13.45,13.45,6.75,47554,56070641.0,120.72,142.34,7.9,10.7
2021-09-30,605577,14.84,11.36,16.06,11.16,2920655,4086441961.0,36.43,-15.54,-2.09,657.15
2021-10-29,605577,11.52,11.66,16.27,11.25,1931061,2630683272.0,44.19,2.64,0.3,434.49
2021-11-30,605577,11.56,12.31,13.69,10.67,1575596,2005955739.0,25.9,5.57,0.65,354.51
2021-12-31,605577,12.26,14.23,17.88,11.4,2712508,3993062990.0,52.64,15.6,1.92,610.31
2022-01-28,605577,14.16,11.88,14.96,11.62,1405887,1993926058.0,23.47,-16.51,-2.35,316.32
2022-02-28,605577,12.36,12.38,14.08,12.09,597033,808866196.0,16.75,4.21,0.5,134.33
2022-03-31,605577,12.5,11.6,12.97,10.85,506344,627939236.0,17.12,-6.3,-0.78,113.93
2022-04-29,605577,11.61,9.94,12.13,9.04,365141,405391779.0,26.64,-14.31,-1.66,82.16
2022-05-31,605577,9.93,13.11,14.52,9.61,1441584,1835092861.0,49.4,31.89,3.17,324.36
2022-06-30,605577,13.26,11.06,14.94,10.96,1842629,2398334912.0,30.36,-15.64,-2.05,414.59
2022-07-29,605577,11.13,10.69,11.14,10.37,382383,427416334.0,6.96,-3.35,-0.37,86.04
2022-08-31,605577,10.76,10.67,11.66,9.82,902734,1010033744.0,17.21,-0.19,-0.02,47.92
2022-09-30,605577,10.92,8.67,11.31,8.46,370467,383770121.0,26.71,-18.74,-2.0,19.67
2022-10-31,605577,8.7,8.85,9.52,8.36,202805,187729349.0,13.38,2.08,0.18,10.77
2022-11-30,605577,8.9,11.02,11.66,8.83,982283,1040978938.0,31.98,24.52,2.17,52.15
2022-12-30,605577,11.02,9.6,11.11,9.26,778600,828622783.0,16.79,-12.89,-1.42,41.33
2023-01-31,605577,9.66,10.01,10.3,9.61,284720,290826167.0,7.19,4.27,0.41,15.12
2023-02-28,605577,10.04,10.05,10.62,9.88,347671,369058293.0,7.39,0.4,0.04,18.46
2023-03-31,605577,10.04,10.7,11.28,9.67,623860,673297263.0,16.02,6.47,0.65,33.12
2023-04-28,605577,10.61,14.28,14.56,9.94,2211421,2729189250.0,43.18,33.46,3.58,117.4
2023-05-31,605577,14.12,11.91,15.74,11.06,2110167,2862999227.0,32.77,-16.6,-2.37,112.03
2023-06-30,605577,11.86,11.05,13.1,10.51,1357013,1707681601.0,21.75,-7.22,-0.86,72.04
2023-07-31,605577,11.06,11.09,11.62,10.62,615767,703191512.0,9.05,0.36,0.04,32.69
2023-08-31,605577,11.1,11.3,11.65,10.36,840041,940166544.0,11.63,1.89,0.21,44.6
2023-09-28,605577,11.33,10.21,11.33,9.79,558016,588946369.0,13.63,-9.65,-1.09,29.62
2023-10-31,605577,10.15,12.72,13.78,9.92,3421312,4319465780.0,37.81,24.58,2.51,181.63
2023-11-30,605577,12.32,15.41,21.77,12.31,5621250,9011918214.0,74.37,21.15,2.69,298.42
2023-12-29,605577,15.27,23.1,32.46,15.21,6465094,16683672127.0,111.94,49.9,7.69,343.22
2024-01-31,605577,23.12,22.73,32.22,20.87,5535812,13609515180.0,49.13,-1.6,-0.37,293.89
2024-02-29,605577,21.82,20.28,22.97,15.31,3750487,7415088512.0,33.7,-10.78,-2.45,199.11
2024-03-29,605577,20.37,20.45,23.27,19.08,3991299,8627991552.0,20.66,0.84,0.17,211.89
2024-04-30,605577,20.54,17.95,20.83,16.03,1624977,2953666514.0,23.47,-12.22,-2.5,86.27
2024-05-31,605577,18.37,16.24,18.62,15.77,1120511,1946478538.0,15.88,-9.53,-1.71,59.49
2024-06-28,605577,16.17,15.3,19.62,14.46,2827086,4862802154.0,31.77,-5.79,-0.94,150.09
2024-07-31,605577,15.36,14.5,15.65,13.16,1108288,1598665085.0,16.27,-5.23,-0.8,58.84
2024-08-30,605577,14.41,13.11,14.89,12.57,979538,1370308778.0,16.0,-9.59,-1.39,52.0
2024-09-30,605577,13.1,15.02,15.16,11.9,804929,1063132905.0,24.87,14.57,1.91,18.11
2024-10-31,605577,16.53,14.65,16.53,12.95,1528759,2203706542.0,23.83,-2.46,-0.37,34.4
2024-11-29,605577,14.63,16.65,19.15,13.83,3211358,5397047158.0,36.31,13.65,2.0,72.26
2024-12-31,605577,16.78,14.38,18.85,14.36,2288788,3862518202.0,26.97,-13.63,-2.27,51.5
2025-01-27,605577,14.37,13.88,14.63,12.37,811969,1109235777.0,15.72,-3.48,-0.5,18.27
2025-02-28,605577,13.95,12.65,14.67,12.61,953720,1336476120.0,14.84,-8.86,-1.23,21.46
2025-03-31,605577,12.65,14.65,14.97,12.55,1465171,2027545144.0,19.13,15.81,2.0,32.97
2025-04-30,605577,14.64,12.11,14.92,10.8,1300757,1673575301.0,28.12,-17.34,-2.54,29.27
2025-05-30,605577,12.24,12.53,12.9,12.09,604378,761480392.0,6.69,3.47,0.42,13.6
2025-06-30,605577,12.43,12.71,13.76,12.0,1110742,1446276259.0,14.05,1.44,0.18,24.99
2025-07-31,605577,12.71,12.98,13.31,12.47,727213,942256111.0,6.61,2.12,0.27,16.36
2025-08-29,605577,12.99,13.94,14.19,12.96,985491,1346774785.0,9.48,7.4,0.96,22.17
2025-09-30,605577,13.94,13.72,16.39,13.35,2137323,3083627959.0,21.81,-1.58,-0.22,48.09
2025-10-31,605577,13.7,14.33,14.59,13.08,1146077,1588926820.0,11.01,4.45,0.61,25.79
2025-11-28,605577,14.46,13.96,14.76,13.58,879077,1257929919.0,8.23,-2.58,-0.37,19.78
2025-12-31,605577,14.03,13.07,14.14,12.37,782437,1020839853.0,12.68,-6.38,-0.89,17.6
2026-01-30,605577,13.0,14.07,14.41,12.94,1082913,1506688037.0,11.25,7.65,1.0,24.37
