日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2020-08-31,300876,58.1,52.74,94.1,42.06,801967,5489352777.0,271.18,174.83,33.55,352.32
2020-09-30,300876,51.16,42.9,54.25,35.6,1408891,6631103168.0,35.36,-18.66,-9.84,618.96
2020-10-30,300876,43.52,48.71,66.7,43.1,1079188,6018327961.0,55.01,13.54,5.81,474.11
2020-11-30,300876,48.61,48.16,56.97,47.2,772168,4071293237.0,20.06,-1.13,-0.55,339.23
2020-12-31,300876,47.73,37.4,49.25,35.78,388771,1693845165.0,27.97,-22.34,-10.76,170.8
2021-01-29,300876,37.5,39.01,41.38,31.45,382762,1455792373.0,26.55,4.3,1.61,168.16
2021-02-26,300876,39.47,32.82,41.0,31.6,272746,982921066.0,24.1,-15.87,-6.19,113.64
2021-03-31,300876,32.9,33.96,38.29,32.2,454777,1632263472.0,18.56,3.47,1.14,189.49
2021-04-30,300876,33.91,29.31,36.07,29.17,240786,823043250.0,20.32,-13.69,-4.65,100.33
2021-05-31,300876,29.2,30.88,31.09,28.77,142346,434982983.0,7.92,5.36,1.57,59.31
2021-06-30,300876,30.8,32.35,34.35,29.38,273406,885170381.0,16.09,4.76,1.47,113.92
2021-07-30,300876,32.21,35.33,40.35,30.81,650111,2366482102.0,29.49,9.21,2.98,270.88
2021-08-31,300876,35.18,31.9,40.3,30.92,538068,1968688695.0,26.55,-9.71,-3.43,190.0
2021-09-30,300876,31.82,29.06,33.97,28.15,208220,672318882.0,18.24,-8.9,-2.84,73.52
2021-10-29,300876,29.2,26.53,29.92,25.3,71830,207427347.0,15.9,-8.71,-2.53,25.36
2021-11-30,300876,26.6,30.37,30.8,26.13,151092,448880032.0,17.6,14.47,3.84,53.35
2021-12-31,300876,30.16,29.57,36.54,28.41,388332,1294769946.0,26.77,-2.63,-0.8,137.12
2022-01-28,300876,29.75,27.05,30.92,26.23,109071,328697001.0,15.86,-8.52,-2.52,38.51
