日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2010-05-31,002410,1.5,1.16,1.54,1.16,162757,917690105.03,26.21,-20.0,-0.29,81.38
2010-06-29,002410,1.15,1.07,1.31,0.85,200954,1057233345.45,39.66,-7.76,-0.09,100.48
2010-07-30,002410,1.07,1.98,2.19,0.81,373394,1894796749.15,128.97,85.05,0.91,155.58
2010-08-31,002410,2.0,3.02,3.16,1.94,398227,2404576028.73,61.62,52.53,1.04,132.74
2010-09-30,002410,2.99,3.78,4.27,2.7,290355,1861523509.55,51.99,25.17,0.76,64.52
2010-10-29,002410,3.78,4.31,4.33,3.08,359081,1824201282.43,33.07,14.02,0.53,79.8
2010-11-30,002410,4.47,5.08,5.32,4.02,439241,2609702761.67,30.16,17.87,0.77,97.61
2010-12-31,002410,5.01,5.99,5.99,4.73,258887,1705258986.85,24.8,17.91,0.91,57.53
2011-01-31,002410,5.97,4.39,6.05,4.04,167074,1053861161.79,33.56,-26.71,-1.6,37.13
2011-02-28,002410,4.36,4.74,5.25,4.27,101903,622635189.56,22.32,7.97,0.35,22.65
2011-03-31,002410,4.71,3.98,4.97,3.74,177374,972543422.15,25.95,-16.03,-0.76,26.28
2011-04-29,002410,3.98,4.07,4.68,3.56,232575,845601364.2,28.14,2.26,0.09,34.46
2011-05-31,002410,4.07,3.28,4.38,3.06,148374,519127984.2,32.43,-19.41,-0.79,21.98
2011-06-30,002410,3.28,3.86,3.88,3.12,150742,491351389.61,23.17,17.68,0.58,22.58
2011-07-29,002410,3.88,4.25,4.53,3.76,190369,689968428.0,19.95,10.1,0.39,28.97
2011-08-31,002410,4.23,4.41,4.76,3.61,220916,835573399.17,27.06,3.76,0.16,33.62
2011-09-30,002410,4.4,3.79,4.61,3.61,129836,472849035.0,22.68,-14.06,-0.62,19.76
2011-10-31,002410,3.79,4.31,4.58,3.76,127437,473341610.0,21.64,13.72,0.52,19.39
2011-11-30,002410,4.26,4.07,4.9,3.91,250737,930353377.0,22.97,-5.57,-0.24,38.16
2011-12-30,002410,4.15,3.57,4.25,2.8,110835,355932591.0,35.63,-12.29,-0.5,16.87
2012-01-31,002410,3.72,2.66,3.72,2.36,75938,217296247.0,38.1,-25.49,-0.91,11.56
2012-02-29,002410,2.67,3.14,3.55,2.52,185239,554310508.0,38.72,18.05,0.48,28.19
2012-03-30,002410,3.11,3.13,3.62,3.04,178154,568332551.0,18.47,-0.32,-0.01,27.11
2012-04-27,002410,3.13,3.03,3.56,3.01,184988,495363926.0,17.57,-3.19,-0.1,18.77
2012-05-31,002410,3.09,3.79,3.83,2.86,304084,631141287.0,32.01,25.08,0.76,30.85
2012-06-29,002410,3.78,4.31,4.44,3.63,255792,607658389.0,21.37,13.72,0.52,25.95
2012-07-31,002410,4.31,2.73,4.72,2.56,660984,1334204850.0,50.12,-36.66,-1.58,67.06
2012-08-31,002410,2.62,2.56,3.17,2.31,231224,439696439.0,31.5,-6.23,-0.17,23.46
2012-09-28,002410,2.46,2.59,2.99,2.29,170428,309884466.0,27.34,1.17,0.03,17.29
