日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-09-28,603270,39.3,35.72,60.4,32.22,4505885,18964900641.0,133.11,68.73,14.55,918.83
2023-10-31,603270,35.4,29.53,36.5,28.11,1141304,3721852139.0,23.49,-17.33,-6.19,232.73
2023-11-30,603270,29.46,31.47,32.28,29.17,920557,2860126487.0,10.53,6.57,1.94,187.72
2023-12-29,603270,31.26,30.1,31.99,25.48,1366421,4073936648.0,20.69,-4.35,-1.37,278.64
2024-01-31,603270,30.06,25.83,30.36,22.06,1112565,2963828957.0,27.57,-14.19,-4.27,226.87
2024-02-29,603270,25.4,22.4,27.6,17.76,1091862,2518282789.0,38.1,-13.28,-3.43,222.65
2024-03-29,603270,22.43,22.94,27.72,21.38,1278155,3151948601.0,28.3,2.41,0.54,255.24
2024-04-30,603270,23.2,24.77,28.25,21.54,1838469,4752738812.0,29.25,7.98,1.83,367.14
2024-05-31,603270,25.07,22.65,25.9,21.76,565754,1390115077.0,16.71,-8.56,-2.12,112.98
2024-06-28,603270,22.59,19.44,22.59,18.65,327260,684047762.0,17.4,-14.17,-3.21,65.35
2024-07-31,603270,19.44,18.91,19.66,17.22,464585,869496480.0,12.55,-2.73,-0.53,92.78
2024-08-30,603270,18.96,16.15,20.1,15.41,424548,784477669.0,24.8,-14.6,-2.76,84.78
2024-09-30,603270,16.16,19.02,19.28,15.11,346786,600704707.0,25.82,17.77,2.87,63.31
2024-10-31,603270,20.9,18.18,20.9,17.31,497142,937985581.0,18.87,-4.42,-0.84,90.76
2024-11-29,603270,18.1,19.88,21.95,17.37,1078356,2161173050.0,25.19,9.35,1.7,196.86
2024-12-31,603270,19.98,19.15,29.54,19.11,1812779,4277064020.0,52.46,-3.67,-0.73,256.34
2025-01-27,603270,18.98,20.06,22.75,17.41,1018502,2118617819.0,27.89,4.75,0.91,144.03
2025-02-28,603270,20.26,23.9,27.44,20.14,2230756,5407694421.0,36.39,19.14,3.84,315.45
2025-03-31,603270,23.75,26.16,33.15,23.17,3007296,8545949291.0,41.76,9.46,2.26,425.26
2025-04-30,603270,26.52,24.6,26.52,18.0,1252690,2871492560.0,32.57,-5.96,-1.56,177.14
2025-05-30,603270,24.7,25.92,28.2,24.65,1536357,4157785410.0,14.43,5.37,1.32,217.26
2025-06-30,603270,25.75,25.44,27.29,22.33,929327,2421006039.0,19.14,-1.85,-0.48,131.42
2025-07-31,603270,25.53,26.06,26.9,24.15,864409,2247837958.0,10.81,2.44,0.62,122.24
2025-08-29,603270,26.29,26.5,29.28,25.82,1037874,2865737251.0,13.28,1.69,0.44,146.77
2025-09-30,603270,26.34,25.93,27.9,25.19,1009518,2690747500.0,10.23,-2.15,-0.57,142.76
2025-10-31,603270,26.07,25.1,26.07,23.66,412768,1028168536.0,9.29,-3.2,-0.83,58.37
2025-11-28,603270,25.15,24.15,25.58,22.9,452710,1117888616.0,10.68,-3.78,-0.95,64.02
2025-12-31,603270,24.05,27.03,28.2,23.02,795208,2030424964.0,21.45,11.93,2.88,112.45
2026-01-30,603270,26.7,26.5,28.66,25.8,1072969,2906879606.0,10.58,-1.96,-0.53,151.73
