日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2011-06-30,002594,22.0,25.45,26.19,22.0,562925,1349342268.22,23.28,41.39,7.45,87.96
2011-07-29,002594,25.77,28.17,35.55,25.0,3558810,10986460891.07,41.45,10.69,2.72,556.06
2011-08-31,002594,28.06,24.78,32.0,24.07,1658732,4598346903.06,28.15,-12.03,-3.39,259.18
2011-09-30,002594,24.78,19.3,25.08,19.01,850423,1801164614.0,24.5,-22.11,-5.48,107.65
2011-10-31,002594,19.3,22.85,23.2,17.4,1233190,2494590916.0,30.05,18.39,3.55,156.1
2011-11-30,002594,22.59,23.35,28.15,22.4,1984765,5029932392.0,25.16,2.19,0.5,251.24
2011-12-30,002594,24.3,22.8,24.85,20.0,837289,1872283594.0,20.77,-2.36,-0.55,105.99
2012-01-31,002594,23.4,23.75,25.9,20.4,642162,1532396270.0,24.12,4.17,0.95,81.29
2012-02-29,002594,23.8,26.14,28.4,23.2,1023573,2658768984.0,21.89,10.06,2.39,129.57
2012-03-30,002594,26.11,28.3,28.3,24.25,1235243,3282643498.0,15.49,8.26,2.16,156.36
2012-04-27,002594,28.2,25.76,32.7,25.57,1214207,3523882993.0,25.19,-8.98,-2.54,153.7
2012-05-31,002594,25.77,24.6,27.55,21.94,930397,2325674211.0,21.78,-4.5,-1.16,117.77
2012-06-29,002594,24.64,19.86,24.66,18.65,472881,1074590764.0,24.43,-19.27,-4.74,59.86
2012-07-31,002594,19.69,14.2,20.38,13.58,1239413,2139561465.0,34.24,-28.5,-5.66,35.14
2012-08-31,002594,13.98,15.65,15.78,13.91,1813808,2732820695.0,13.17,10.21,1.45,51.42
2012-09-28,002594,15.65,14.32,17.35,13.51,1457606,2309564808.0,24.54,-8.5,-1.33,41.32
2012-10-31,002594,14.29,14.41,15.77,14.01,641141,963145868.0,12.29,0.63,0.09,18.18
2012-11-30,002594,14.5,15.43,17.5,14.42,1218877,1953446130.0,21.37,7.08,1.02,34.55
2012-12-31,002594,15.37,20.35,20.48,14.98,1328278,2369551084.0,35.64,31.89,4.92,38.56
2013-01-31,002594,20.35,23.47,24.85,19.6,1360877,3050876221.0,25.8,15.33,3.12,39.5
2013-02-28,002594,23.52,25.22,27.97,22.98,850645,2146175855.0,21.26,7.46,1.75,24.69
2013-03-29,002594,25.02,22.07,26.0,21.9,1006763,2398579058.0,16.26,-12.49,-3.15,29.22
2013-04-26,002594,21.96,24.55,25.16,19.96,832598,1887170294.0,23.56,11.24,2.48,24.17
2013-05-31,002594,24.38,35.29,38.12,23.8,4574327,15512679094.0,58.33,43.75,10.74,132.78
2013-06-28,002594,35.2,29.91,35.95,26.55,1787310,5772950666.0,26.64,-15.25,-5.38,51.88
2013-07-31,002594,30.3,33.1,39.5,30.0,3115639,11140695810.0,31.76,10.67,3.19,81.08
2013-08-30,002594,33.11,31.77,37.45,30.98,2151483,7492444049.0,19.55,-4.02,-1.33,55.99
2013-09-30,002594,31.77,39.36,42.96,31.6,3233978,12479003629.0,35.76,23.89,7.59,84.16
2013-10-31,002594,41.0,37.98,43.66,37.28,1585137,6379923105.0,16.21,-3.51,-1.38,41.25
2013-11-29,002594,38.29,37.86,39.21,34.53,1111595,4095977361.0,12.32,-0.32,-0.12,28.93
2013-12-31,002594,36.8,37.68,39.58,35.01,1172764,4400327406.0,12.07,-0.48,-0.18,30.52
2014-01-30,002594,37.68,38.65,40.68,36.7,1064729,4110424477.0,10.56,2.57,0.97,27.71
2014-02-28,002594,38.46,56.91,57.88,38.31,2348111,11613235681.0,50.63,47.24,18.26,61.11
2014-03-31,002594,56.91,48.11,59.29,47.71,1620568,8619093329.0,20.35,-15.46,-8.8,42.17
2014-04-30,002594,48.1,46.22,51.63,45.0,626727,3034958094.0,13.78,-3.93,-1.89,16.31
2014-05-30,002594,46.1,46.68,48.9,39.87,853937,3787304404.0,19.54,1.0,0.46,22.22
2014-06-30,002594,46.68,47.49,51.08,44.12,964613,4558276769.0,14.91,1.74,0.81,23.12
2014-07-31,002594,47.5,50.71,52.7,44.5,1600953,7756913211.0,17.27,6.78,3.22,23.11
2014-08-29,002594,50.88,50.6,53.66,48.45,865660,4411661068.0,10.27,-0.22,-0.11,12.5
2014-09-30,002594,51.05,48.88,54.34,48.15,934806,4759122893.0,12.23,-3.4,-1.72,13.5
2014-10-31,002594,48.93,47.02,50.91,46.25,803801,3872022292.0,9.53,-3.81,-1.86,11.6
2014-11-28,002594,47.01,43.35,47.01,42.3,991910,4395294007.0,10.02,-7.81,-3.67,14.32
2014-12-31,002594,43.35,38.2,44.9,33.85,3227460,12774194663.0,25.49,-11.88,-5.15,45.71
2015-01-30,002594,38.35,38.31,41.5,37.8,2075515,8217267133.0,9.69,0.29,0.11,29.39
2015-02-27,002594,38.05,50.63,52.6,35.96,2968667,13454989234.0,43.44,32.16,12.32,42.04
2015-03-31,002594,52.15,52.45,59.65,48.35,5777361,30397662736.0,22.32,3.59,1.82,81.82
2015-04-30,002594,54.05,60.05,66.55,53.41,4393546,25871601904.0,25.05,14.49,7.6,62.22
2015-05-22,002594,60.05,76.05,80.12,57.11,3037236,19719458656.0,38.32,26.64,16.0,43.01
2015-06-30,002594,83.65,55.28,87.65,45.63,4131138,28792578480.0,55.25,-27.31,-20.77,57.91
2015-07-31,002594,55.15,55.65,61.07,42.34,5573287,28998367584.0,33.88,0.67,0.37,73.91
2015-08-31,002594,54.65,49.9,68.63,39.9,4242525,24218278176.0,51.63,-10.33,-5.75,56.26
2015-09-30,002594,49.05,60.06,64.05,45.37,3144233,17153595136.0,37.43,20.36,10.16,41.7
