日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1997-06-27,000819,16.0,32.77,45.0,16.0,33040,106782309.0,29.0,-67.23,-67.23,22.83
1997-07-31,000819,30.5,35.6,37.55,25.6,102289,322341051.5,36.47,8.64,2.83,70.68
1997-08-29,000819,35.8,34.28,36.4,32.5,32836,113343888.5,10.96,-3.71,-1.32,22.69
1997-09-30,000819,34.5,29.46,37.98,27.42,79493,174088757.5,30.81,-14.06,-4.82,27.46
1997-10-31,000819,29.46,34.8,36.8,28.8,117435,199797956.69,27.16,18.13,5.34,40.57
1997-11-28,000819,35.9,34.1,38.86,31.6,147101,265905145.25,20.86,-2.01,-0.7,50.82
1997-12-31,000819,35.0,35.48,37.3,33.4,76543,137063214.25,11.44,4.05,1.38,26.44
1998-01-23,000819,35.4,41.7,47.98,35.2,279334,584471458.0,36.02,17.53,6.22,96.5
1998-02-27,000819,42.8,35.3,42.96,35.2,63270,119378482.25,18.61,-15.35,-6.4,21.86
1998-03-31,000819,32.32,35.9,37.1,32.1,53748,92892094.62,14.16,1.7,0.6,18.57
1998-04-30,000819,36.0,39.2,40.0,33.96,100956,187353442.25,16.82,9.19,3.3,34.88
1998-05-29,000819,39.6,39.36,42.56,38.02,93697,188143916.0,11.58,0.41,0.16,32.37
1998-06-30,000819,39.5,38.4,44.0,38.02,92656,191888740.5,15.19,-2.44,-0.96,32.01
1998-07-31,000819,39.76,34.4,39.76,33.86,32171,58770723.31,15.36,-10.42,-4.0,11.11
1998-08-31,000819,34.4,27.6,34.5,24.0,38522,57178068.0,30.52,-19.77,-6.8,13.31
1998-09-30,000819,27.5,31.38,33.0,27.4,35169,53530302.94,20.29,13.7,3.78,12.15
1998-10-30,000819,31.38,33.22,33.96,29.6,41234,66055164.81,13.89,5.86,1.84,14.25
1998-11-30,000819,33.44,35.0,37.0,33.2,66069,117922022.12,11.44,5.36,1.78,22.82
1998-12-31,000819,34.6,32.36,35.16,31.06,13609,22866413.81,11.71,-7.54,-2.64,4.7
1999-01-29,000819,32.0,35.8,36.4,30.24,27667,47908885.38,19.04,10.63,3.44,9.56
1999-02-09,000819,35.8,34.16,35.8,33.3,6870,11776418.75,6.98,-4.58,-1.64,2.37
1999-03-31,000819,34.2,34.0,36.0,33.12,29194,50587174.25,8.43,-0.47,-0.16,10.09
1999-04-30,000819,33.4,31.82,34.8,30.2,16693,27473663.57,13.53,-6.41,-2.18,5.77
1999-05-31,000819,31.8,34.42,36.06,26.4,49464,82773679.81,30.36,8.17,2.6,17.09
1999-06-30,000819,33.28,41.47,42.25,32.29,407753,517277767.75,28.94,20.48,7.05,94.16
1999-07-30,000819,40.45,36.64,46.48,35.47,350036,482882647.5,26.55,-11.65,-4.83,80.83
1999-08-31,000819,36.85,40.65,40.83,33.71,103841,125237721.25,19.43,10.94,4.01,19.98
1999-09-30,000819,40.69,37.45,42.67,37.41,80194,101583913.12,12.94,-7.87,-3.2,15.43
1999-10-29,000819,37.45,36.12,37.45,34.39,22719,25927426.38,8.17,-3.55,-1.33,4.37
1999-11-30,000819,36.19,34.75,38.82,31.4,36253,41945589.81,20.54,-3.79,-1.37,6.97
1999-12-30,000819,34.89,31.65,36.01,28.81,23307,25086787.19,20.72,-8.92,-3.1,4.48
2000-01-28,000819,31.33,31.98,35.65,29.39,62340,65696168.62,19.78,1.04,0.33,11.99
2000-02-29,000819,32.41,33.89,39.79,31.51,130574,147278734.0,25.89,5.97,1.91,25.12
2000-03-31,000819,34.5,40.91,43.03,32.45,435314,539686190.0,31.22,20.71,7.02,83.74
2000-04-28,000819,40.91,46.34,49.29,39.65,359580,505494798.0,23.56,13.27,5.43,69.17
2000-05-31,000819,46.81,51.42,54.55,45.26,317486,493440426.0,20.05,10.96,5.08,61.07
2000-06-30,000819,51.63,53.65,55.13,49.55,158620,255678507.0,10.85,4.34,2.23,30.51
2000-07-31,000819,53.65,54.95,57.97,50.09,142907,242347643.0,14.69,2.42,1.3,27.49
2000-08-31,000819,55.36,51.08,58.06,48.27,210190,339961189.5,17.82,-7.04,-3.87,40.43
2000-09-29,000819,51.22,45.35,51.22,44.38,62576,91532278.88,13.39,-11.22,-5.73,12.04
2000-10-31,000819,46.14,47.19,49.6,45.1,70411,103821555.5,9.92,4.06,1.84,13.54
2000-11-30,000819,47.08,50.86,54.1,46.9,134722,213233807.5,15.26,7.78,3.67,25.92
2000-12-29,000819,51.58,48.92,51.58,47.55,54400,82052463.5,7.92,-3.81,-1.94,10.46
2001-01-19,000819,49.42,50.1,51.36,47.98,37545,57525080.88,6.91,2.41,1.18,7.22
