日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2015-06-30,603066,14.92,40.51,46.43,14.92,212333,888076067.0,253.5,225.91,28.08,84.93
2015-07-31,603066,39.5,40.37,43.88,19.88,1142624,3807074826.0,59.24,-0.35,-0.14,457.05
2015-08-31,603066,39.97,29.83,50.12,26.18,1463733,5705485316.0,59.3,-26.11,-10.54,585.49
2015-09-30,603066,28.7,34.99,37.18,25.8,881753,2784230486.0,38.15,17.3,5.16,352.7
2015-10-30,603066,35.8,40.21,41.58,33.4,723974,2715115896.0,23.38,14.92,5.22,289.59
2015-11-30,603066,39.22,66.04,66.04,38.18,1028379,5486327659.0,69.29,64.24,25.83,411.35
2015-12-31,603066,65.22,51.2,68.01,50.62,481215,2805971896.0,26.33,-22.47,-14.84,192.49
2016-01-29,603066,51.42,33.96,51.71,31.12,277518,1145301645.0,40.21,-33.67,-17.24,111.01
2016-02-29,603066,34.14,33.98,44.39,32.5,236105,932851623.0,35.01,0.06,0.02,94.44
2016-03-31,603066,34.09,47.06,49.11,33.82,317797,1332516698.0,45.0,38.49,13.08,127.12
2016-04-29,603066,46.97,43.71,53.5,41.78,409501,1935638857.0,24.9,-7.12,-3.35,163.8
2016-05-31,603066,43.82,44.45,46.87,37.9,223064,945641751.0,20.52,1.69,0.74,89.23
2016-06-30,603066,44.62,48.03,49.62,42.27,357953,1642534730.0,16.54,8.05,3.58,78.46
2016-07-29,603066,48.06,46.37,50.71,43.79,478930,2255214035.0,14.41,-3.46,-1.66,104.97
2016-08-31,603066,45.98,46.18,48.91,44.02,225109,1041282882.0,10.55,-0.41,-0.19,49.34
2016-09-30,603066,46.31,51.91,53.26,44.59,436066,2151901220.0,18.77,12.41,5.73,95.58
2016-10-31,603066,52.26,52.26,54.69,50.42,365762,1904843363.0,8.23,0.67,0.35,80.17
2016-11-30,603066,52.04,59.71,66.16,51.92,858505,4958998329.0,27.25,14.26,7.45,188.17
2016-12-30,603066,59.39,54.3,59.83,51.48,391374,2174727370.0,13.98,-9.06,-5.41,85.78
2017-01-26,603066,54.26,47.98,56.62,45.27,177528,903886358.0,20.9,-11.64,-6.32,38.91
2017-02-28,603066,48.24,55.29,59.26,47.26,395662,2173493366.0,25.01,15.24,7.31,86.72
2017-03-31,603066,54.92,51.27,58.4,50.56,437234,2411287534.0,14.18,-7.27,-4.02,95.83
2017-04-28,603066,51.69,42.17,53.7,39.26,185523,846552041.0,28.16,-17.75,-9.1,40.66
2017-05-31,603066,42.17,41.17,45.85,39.66,211604,899819773.0,14.68,-2.37,-1.0,46.38
2017-06-30,603066,41.04,43.08,50.82,37.91,1757643,3065241580.0,31.36,4.64,1.91,128.41
2017-07-31,603066,42.93,38.88,44.94,37.68,774632,1061000781.0,16.85,-9.75,-4.2,56.59
2017-08-31,603066,38.76,39.24,41.94,37.77,744075,965264201.0,10.73,0.93,0.36,54.1
2017-09-29,603066,39.39,45.96,47.1,38.82,2061085,2961121545.0,21.1,17.13,6.72,149.81
2017-10-31,603066,46.32,44.55,59.67,42.75,3602115,6062192125.0,36.81,-3.07,-1.41,261.82
2017-11-30,603066,44.28,37.92,44.85,36.09,1168380,1556399163.0,19.66,-14.88,-6.63,84.93
2017-12-29,603066,37.74,40.65,42.12,36.48,686685,889382383.0,14.87,7.2,2.73,49.91
2018-01-31,603066,40.38,38.46,41.1,36.6,437603,557289988.0,11.07,-5.39,-2.19,31.81
2018-02-05,603066,38.25,33.96,38.76,33.36,83240,97083872.0,14.04,-11.7,-4.5,6.05
2018-05-31,603066,37.32,32.82,40.59,31.2,323736,385868761.0,27.65,-3.36,-1.14,23.53
2018-06-29,603066,33.39,28.76,36.78,26.9,815605,849064480.0,30.1,-12.37,-4.06,59.28
2018-07-31,603066,28.61,30.53,31.58,26.78,433582,407748388.0,16.69,6.15,1.77,31.52
2018-08-31,603066,30.92,29.21,33.32,27.95,406253,405809602.0,17.59,-4.32,-1.32,29.53
2018-09-28,603066,29.18,32.09,32.72,27.56,555638,548381450.0,17.67,9.86,2.88,40.39
2018-10-31,603066,31.31,28.1,31.52,24.65,402862,369220798.0,21.41,-12.43,-3.99,29.28
2018-11-30,603066,28.37,26.27,31.31,25.88,712254,653982995.0,19.32,-6.51,-1.83,51.77
2018-12-28,603066,26.78,21.77,27.8,21.05,466538,375504672.0,25.69,-17.13,-4.5,28.16
2019-01-31,603066,21.74,19.31,23.36,19.31,552766,390578036.0,18.6,-11.3,-2.46,18.38
2019-02-28,603066,19.52,24.26,24.41,19.37,653205,480800639.0,26.1,25.63,4.95,21.72
2019-03-29,603066,23.99,23.99,26.12,22.94,2235389,1788266295.0,13.11,-1.11,-0.27,74.34
2019-04-30,603066,24.02,24.11,29.99,23.27,1974526,1711838167.0,28.01,0.5,0.12,65.66
2019-05-31,603066,23.12,22.76,25.07,21.86,614224,467895168.0,13.31,-5.6,-1.35,20.43
2019-06-28,603066,22.88,23.03,23.63,21.68,376235,274090074.0,8.57,1.19,0.27,12.51
2019-07-31,603066,23.27,22.7,23.75,21.86,439302,320769100.0,8.21,-1.43,-0.33,14.61
2019-08-30,603066,22.61,22.16,23.69,21.8,538467,392600322.0,8.33,-2.38,-0.54,17.91
2019-09-30,603066,22.13,22.7,25.52,22.04,843509,642210412.0,15.7,2.44,0.54,28.05
2019-10-31,603066,22.67,25.85,26.99,22.4,1052808,834611244.0,20.22,13.88,3.15,35.01
2019-11-29,603066,25.4,22.34,25.97,21.98,862890,668520168.0,15.44,-13.58,-3.51,28.7
2019-12-31,603066,22.34,23.84,24.53,21.95,615819,466194234.0,11.55,6.71,1.5,20.48
2020-01-23,603066,23.84,23.48,25.58,23.36,513535,409291545.0,9.31,-1.51,-0.36,17.08
2020-02-28,603066,21.2,28.25,31.07,19.16,3376477,2968847194.0,50.72,20.32,4.77,112.29
2020-03-31,603066,31.01,26.81,41.03,26.36,2542062,2680727954.0,51.93,-5.1,-1.44,84.54
2020-04-30,603066,26.78,27.26,33.11,25.88,1433946,1335977268.0,26.97,1.68,0.45,47.69
2020-05-29,603066,26.75,28.61,28.67,26.18,782424,703261393.0,9.13,4.95,1.35,26.02
2020-06-30,603066,28.58,28.82,31.85,27.95,1372982,1309129692.0,13.63,0.73,0.21,45.66
2020-07-31,603066,28.97,30.69,34.61,28.7,1733257,1778333524.0,20.51,6.49,1.87,57.64
2020-08-31,603066,30.69,34.65,37.56,30.69,2195527,2473351010.0,22.39,12.9,3.96,73.01
2020-09-30,603066,35.4,29.82,37.08,29.7,941342,1016181737.0,21.3,-13.94,-4.83,31.3
2020-10-30,603066,30.21,30.24,32.7,29.67,359102,364068418.0,10.16,1.41,0.42,11.94
2020-11-30,603066,30.09,27.9,30.96,27.6,393451,370774609.0,11.11,-7.74,-2.34,13.08
2020-12-31,603066,27.93,26.82,30.27,24.99,796731,707664441.0,18.92,-3.87,-1.08,26.5
2021-01-29,603066,26.91,23.52,27.3,23.31,541974,436387730.0,14.88,-12.3,-3.3,18.02
2021-02-26,603066,23.46,24.63,25.05,22.2,233229,176501472.0,12.12,4.72,1.11,7.76
2021-03-31,603066,24.81,24.63,25.5,23.64,313784,248265935.0,7.55,0.0,0.0,10.44
2021-04-30,603066,24.48,24.33,25.71,23.97,315192,250953435.0,7.06,-1.22,-0.3,10.48
2021-05-31,603066,24.33,25.63,27.66,22.86,799160,648697821.0,19.73,5.34,1.3,26.58
2021-06-30,603066,25.72,25.06,26.5,24.49,604148,492064377.0,7.84,-2.22,-0.57,20.09
2021-07-30,603066,25.18,23.98,25.96,23.5,310872,246968578.0,9.82,-4.31,-1.08,10.34
2021-08-31,603066,24.01,27.16,27.79,24.01,497984,412051958.0,15.76,13.26,3.18,16.56
2021-09-30,603066,27.25,25.57,30.7,24.55,982494,862628154.0,22.64,-5.85,-1.59,32.67
2021-10-29,603066,25.54,23.62,25.99,23.29,312278,245678160.0,10.56,-7.63,-1.95,10.38
2021-11-30,603066,23.65,26.41,27.55,23.05,643981,520916938.0,19.05,11.81,2.79,21.42
2021-12-31,603066,26.47,27.61,30.58,25.45,1353194,1220664005.0,19.42,4.54,1.2,45.0
2022-01-28,603066,27.67,26.59,30.34,25.15,899690,808841215.0,18.8,-3.69,-1.02,29.92
2022-02-28,603066,26.89,28.45,29.74,26.32,639059,569815487.0,12.86,7.0,1.86,21.25
2022-03-31,603066,28.63,25.75,29.17,24.7,675062,575878332.0,15.71,-9.49,-2.7,22.45
2022-04-29,603066,25.51,32.5,36.76,24.85,3515164,3426967882.0,46.25,26.21,6.75,116.9
2022-05-20,603066,31.81,32.47,40.75,30.79,4006751,4508873505.0,30.65,-0.09,-0.03,133.25
2022-06-30,603066,35.29,30.06,35.29,29.2,1819189,1829888048.0,18.76,-7.42,-2.41,60.5
2022-07-29,603066,30.24,31.62,32.61,28.71,1271817,1237271867.0,12.97,5.19,1.56,42.29
2022-08-31,603066,31.65,30.33,36.63,28.83,2424814,2542792794.0,24.67,-4.08,-1.29,80.64
2022-09-30,603066,30.45,27.18,33.48,27.03,1094424,1065171373.0,21.27,-10.39,-3.15,36.4
2022-10-31,603066,27.18,27.15,29.67,26.31,556250,495079675.0,12.36,-0.11,-0.03,18.5
2022-11-30,603066,27.27,29.31,30.03,27.21,849710,783070349.0,10.39,7.96,2.16,28.26
2022-12-30,603066,29.43,35.01,36.93,29.28,3474740,3711036281.0,26.1,19.45,5.7,115.55
2023-01-31,603066,34.86,35.16,36.15,31.74,1584971,1727309524.0,12.6,0.43,0.15,52.71
2023-02-28,603066,34.86,36.09,42.21,34.47,2716736,3239026539.0,22.01,2.65,0.93,90.35
2023-03-31,603066,36.24,40.14,40.14,32.76,1576072,1826530150.0,20.45,11.22,4.05,52.41
2023-04-28,603066,39.81,33.39,41.28,31.8,1976412,2335929038.0,23.62,-16.82,-6.75,65.73
2023-05-31,603066,33.39,34.86,39.45,33.09,1564996,1774077757.0,19.05,4.4,1.47,52.04
2023-06-30,603066,34.89,37.14,37.44,34.59,1362284,1583421831.0,8.18,6.54,2.28,45.3
2023-07-31,603066,37.06,34.66,38.2,33.67,770712,878498811.0,12.2,-6.68,-2.48,25.63
2023-08-31,603066,34.75,32.95,34.81,31.9,575390,607245909.0,8.4,-4.93,-1.71,19.13
2023-09-28,603066,33.07,32.83,33.49,31.33,349380,358656517.0,6.56,-0.36,-0.12,11.62
2023-10-31,603066,32.8,31.27,33.1,29.5,326893,324944669.0,10.97,-4.75,-1.56,10.87
2023-11-30,603066,31.27,32.5,33.04,31.09,412348,418917170.0,6.24,3.93,1.23,13.71
2023-12-29,603066,32.53,36.49,45.52,30.82,4580024,5590912399.0,45.23,12.28,3.99,152.31
2024-01-31,603066,36.4,38.44,48.43,34.51,7175524,9428804116.0,38.15,5.34,1.95,238.63
2024-02-29,603066,34.78,38.11,45.01,26.5,3867010,4123265107.0,48.15,-0.86,-0.33,128.6
2024-03-29,603066,37.57,34.87,40.27,33.37,3610057,4292944165.0,18.11,-8.5,-3.24,120.05
2024-04-30,603066,34.93,33.88,37.24,28.75,1816494,1930762573.0,24.35,-2.84,-0.99,60.41
2024-05-31,603066,34.33,31.57,34.75,30.97,1223039,1265885990.0,11.16,-6.82,-2.31,40.67
2024-06-28,603066,31.6,29.08,31.6,27.88,821350,768313410.0,11.78,-7.89,-2.49,27.31
2024-07-31,603066,29.17,29.68,29.83,27.07,636901,565568132.0,9.49,2.06,0.6,21.18
2024-08-30,603066,29.56,29.35,31.12,27.79,1385231,1263358299.0,11.22,-1.11,-0.33,47.09
2024-09-30,603066,29.41,34.09,34.48,28.21,1059843,1002476927.0,21.36,16.15,4.74,36.03
2024-10-31,603066,37.24,35.71,37.24,31.27,1981233,2121170710.0,17.51,4.75,1.62,67.35
2024-11-29,603066,35.41,39.79,43.69,33.19,3586062,4246917549.0,29.4,11.43,4.08,121.9
2024-12-31,603066,39.82,34.0,41.47,33.64,2592934,3118248130.0,19.68,-14.55,-5.79,88.14
2025-01-27,603066,33.82,32.86,35.56,31.69,898372,949852113.0,11.38,-3.35,-1.14,30.54
2025-02-28,603066,32.89,36.79,42.28,32.65,2932763,3498789552.0,29.31,11.96,3.93,99.69
2025-03-31,603066,37.48,37.0,41.83,36.67,3044354,3754890841.0,14.03,0.57,0.21,103.49
