日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2020-09-30,002984,22.75,23.32,30.03,22.66,1503757,3823138748.0,38.87,23.0,4.36,217.94
2020-10-30,002984,23.63,24.1,24.88,22.7,759401,1793205211.0,9.35,3.34,0.78,110.06
2020-11-30,002984,24.2,25.35,28.68,24.08,1519200,3979320902.0,19.09,5.19,1.25,220.17
2020-12-31,002984,25.3,25.39,25.89,22.69,809435,1983779301.0,12.62,0.16,0.04,117.31
2021-01-29,002984,25.5,30.9,32.41,23.6,1260076,3470564504.0,34.7,21.7,5.51,182.62
2021-02-26,002984,30.73,37.47,51.17,30.73,1381862,5593218432.0,66.15,21.26,6.57,200.27
2021-03-31,002984,37.73,34.13,43.82,32.17,884495,3251808989.0,31.09,-8.91,-3.34,128.19
2021-04-30,002984,33.62,31.49,39.1,30.77,1058316,3749026925.0,24.41,-7.74,-2.64,153.38
2021-05-31,002984,31.19,35.19,37.05,29.78,497387,1624360912.0,23.09,11.75,3.7,72.09
2021-06-30,002984,35.58,36.62,40.47,32.87,563671,2030130637.0,21.6,4.06,1.43,81.69
2021-07-30,002984,36.62,31.77,37.67,29.63,329338,1118394829.0,21.96,-13.24,-4.85,47.73
2021-08-31,002984,31.61,28.17,33.45,27.8,393433,1190870729.0,17.78,-11.33,-3.6,57.02
2021-09-30,002984,28.12,29.15,31.16,26.74,597875,1696140961.0,15.69,3.48,0.98,18.5
2021-10-29,002984,29.41,31.67,35.02,28.57,836943,2675317511.0,22.13,8.64,2.52,25.9
2021-11-30,002984,31.21,35.15,38.07,30.94,1335518,4751740907.0,22.51,10.99,3.48,41.33
2021-12-31,002984,35.11,35.74,38.5,32.67,862264,3111321570.0,16.59,1.68,0.59,29.8
2022-01-28,002984,35.78,32.49,36.44,29.88,593136,1895068791.0,18.35,-9.09,-3.25,20.5
2022-02-28,002984,32.77,34.57,35.22,31.02,518913,1731307350.0,12.93,6.4,2.08,17.93
2022-03-31,002984,34.58,30.24,35.94,27.94,728354,2299302976.0,23.14,-12.53,-4.33,25.17
2022-04-29,002984,30.23,25.74,31.67,23.06,520946,1405938924.0,28.47,-14.88,-4.5,18.0
2022-05-31,002984,25.73,29.94,30.22,25.46,703312,1953673975.0,18.49,16.32,4.2,24.3
2022-06-30,002984,29.96,31.45,35.59,29.35,1182295,3763387090.0,20.84,5.04,1.51,41.12
2022-07-29,002984,31.34,37.14,37.54,30.01,1404473,4696728179.9,23.94,18.09,5.69,48.85
2022-08-31,002984,37.24,35.34,43.66,34.64,1491264,5646903761.61,24.29,-4.85,-1.8,51.87
2022-09-30,002984,35.22,29.28,38.64,29.11,1100044,3671209740.71,26.97,-17.15,-6.06,37.29
2022-10-31,002984,29.46,26.28,29.84,24.92,1020587,2702582326.08,16.8,-10.25,-3.0,34.59
2022-11-30,002984,26.29,31.75,33.52,25.77,1438018,4212415288.23,29.49,20.81,5.47,48.74
2022-12-30,002984,31.87,31.13,33.34,28.11,901838,2723737806.5,16.47,-1.95,-0.62,30.57
2023-01-31,002984,30.78,29.89,30.78,27.94,814785,2317315003.14,9.12,-3.98,-1.24,27.62
2023-02-28,002984,30.05,32.94,34.22,29.55,1226325,3836129030.45,15.62,10.2,3.05,41.57
2023-03-31,002984,32.9,32.03,34.34,31.19,1479402,4777049732.73,9.56,-2.76,-0.91,50.68
2023-04-28,002984,31.84,29.4,32.75,28.47,1002543,3074816893.3,13.36,-8.21,-2.63,34.34
2023-05-31,002984,29.34,29.54,30.33,26.95,766022,2158002757.96,11.5,0.48,0.14,26.24
2023-06-30,002984,29.73,31.8,32.37,28.74,781919,2395330007.11,12.29,7.65,2.26,26.79
2023-07-31,002984,32.12,35.04,35.99,30.84,1778720,5948358781.75,16.19,10.19,3.24,60.93
2023-08-31,002984,35.04,33.34,37.47,31.72,1116343,3807229786.33,16.41,-4.85,-1.7,38.24
2023-09-28,002984,33.33,30.67,33.53,30.25,624169,1946061076.94,9.84,-8.01,-2.67,10.09
2023-10-31,002984,30.67,30.75,32.83,29.41,645080,1994819416.01,11.15,0.26,0.08,15.59
2023-11-30,002984,30.64,27.83,31.59,27.54,1049164,3094157646.32,13.17,-9.5,-2.92,25.35
2023-12-29,002984,27.74,29.19,29.69,26.86,854664,2399767618.57,10.17,4.89,1.36,20.65
2024-01-31,002984,29.13,28.84,31.23,28.02,1203957,3557160695.31,11.0,-1.2,-0.35,29.46
2024-02-29,002984,28.64,31.72,32.12,26.54,1199065,3610960696.65,19.35,9.99,2.88,29.34
2024-03-29,002984,32.49,31.7,33.09,29.95,2814995,8752031175.51,9.9,-0.06,-0.02,55.97
2024-04-30,002984,31.91,37.43,39.33,30.64,5136500,14488277200.6,27.41,18.08,5.73,73.05
2024-05-31,002984,37.88,35.45,40.63,35.12,3728638,9757334256.35,14.72,-5.29,-1.98,53.43
2024-06-28,002984,35.6,34.44,37.35,33.85,2691887,6769719317.99,9.87,-2.85,-1.01,38.57
2024-07-31,002984,34.54,31.86,35.63,29.7,3135128,7195448381.34,17.22,-7.49,-2.58,44.92
2024-08-30,002984,31.81,33.19,33.6,30.37,1621843,3575918022.57,10.14,4.17,1.33,23.2
2024-09-30,002984,33.07,39.11,39.57,32.16,1850011,4472706469.05,22.33,17.84,5.92,26.46
2024-10-31,002984,42.94,39.56,42.94,35.36,4203038,11030194019.0,19.38,1.15,0.45,60.11
2024-11-29,002984,39.05,36.97,39.67,35.05,3721575,9671682630.64,11.68,-6.55,-2.59,53.22
2024-12-31,002984,36.49,35.53,37.22,35.05,2441557,6110476560.11,5.87,-3.9,-1.44,34.63
