日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1996-12-31,000659,17.6,29.02,34.2,17.6,289427,821342294.0,638.46,1016.15,26.42,100.23
1997-01-31,000659,29.6,26.18,30.2,23.5,291837,439613960.5,23.09,-9.79,-2.84,50.53
1997-02-28,000659,26.2,28.0,28.2,22.46,176143,226777380.0,21.93,6.95,1.82,30.5
1997-03-31,000659,28.4,31.66,31.96,27.6,661954,1000424386.0,15.57,13.07,3.66,114.62
1997-04-30,000659,31.98,34.78,37.5,28.56,787346,1312229766.0,28.24,9.85,3.12,136.34
1997-05-30,000659,35.0,32.8,44.0,30.3,652795,1229270514.0,39.39,-5.69,-1.98,113.04
1997-06-27,000659,33.38,33.68,35.4,28.58,171490,284264179.0,20.79,2.68,0.88,29.7
1997-07-31,000659,34.1,27.6,34.4,26.42,140404,212712365.75,23.69,-18.05,-6.08,24.31
1997-08-29,000659,27.3,24.68,28.4,24.04,91411,118657473.38,15.8,-10.58,-2.92,15.83
1997-09-30,000659,24.7,20.4,26.9,19.8,63424,77163110.38,28.77,-17.34,-4.28,10.98
1997-10-31,000659,20.4,28.4,29.58,20.0,167200,218912847.88,46.96,39.22,8.0,28.95
1997-11-28,000659,28.56,29.76,32.4,27.0,149549,227587388.0,19.01,4.79,1.36,25.9
1997-12-31,000659,29.56,33.84,34.54,29.12,125123,202109344.0,18.21,13.71,4.08,21.67
1998-01-23,000659,34.36,40.1,40.7,33.84,265066,501606436.0,20.27,18.5,6.26,45.9
1998-02-27,000659,40.9,42.5,44.96,39.1,197807,417384593.0,14.61,5.99,2.4,34.25
1998-03-31,000659,41.44,44.34,44.34,40.1,145593,309174009.5,9.98,4.33,1.84,25.21
1998-04-30,000659,44.3,56.56,56.77,44.3,634081,1251197128.0,28.12,27.56,12.22,61.1
1998-05-29,000659,56.16,58.32,59.4,49.32,568944,853095330.0,17.82,3.11,1.76,54.82
1998-06-30,000659,58.86,60.02,66.7,56.45,746199,1231832566.0,17.58,2.91,1.7,62.54
1998-07-31,000659,59.69,54.23,60.57,49.44,479596,696099508.0,18.54,-9.65,-5.79,40.2
1998-08-31,000659,54.02,48.68,54.86,43.56,370155,496637492.5,20.84,-10.23,-5.55,31.02
