股票代码,date,prediction,TS代码,股票名称,地域,所属行业,股票全称,英文全称,拼音缩写,市场类型,交易所代码,上市日期,实控人名称,实控人企业性质
002327,202512,1.2419541539771426,002327.SZ,富安娜,深圳,纺织,深圳市富安娜家居用品股份有限公司,"Shenzhen Fuanna Bedding and Furnishing Co.,Ltd",FAN,主板,SZSE,20091230,林国芳,民营企业
001201,202512,1.2419515382987276,001201.SZ,东瑞股份,广东,农业综合,东瑞食品集团股份有限公司,"Dongrui Food Group Co.,Ltd.",DRGF,主板,SZSE,20210428,袁建康,民营企业
002166,202512,1.2417278480231897,002166.SZ,莱茵生物,广西,中成药,桂林莱茵生物科技股份有限公司,Guilin Layn Natural Ingredients Corp.,LYSW,主板,SZSE,20070913,秦本军,民营企业
002416,202512,1.241067239910237,002416.SZ,爱施德,深圳,电器连锁,深圳市爱施德股份有限公司,"Shenzhen Aisidi Co., LTD.",ASD,主板,SZSE,20100528,黄绍武,民营企业
000402,202512,1.2408487809915292,000402.SZ,金融街,北京,全国地产,金融街控股股份有限公司,"Financial Street Holdings Co., Ltd.",JRJ,主板,SZSE,19960626,北京市西城区人民政府国有资产监督管理委员会,地方国有企业
002468,202512,1.240843549634699,002468.SZ,申通快递,浙江,仓储物流,申通快递股份有限公司,"STO Express Co.,Ltd.",STKD,主板,SZSE,20100908,陈德军,民营企业
600446,202512,1.2407487064066285,600446.SH,金证股份,深圳,软件服务,深圳市金证科技股份有限公司,"Shenzhen Kingdom Sci-Tech Co.,Ltd",JZGF,主板,SSE,20031224,无实际控制人,其他
600267,202512,1.2394091804318168,600267.SH,海正药业,浙江,化学制药,浙江海正药业股份有限公司,"Zhejiang Hisun Pharmaceutical Co.,Ltd.",HZYY,主板,SSE,20000725,台州市椒江区人民政府,地方国有企业
600696,202512,1.2391933371915245,600696.SH,*ST岩石,上海,白酒,上海贵酒股份有限公司,"Shanghai Guijiu Co., Ltd",*STYS,主板,SSE,19931206,韩啸,民营企业
002191,202512,1.2390854155713782,002191.SZ,劲嘉股份,深圳,广告包装,深圳劲嘉集团股份有限公司,"Shenzhen Jinjia Group Co.,Ltd.",JJGF,主板,SZSE,20071205,乔鲁予,民营企业
000521,202512,1.2390775685361328,000521.SZ,长虹美菱,安徽,家用电器,长虹美菱股份有限公司,"Changhong Meiling Co.,Ltd.",CHML,主板,SZSE,19931018,绵阳市国有资产监督管理委员会,地方国有企业
002672,202512,1.238977493951232,002672.SZ,东江环保,深圳,环境保护,东江环保股份有限公司,Dongjiang Environmental Company Limited,DJHB,主板,SZSE,20120426,广东省人民政府国有资产监督管理委员会,地方国有企业
600572,202512,1.238748572318864,600572.SH,康恩贝,浙江,中成药,浙江康恩贝制药股份有限公司,"Zhejiang Conba Pharmaceutical Co.,Ltd.",KEB,主板,SSE,20040412,浙江省人民政府国有资产监督管理委员会,地方国有企业
002898,202512,1.2384274231368404,002898.SZ,*ST赛隆,广东,化学制药,赛隆药业集团股份有限公司,"Sailong Pharmaceutical Group Co.,Ltd.",*STSL,主板,SZSE,20170912,无实际控制人,其他
002244,202512,1.238195885826057,002244.SZ,滨江集团,浙江,区域地产,杭州滨江房产集团股份有限公司,"Hangzhou Binjiang Real Estate Group Co., Ltd.",BJJT,主板,SZSE,20080529,戚金兴,民营企业
600794,202512,1.238087964205911,600794.SH,保税科技,江苏,仓储物流,张家港保税科技(集团)股份有限公司,"Zhang Jia Gang Freetrade Science & Technology Group Co.,Ltd.",BSKJ,主板,SSE,19970306,张家港保税区管委会,地方国有企业
002005,202512,1.238087964205911,002005.SZ,ST德豪,安徽,家用电器,安徽德豪润达电气股份有限公司,"Elec-Tech International Co., Ltd.",STDH,主板,SZSE,20040625,无实际控制人,其他
600867,202512,1.2378616582519582,600867.SH,通化东宝,吉林,生物制药,通化东宝药业股份有限公司,"Tonghua Dongbao Pharmaceutical Co.,Ltd.",THDB,主板,SSE,19940824,李一奎,民营企业
000929,202512,1.237424740414543,000929.SZ,*ST兰黄,甘肃,啤酒,兰州黄河企业股份有限公司,"Lanzhou Huanghe Enterprise Co.,Ltd.",*STLH,主板,SZSE,19990623,谭岳鑫,民营企业
000099,202512,1.2373063560807365,000099.SZ,中信海直,深圳,空运,中信海洋直升机股份有限公司,"CITIC Offshore Helicopter Co.,Ltd",ZXHZ,主板,SZSE,20000731,中国中信集团有限公司,中央企业
603439,202512,1.2371984344605902,603439.SH,三力制药,贵州,中成药,贵州三力制药股份有限公司,"Guizhou Sanli Pharmaceutical Co.,Ltd.",SLZY,主板,SSE,20200428,张海,民营企业
600348,202512,1.2371984344605902,600348.SH,华阳股份,山西,煤炭开采,山西华阳集团新能股份有限公司,"Shan Xi Hua Yang Group New Energy Co., Ltd.",HYGF,主板,SSE,20030821,山西省人民政府国有资产监督管理委员会,地方国有企业
002037,202512,1.2370957441972743,002037.SZ,保利联合,贵州,化工原料,保利联合化工控股集团股份有限公司,"Poly Union Chemical Holding Group Co.,Ltd.",BLLH,主板,SZSE,20040908,国务院国有资产监督管理委员会,中央企业
600155,202512,1.2351060728231702,600155.SH,华创云信,北京,证券,华创云信数字技术股份有限公司,"Polaris Bay Group Co.,Ltd.",HCYX,主板,SSE,19980918,无实际控制人,其他
603730,202512,1.2351034571447552,603730.SH,岱美股份,上海,汽车配件,上海岱美汽车内饰件股份有限公司,"Shanghai Daimay Automotive Interior Co., Ltd.",DMGF,主板,SSE,20170728,姜银台,民营企业
605128,202512,1.2349903041677788,605128.SH,上海沿浦,上海,汽车配件,上海沿浦精工科技(集团)股份有限公司,"Shanghai Yanpu Precision Technology (Group) Co., Ltd.",SHYP,主板,SSE,20200915,周建清,民营企业
000717,202512,1.234437617674972,000717.SZ,中南股份,广东,普钢,广东中南钢铁股份有限公司,"Guangdong Zhongnan Iron & Steel Co., Ltd.",ZNGF,主板,SZSE,19970508,国务院国有资产监督管理委员会,中央企业
601865,202512,1.234432386318142,601865.SH,福莱特,浙江,玻璃,福莱特玻璃集团股份有限公司,"Flat Glass Group Co.,Ltd.",FLT,主板,SSE,20190215,阮洪良,民营企业
600026,202512,1.2343296960548258,600026.SH,中远海能,上海,水运,中远海运能源运输股份有限公司,"COSCO Shipping Energy Transportation Co., Ltd.",ZYHN,主板,SSE,20020523,国务院国有资产监督管理委员会,中央企业
000698,202512,1.2342139273994344,000698.SZ,ST沈化,辽宁,石油加工,沈阳化工股份有限公司,"Shenyang Chemical Co., Ltd",STSH,主板,SZSE,19970220,国务院国有资产监督管理委员会,中央企业
601177,202512,1.2336664722634578,601177.SH,杭齿前进,浙江,机械基件,杭州前进齿轮箱集团股份有限公司,"Hangzhou Advance Gearbox Group Co., Ltd.",HCQJ,主板,SSE,20101011,杭州市萧山区财政局(杭州市萧山区人民政府国有资产监督管理办公室),地方国有企业
002868,202512,1.2333348603677738,002868.SZ,*ST绿康,福建,农业综合,绿康生化股份有限公司,"Lifecome Biochemistry Co.,Ltd.",*STLK,主板,SZSE,20170503,王钻,民营企业
002635,202512,1.233111170092236,002635.SZ,安洁科技,江苏,元器件,苏州安洁科技股份有限公司,"Suzhou Anjie Technology Co.,Ltd.",AJKJ,主板,SZSE,20111125,吕莉,民营企业
603225,202512,1.2324505619792832,603225.SH,新凤鸣,浙江,化纤,新凤鸣集团股份有限公司,"Xinfengming Group Co.,Ltd.",XFM,主板,SSE,20170418,庄奎龙,民营企业
000672,202512,1.2323374090023067,000672.SZ,上峰水泥,甘肃,水泥,甘肃上峰水泥股份有限公司,"Gansu Shangfeng Cement Co., Ltd",SFSN,主板,SZSE,19961218,俞锋,民营企业
603585,202512,1.2320057971066227,603585.SH,苏利股份,江苏,农药化肥,江苏苏利精细化工股份有限公司,"Suli Co.,Ltd.",SLGF,主板,SSE,20161214,缪金凤,民营企业
000983,202512,1.2320031814282075,000983.SZ,山西焦煤,山西,煤炭开采,山西焦煤能源集团股份有限公司,"Shanxi Coking Coal Energy Group Co.,Ltd.",SXJM,主板,SZSE,20000726,山西省人民政府国有资产监督管理委员会,地方国有企业
002532,202512,1.231453110613816,002532.SZ,天山铝业,新疆,铝,天山铝业集团股份有限公司,"Tianshan Aluminum Group Co.,Ltd.",TSLY,主板,SZSE,20101231,曾超懿,民营企业
601002,202512,1.231116267361302,601002.SH,晋亿实业,浙江,机械基件,晋亿实业股份有限公司,"Gem-Year Industrial Co.,Ltd.",JYSY,主板,SSE,20070126,蔡永龙,外资
603669,202512,1.2307925025008633,603669.SH,灵康药业,西藏,化学制药,灵康药业集团股份有限公司,"Lionco Pharmaceutical Group Co.,Ltd.",LKYY,主板,SSE,20150528,陶灵萍,民营企业
601233,202512,1.2304556592483489,601233.SH,桐昆股份,浙江,化纤,桐昆集团股份有限公司,"Tongkun Group Co.,Ltd",TKGF,主板,SSE,20110518,陈士良,民营企业
000525,202512,1.230352968985033,000525.SZ,红太阳,江苏,农药化肥,南京红太阳股份有限公司,"Nanjing Red Sun Co.,Ltd.",HTY,主板,SZSE,19931028,曲靖高新技术产业开发区管理委员会,地方国有企业
003040,202512,1.230247663043302,003040.SZ,楚天龙,广东,通信设备,楚天龙股份有限公司,"Chutian Dragon Co., Ltd.",CTL,主板,SZSE,20210322,陈丽英,民营企业
600608,202512,1.2302372003296416,600608.SH,*ST沪科,上海,商贸代理,上海宽频科技股份有限公司,"Shanghai Broadband Technology Co., Ltd.",*STHK,主板,SSE,19920327,云南省昆明市人民政府国有资产监督管理委员会,地方国有企业
002376,202512,1.2295765922166886,002376.SZ,新北洋,山东,IT设备,山东新北洋信息技术股份有限公司,"Shandong New Beiyang Information Technology Co., Ltd.",XBY,主板,SZSE,20100323,无实际控制人,其他
601168,202512,1.229463439239712,601168.SH,西部矿业,青海,铜,西部矿业股份有限公司,"Western Mining Co.,Ltd.",XBKY,主板,SSE,20070712,青海省政府国有资产监督管理委员会,地方国有企业
002891,202512,1.229358133297981,002891.SZ,中宠股份,山东,饲料,烟台中宠食品股份有限公司,"Yantai China Pet Foods Co.,Ltd.",ZCGF,主板,SZSE,20170821,郝忠礼,民营企业
603995,202512,1.229355517619566,603995.SH,甬金股份,浙江,特种钢,甬金科技集团股份有限公司,"Yongjin Technology Group Co., Ltd",YJGF,主板,SSE,20191224,虞纪群,外资
600673,202512,1.229129211665613,600673.SH,东阳光,广东,综合类,广东东阳光科技控股股份有限公司,"Guangdong Hec Technology Holding Co.,Ltd.",DYG,主板,SSE,19930917,郭梅兰,民营企业
002948,202512,1.2285817565296366,002948.SZ,青岛银行,山东,银行,青岛银行股份有限公司,"Bank of Qingdao Co., Ltd.",QDYH,主板,SZSE,20190116,无实际控制人,其他
600763,202512,1.2282449132771225,600763.SH,通策医疗,浙江,医疗保健,通策医疗股份有限公司,"Topchoice Medical Co.,Inc.",TCYL,主板,SSE,19961030,吕建明,外资
603121,202512,1.228134375978561,603121.SH,华培动力,上海,汽车配件,上海华培数能科技(集团)股份有限公司,"Shanghai Sinotec Co., Ltd.",HPDL,主板,SSE,20190111,吴怀磊,民营企业
603208,202512,1.22803430139366,603208.SH,江山欧派,浙江,家居用品,江山欧派门业股份有限公司,"Jiangshan Oupai Door Industry Co., Ltd",JSOP,主板,SSE,20170210,吴水根,民营企业
600521,202512,1.2279237640950988,600521.SH,华海药业,浙江,化学制药,浙江华海药业股份有限公司,"Zhejiang Huahai Pharmaceutical Co.,Ltd.",HHYY,主板,SSE,20030304,陈保华,民营企业
002353,202512,1.2279159170598537,002353.SZ,杰瑞股份,山东,化工机械,烟台杰瑞石油服务集团股份有限公司,"Yantai Jereh Oilfield Services Group Co.,Ltd.",JRGF,主板,SZSE,20100205,孙伟杰,民营企业
600199,202512,1.2277000738195611,600199.SH,金种子酒,安徽,白酒,安徽金种子酒业股份有限公司,"Anhui Golden Seed Winery Co.,Ltd.",JZZJ,主板,SSE,19980812,阜阳市人民政府国有资产监督管理委员会,地方国有企业
603517,202512,1.2276896111059006,603517.SH,ST绝味,湖南,食品,绝味食品股份有限公司,"Juewei Food Co.,Ltd.",STJW,主板,SSE,20170317,戴文军,民营企业
605266,202512,1.2275843051641695,605266.SH,健之佳,云南,医药商业,健之佳医药连锁集团股份有限公司,JZJ Chain Drugstore Corporation,JZJ,主板,SSE,20201201,蓝波,民营企业
600273,202512,1.2272553089469005,600273.SH,嘉化能源,浙江,化工原料,浙江嘉化能源化工股份有限公司,"Zhejiang Jiahua Energy Chemical Industry Co.,Ltd.",JHNY,主板,SSE,20030627,管建忠,民营企业
603218,202512,1.227136924613094,603218.SH,日月股份,浙江,电气设备,日月重工股份有限公司,"Riyue Heavy Industry Co.,Ltd.",RYGF,主板,SSE,20161228,傅明康,民营企业
600071,202512,1.226807928395825,600071.SH,凤凰光学,江西,元器件,凤凰光学股份有限公司,Phenix Optics Company Limited,FHGX,主板,SSE,19970528,国务院国有资产监督管理委员会,中央企业
002379,202512,1.2263788575936552,002379.SZ,宏桥控股,山东,铝,山东宏桥铝业控股股份有限公司,Shandong Hongqiao Aluminum Industry Holding Company Limited,HQKG,主板,SZSE,20100331,张波,民营企业
603819,202512,1.226373626236825,603819.SH,神力股份,江苏,电气设备,常州神力电机股份有限公司,Changzhou Shenli Electrical Machine Incorporated Company,SLGF,主板,SSE,20161125,陈忠渭,民营企业
603197,202512,1.2261499359612873,603197.SH,保隆科技,上海,汽车配件,上海保隆汽车科技股份有限公司,Shanghai Baolong Automotive Corporation,BLKJ,主板,SSE,20170519,陈洪凌,民营企业
603027,202512,1.2260341673058957,603027.SH,千禾味业,四川,食品,千禾味业食品股份有限公司,"Qianhe Condiment And Food Co., Ltd",QHWY,主板,SSE,20160307,伍超群,民营企业
600726,202512,1.2259288613641646,600726.SH,华电能源,黑龙江,火力发电,华电能源股份有限公司,Huadian Energy Company Limited,HDNY,主板,SSE,19960701,国务院国有资产监督管理委员会,中央企业
000529,202512,1.225378790549773,000529.SZ,广弘控股,广东,食品,广东广弘控股股份有限公司,"Guangdong Guanghong Holdings Co.,Ltd.",GHKG,主板,SZSE,19931118,广东省出版集团有限公司,地方国有企业
001269,202512,1.225273484608042,001269.SZ,欧晶科技,内蒙,矿物制品,内蒙古欧晶科技股份有限公司,"Inner Mongolia OJing Science & Technology Co., Ltd.",OJKJ,主板,SZSE,20220930,无实际控制人,其他
600588,202512,1.2251603316310655,600588.SH,用友网络,北京,软件服务,用友网络科技股份有限公司,"Yonyou Network Technology Co., Ltd.",YYWL,主板,SSE,20010518,王文京,民营企业
002831,202512,1.2250393316188437,002831.SZ,裕同科技,深圳,广告包装,深圳市裕同包装科技股份有限公司,"ShenZhen YUTO Packaging Technology Co., Ltd.",YTKJ,主板,SZSE,20161216,吴兰兰,民营企业
600560,202512,1.2249340256771126,600560.SH,金自天正,北京,电气设备,北京金自天正智能控制股份有限公司,"Beijing Aritime Intelligent Control Co.,Ltd.",JZTZ,主板,SSE,20020919,国务院国有资产监督管理委员会,中央企业
002332,202512,1.22471295107999,002332.SZ,仙琚制药,浙江,化学制药,浙江仙琚制药股份有限公司,"Zhejiang Xianju Pharmaceutical Co.,Ltd.",XJZY,主板,SZSE,20100112,仙居县国资工作中心,地方国有企业
000868,202512,1.224612876495089,000868.SZ,安凯客车,安徽,汽车整车,安徽安凯汽车股份有限公司,"Anhui Ankai Automobile Co.,Ltd.",AKKC,主板,SZSE,19970725,安徽省人民政府国有资产监督管理委员会,地方国有企业
603779,202512,1.224612876495089,603779.SH,威龙股份,山东,红黄酒,威龙葡萄酒股份有限公司,"Wei Long Grape Wine Co., Ltd",WLGF,主板,SSE,20160516,闫鹏飞,民营企业
002479,202512,1.2245997981030134,002479.SZ,富春环保,浙江,新型电力,浙江富春江环保热电股份有限公司,"Zhejiang Fuchunjiang Environmental Thermoelectric Co., Ltd.",FCHB,主板,SZSE,20100921,江西省南昌市人民政府国有资产监督管理委员会,地方国有企业
000488,202512,1.2244918764828674,000488.SZ,ST晨鸣,山东,造纸,山东晨鸣纸业集团股份有限公司,Shandong Chenming Paper Holdings Limited,STCM,主板,SZSE,20001120,寿光市地方金融监督管理局(寿光市国有资产监督管理局),地方国有企业
002109,202512,1.2240523429670371,002109.SZ,兴化股份,陕西,化工原料,陕西兴化化学股份有限公司,"Shaanxi Xinghua Chemistry Co.,Ltd.",XHGF,主板,SZSE,20070126,陕西省人民政府国有资产监督管理委员会,地方国有企业
603373,202512,1.223939189990061,603373.SH,安邦护卫,浙江,仓储物流,安邦护卫集团股份有限公司,"Anbang Save-Guard Group Co., Ltd.",ABHW,主板,SSE,20231220,浙江省人民政府国有资产监督管理委员会,地方国有企业
000810,202512,1.2238260370130842,000810.SZ,创维数字,四川,家用电器,创维数字股份有限公司,"Skyworth Digital Co.,Ltd.",CWSZ,主板,SZSE,19980602,黄宏生,外资
600279,202512,1.223715499714523,600279.SH,重庆港,重庆,港口,重庆港股份有限公司,"Chongqing Port Co.,Ltd.",CQG,主板,SSE,20000731,重庆市国有资产监督管理委员会,地方国有企业
002010,202512,1.223715499714523,002010.SZ,传化智联,浙江,仓储物流,传化智联股份有限公司,"Transfar Zhilian Co.,Ltd.",CHZL,主板,SZSE,20040629,徐冠巨,民营企业
603221,202512,1.2236075780943767,603221.SH,爱丽家居,江苏,家居用品,爱丽家居科技股份有限公司,"Elegant Home-Tech Co., Ltd.",ALJJ,主板,SSE,20200323,宋正兴,民营企业
600435,202512,1.223391734854084,600435.SH,北方导航,北京,专用机械,北方导航控制技术股份有限公司,"North Navigation Control Technology Co.,Ltd.",BFDH,主板,SSE,20030704,国务院国有资产监督管理委员会,中央企业
000902,202512,1.2233891191756692,000902.SZ,新洋丰,湖北,农药化肥,新洋丰农业科技股份有限公司,"YONFER Agricultural Technology Co., Ltd.",XYF,主板,SZSE,19990408,杨才学,民营企业
603259,202512,1.223383887818839,603259.SH,药明康德,江苏,化学制药,无锡药明康德新药开发股份有限公司,"WuXi AppTec Co., Ltd.",YMKD,主板,SSE,20180508,Ge Li(李革),外资
600449,202512,1.2230496602447398,600449.SH,宁夏建材,宁夏,水泥,宁夏建材集团股份有限公司,"Ningxia Building Materials Group Co.,Ltd.",NXJC,主板,SSE,20030829,国务院国有资产监督管理委员会,中央企业
603087,202512,1.2228338170044473,603087.SH,甘李药业,北京,生物制药,甘李药业股份有限公司,Gan & Lee Pharmaceuticals.,GLYY,主板,SSE,20200629,甘忠如,民营企业
002626,202512,1.222828585647617,002626.SZ,金达威,福建,医疗保健,厦门金达威集团股份有限公司,Xiamen Kingdomway Group Company,JDW,主板,SZSE,20111028,江斌,民营企业
600651,202512,1.2227206640274708,600651.SH,飞乐音响,上海,电器仪表,上海飞乐音响股份有限公司,"Shanghai Feilo Acoustics Co.,Ltd.",FLYX,主板,SSE,19901219,上海市国有资产监督管理委员会,地方国有企业
000970,202512,1.2227180483490558,000970.SZ,中科三环,北京,矿物制品,北京中科三环高技术股份有限公司,"Beijing Zhong Ke San Huan High-Tech Co., Ltd.",ZKSH,主板,SZSE,20000420,中国科学院,中央企业
600234,202512,1.2226153580857395,600234.SH,科新发展,山西,装修装饰,山西科新发展股份有限公司,"Kexin Development Co.,Ltd,Shanxi",KXFZ,主板,SSE,20000615,连宗盛,民营企业
002392,202512,1.2220652872713482,002392.SZ,北京利尔,北京,其他建材,北京利尔高温材料股份有限公司,"Beijing Lirr High-Temperature Materials Co.,Ltd.",BJLE,主板,SZSE,20100423,赵继增,民营企业
600167,202512,1.2218415969958103,600167.SH,联美控股,辽宁,供气供热,联美量子股份有限公司,"Luenmei Quantum Co.,Ltd",LMKG,主板,SSE,19990128,苏壮强,外资
002318,202512,1.22183636563898,002318.SZ,久立特材,浙江,特种钢,浙江久立特材科技股份有限公司,"Zhejiang JIULI Hi-tech Metals Co.,Ltd.",JLTC,主板,SZSE,20091211,周志江,民营企业
603393,202512,1.221059988870636,603393.SH,新天然气,新疆,供气供热,新疆鑫泰天然气股份有限公司,"Xinjiang Xintai Natural Gas Co.,Ltd.",XTRQ,主板,SSE,20160912,明再远,民营企业
600603,202512,1.2205125337346594,600603.SH,广汇物流,四川,区域地产,广汇物流股份有限公司,"Guanghui Logistics Co.,Ltd",GHWL,主板,SSE,19920113,孙广信,民营企业
600365,202512,1.220299306172782,600365.SH,ST通葡,吉林,互联网,通化葡萄酒股份有限公司,"Tonghua Grape Wine Co.,Ltd.",STTP,主板,SSE,20010115,吴玉华,民营企业
603098,202512,1.2196256196677535,603098.SH,森特股份,北京,装修装饰,森特士兴集团股份有限公司,"Center International Group Co.,Ltd.",STGF,主板,SSE,20161216,刘爱森,民营企业
002847,202512,1.218741321279263,002847.SZ,盐津铺子,湖南,食品,盐津铺子食品股份有限公司,"Yanker Shop Food Co.,Ltd",YJPZ,主板,SZSE,20170208,张学武,民营企业
003022,202512,1.2187387056008478,003022.SZ,联泓新科,山东,化工原料,联泓新材料科技股份有限公司,Levima Advanced Materials Corporation,LHXK,主板,SZSE,20201208,无实际控制人,其他
601608,202512,1.2183017877634328,601608.SH,中信重工,河南,专用机械,中信重工机械股份有限公司,"Citic Heavy Industries Co., Ltd.",ZXZG,主板,SSE,20120706,中国中信集团有限公司,中央企业
600056,202512,1.21808071316631,600056.SH,中国医药,北京,医药商业,中国医药健康产业股份有限公司,"China Meheco Group Co.,Ltd.",ZGYY,主板,SSE,19970515,国务院国有资产监督管理委员会,中央企业
600822,202512,1.2179727915461638,600822.SH,上海物贸,上海,汽车服务,上海物资贸易股份有限公司,"Shanghai Material Trading Co.,Ltd.",SHWM,主板,SSE,19940204,上海市国有资产监督管理委员会,地方国有企业
603386,202512,1.2179701758677488,603386.SH,骏亚科技,广东,元器件,广东骏亚电子科技股份有限公司,"Guangdong Champion Asia Electronics Co.,Ltd.",JYKJ,主板,SSE,20170912,叶晓彬,外资
600182,202512,1.217743869913796,600182.SH,S佳通,黑龙江,汽车配件,佳通轮胎股份有限公司,Giti Tire Corporation,SJT,主板,SSE,19990507,林美凤,外资
600975,202512,1.217643795328895,600975.SH,新五丰,湖南,农业综合,湖南新五丰股份有限公司,"Hunan New Wellful Co.,Ltd.",XWF,主板,SSE,20040609,湖南省人民政府国有资产监督管理委员会,地方国有企业
002988,202512,1.2175306423519183,002988.SZ,豪美新材,广东,铝,广东豪美新材股份有限公司,"Guangdong Haomei New Materials Co.,Ltd",HMXC,主板,SZSE,20200518,李雪琴,外资
002351,202512,1.2175306423519183,002351.SZ,漫步者,深圳,IT设备,深圳市漫步者科技股份有限公司,"Edifier Technology Co.,Ltd.",MBZ,主板,SZSE,20100205,张文东,民营企业
600552,202512,1.2175227953166732,600552.SH,凯盛科技,安徽,元器件,凯盛科技股份有限公司,"Triumph Science & Technology Co.,Ltd.",KSKJ,主板,SSE,20021108,国务院国有资产监督管理委员会,中央企业
600716,202512,1.217414873696527,600716.SH,凤凰股份,江苏,区域地产,江苏凤凰置业投资股份有限公司,Jiangsu Phoenix Property Investment Company Limited,FHGF,主板,SSE,19960702,江苏省人民政府,地方国有企业
603711,202512,1.2162041947691826,603711.SH,香飘飘,浙江,软饮料,香飘飘食品股份有限公司,"Xiangpiaopiao Food Co., Ltd.",XPP,主板,SSE,20171130,蒋建琪,民营企业
002531,202512,1.2161989634123525,002531.SZ,天顺风能,江苏,电气设备,天顺风能(苏州)股份有限公司,"Titan Wind Energy (Suzhou) Co.,Ltd.",TSFN,主板,SZSE,20101231,严俊旭,民营企业
603677,202512,1.2159778888152295,603677.SH,奇精机械,浙江,家用电器,奇精机械股份有限公司,"Qijing Machinery Co., Ltd",QJJX,主板,SSE,20170206,宁波市人民政府国有资产监督管理委员会,地方国有企业
600903,202512,1.2158699671950834,600903.SH,贵州燃气,贵州,供气供热,贵州燃气集团股份有限公司,Guizhou Gas Group Corporation Ltd.,GZRQ,主板,SSE,20171107,贵州省人民政府国有资产监督管理委员会,地方国有企业
600310,202512,1.2158647358382533,600310.SH,广西能源,广西,水力发电,广西能源股份有限公司,"Guangxi Energy Co.,Ltd.",GXNY,主板,SSE,20010228,广西壮族自治区人民政府国有资产监督管理委员会,地方国有企业
605068,202512,1.215656739633206,605068.SH,明新旭腾,浙江,汽车配件,明新旭腾新材料股份有限公司,"Mingxin New Material Co.,Ltd.",MXXT,主板,SSE,20201123,庄君新,民营企业
002597,202512,1.2148725158296163,002597.SZ,金禾实业,安徽,食品,安徽金禾实业股份有限公司,"Anhui Jinhe Industrial Co.,Ltd.",JHSY,主板,SZSE,20110707,杨迎春,民营企业
600119,202512,1.214659288267739,600119.SH,长江投资,上海,仓储物流,长发集团长江投资实业股份有限公司,"Y.U.D. Yangtze River Investment Industry Co.,Ltd.",CJTZ,主板,SSE,19980115,上海市国有资产监督管理委员会,地方国有企业
600563,202512,1.214430366635371,600563.SH,法拉电子,福建,元器件,厦门法拉电子股份有限公司,"Xiamen Faratronic Co.,LTD.",FLDZ,主板,SSE,20021210,厦门市法拉发展有限公司,集体企业
600251,202512,1.2142066763598334,600251.SH,冠农股份,新疆,农业综合,新疆冠农股份有限公司,"Xinjiang Guannong Co.,Ltd.",GNGF,主板,SSE,20030609,新疆生产建设兵团农业建设第二师,地方国有企业
605389,202512,1.2141013704181025,605389.SH,长龄液压,江苏,机械基件,江苏长龄液压股份有限公司,"JiangSu Changling Hydraulic Co.,Ltd",CLYY,主板,SSE,20210322,夏继发,民营企业
689009,202512,1.213769758522418,689009.SH,九号公司-WD,北京,摩托车,九号有限公司,Ninebot Limited,JHGS,科创板,SSE,20201029,王野,自然人
600640,202512,1.2135512996037106,600640.SH,国脉文化,上海,影视音像,新国脉数字文化股份有限公司,"New Guomai Digital Culture Co., Ltd",GMWH,主板,SSE,19930407,国务院国有资产监督管理委员会,中央企业
002110,202512,1.2135460682468804,002110.SZ,三钢闽光,福建,普钢,福建三钢闽光股份有限公司,"Sansteel Minguang Co.,Ltd.,Fujian",SGMG,主板,SZSE,20070126,福建省人民政府国有资产监督管理委员会,地方国有企业
601918,202512,1.2134355309483191,601918.SH,XD新集能,安徽,煤炭开采,中煤新集能源股份有限公司,"China Coal Xinji Energy Co.,Ltd.",XJNY,主板,SSE,20071219,国务院国有资产监督管理委员会,中央企业
600363,202512,1.21310653473105,600363.SH,联创光电,江西,元器件,江西联创光电科技股份有限公司,"Jiangxi Lian Chuang Optoelectronic Science And Technology Co., Ltd.",LCGD,主板,SSE,20010329,伍锐,民营企业
000507,202512,1.2129907660756587,000507.SZ,珠海港,广东,新型电力,珠海港股份有限公司,"Zhuhai Port Co.,Ltd.",ZHG,主板,SZSE,19930326,珠海市人民政府国有资产监督管理委员会,地方国有企业
603116,202512,1.2127775385137811,603116.SH,红蜻蜓,浙江,服饰,浙江红蜻蜓鞋业股份有限公司,"Zhejiang Red Dragonfly Footwear Co.,Ltd.",HQT,主板,SSE,20150629,钱金波,民营企业
600828,202512,1.212769691478536,600828.SH,茂业商业,四川,百货,茂业商业股份有限公司,"Maoye Commercial Co., Ltd.",MYSY,主板,SSE,19940224,黄茂如,外资
600166,202512,1.212332773641121,600166.SH,福田汽车,北京,汽车整车,北汽福田汽车股份有限公司,"BAIC Foton Motor Co.,Ltd.",FTQC,主板,SSE,19980602,北京市人民政府国有资产监督管理委员会,地方国有企业
002475,202512,1.2122248520209746,002475.SZ,立讯精密,深圳,元器件,立讯精密工业股份有限公司,"Luxshare Precision Industry Co., Ltd.",LXJM,主板,SZSE,20100915,王来胜,外资
002030,202512,1.2119985460670215,002030.SZ,达安基因,广东,医疗保健,广州达安基因股份有限公司,"Daan Gene Co.,Ltd.",DAJY,主板,SZSE,20040809,广州市人民政府,地方国有企业
603825,202512,1.2118984714821208,603825.SH,ST华扬,湖南,互联网,华扬联众数字技术股份有限公司,"Hylink Digital Solutions Co.,Ltd",STHY,主板,SSE,20170802,长沙市人民政府国有资产监督管理委员会,地方国有企业
