ts_code,name,market,publisher,category,base_date,base_point,list_date,symbol_num,market_id
000692CNY02.SH,科创新能净收益,SSE,中证指数有限公司,主题指数,20191231,1000,20230403,000692CNY02,1
000693.SH,科创机械,SSE,中证指数有限公司,主题指数,20191231,1000,20230403,000693,1
000693CNY01.SH,科创机械全收益,SSE,中证指数有限公司,主题指数,20191231,1000,20230403,000693CNY01,1
000693CNY02.SH,科创机械净收益,SSE,中证指数有限公司,主题指数,20191231,1000,20230403,000693CNY02,1
000695.SH,科长三角,SSE,中证指数有限公司,主题指数,20191231,1000,20230403,000695,1
000695CNY01.SH,科长三角全收益,SSE,中证指数有限公司,主题指数,20191231,1000,20230403,000695CNY01,1
000695CNY02.SH,科长三角净收益,SSE,中证指数有限公司,主题指数,20191231,1000,20230403,000695CNY02,1
000697.SH,科大湾区,SSE,中证指数有限公司,主题指数,20191231,1000,20230403,000697,1
000697CNY01.SH,科大湾区全收益,SSE,中证指数有限公司,主题指数,20191231,1000,20230403,000697CNY01,1
000697CNY02.SH,科大湾区净收益,SSE,中证指数有限公司,主题指数,20191231,1000,20230403,000697CNY02,1
000698.SH,科创100,SSE,中证指数有限公司,规模指数,20191231,1000,20230807,000698,1
000698CNY010.SH,科创100(全),SSE,中证指数有限公司,规模指数,20191231,1000,20230807,000698CNY010,1
000698CNY020.SH,科创100(净),SSE,中证指数有限公司,规模指数,20191231,1000,20230807,000698CNY020,1
000698EUR200.SH,科创100EUR,SSE,中证指数有限公司,规模指数,20191231,1000,20230807,000698EUR200,1
000698EUR210.SH,科创100(全)EUR,SSE,中证指数有限公司,规模指数,20191231,1000,20230807,000698EUR210,1
000698GBP200.SH,科创100GBP,SSE,中证指数有限公司,规模指数,20191231,1000,20230807,000698GBP200,1
000698GBP210.SH,科创100(全)GBP,SSE,中证指数有限公司,规模指数,20191231,1000,20230807,000698GBP210,1
000698HKD200.SH,科创100HKD,SSE,中证指数有限公司,规模指数,20191231,1000,20230807,000698HKD200,1
000698HKD210.SH,科创100(全)HKD,SSE,中证指数有限公司,规模指数,20191231,1000,20230807,000698HKD210,1
000698USD200.SH,科创100USD,SSE,中证指数有限公司,规模指数,20191231,1000,20230807,000698USD200,1
000698USD210.SH,科创100(全)USD,SSE,中证指数有限公司,规模指数,20191231,1000,20230807,000698USD210,1
000698USD300.SH,科创100USD(CNH),SSE,中证指数有限公司,规模指数,20191231,1000,20230807,000698USD300,1
000698USD310.SH,科创100(全)USD(CNH),SSE,中证指数有限公司,规模指数,20191231,1000,20230807,000698USD310,1
000699.SH,科创200,SSE,中证指数有限公司,规模指数,20221230,1000,20240820,000699,1
000699CNY010.SH,科创200(全),SSE,中证指数有限公司,规模指数,20221230,1000,20240820,000699CNY010,1
000699CNY020.SH,科创200(净),SSE,中证指数有限公司,规模指数,20221230,1000,20240820,000699CNY020,1
000802.SH,500沪市,SSE,中证指数有限公司,主题指数,20041231,1000,20111108,000802,1
000814.SH,细分医药,SSE,中证指数有限公司,主题指数,20041231,1000,20120411,000814,1
000819.SH,有色金属,SSE,中证指数有限公司,行业指数,20041231,1000,20120509,000819,1
000823.SH,800有色,SSE,中证指数有限公司,二级行业指数,20041231,1000,20121221,000823,1
000827.SH,中证环保,SSE,中证指数有限公司,主题指数,20111230,1000,20120925,000827,1
000847.SH,腾讯济安,SSE,中证指数有限公司,价值指数,20130518,1000,20131118,000847,1
000849.SH,300非银,SSE,中证指数有限公司,主题指数,20041231,1000,20121221,000849,1
000851.SH,百发100,SSE,中证指数有限公司,策略指数,20081231,1000,20140730,000851,1
000852.SH,中证1000,SSE,中证指数有限公司,规模指数,20041231,1000,20141017,000852,1
000853.SH,CSSW丝路,SSE,中证指数有限公司,主题指数,20081231,1000,20150423,000853,1
000854.SH,中证500原料,SSE,中证指数有限公司,一级行业指数,20041231,1000,20131106,000854,1
000855.SH,央视500,SSE,中证指数有限公司,主题指数,20091231,1000,20141103,000855,1
000856.SH,中证500工业,SSE,中证指数有限公司,一级行业指数,20041231,1000,20131106,000856,1
000857.SH,中证500医药,SSE,中证指数有限公司,一级行业指数,20041231,1000,20131106,000857,1
000858.SH,中证500信息,SSE,中证指数有限公司,一级行业指数,20041231,1000,20131106,000858,1
000863.SH,CS精准医,SSE,中证指数有限公司,主题指数,20120629,1000,20150805,000863,1
000865.SH,上海国企,SSE,中证指数有限公司,主题指数,20121231,1000,20160511,000865,1
000867.SH,港中小企,SSE,中证指数有限公司,主题指数,20141114,3000,20150826,000867,1
000869.SH,HK银行(HKD),SSE,中证指数有限公司,主题指数,20141114,3000,20160422,000869,1
000888.SH,上证收益,SSE,中证指数有限公司,综合指数,20200721,3320.89,20201009,000888,1
000901.SH,小康指数,SSE,中证指数有限公司,主题指数,20051230,1000,20100402,000901,1
000903.SH,中证100,SSE,中证指数有限公司,规模指数,20051230,1000,20060529,000903,1
000905.SH,中证500,SSE,中证指数有限公司,规模指数,20041231,1000,20070115,000905,1
000906.SH,中证800,SSE,中证指数有限公司,规模指数,20041231,1000,20070115,000906,1
000913.SH,300医药,SSE,中证指数有限公司,一级行业指数,20041231,1000,20070702,000913,1
000914.SH,300金融,SSE,中证指数有限公司,主题指数,20041231,1000,20070702,000914,1
000928.SH,800能源,SSE,中证指数有限公司,一级行业指数,20041231,1000,20090703,000928,1
000932.SH,800消费,SSE,中证指数有限公司,一级行业指数,20041231,1000,20090703,000932,1
000933.SH,800医药,SSE,中证指数有限公司,一级行业指数,20041231,1000,20090703,000933,1
000934.SH,800金地,SSE,中证指数有限公司,主题指数,20041231,1000,20090703,000934,1
000935.SH,800信息,SSE,中证指数有限公司,一级行业指数,20041231,1000,20090703,000935,1
000974.SH,800金融,SSE,中证指数有限公司,一级行业指数,20041231,1000,20130509,000974,1
000982.SH,500等权,SSE,中证指数有限公司,策略指数,20041231,1000,20110613,000982,1
000986.SH,全指能源,SSE,中证指数有限公司,一级行业指数,20041231,1000,20110802,000986,1
000987.SH,全指材料,SSE,中证指数有限公司,一级行业指数,20041231,1000,20110802,000987,1
000989.SH,全指可选,SSE,中证指数有限公司,一级行业指数,20041231,1000,20110802,000989,1
000991.SH,全指医药,SSE,中证指数有限公司,一级行业指数,20041231,1000,20110802,000991,1
000992.SH,金融地产,SSE,中证指数有限公司,主题指数,20041231,1000,20110802,000992,1
000993.SH,全指信息,SSE,中证指数有限公司,一级行业指数,20041231,1000,20110802,000993,1
399001.SZ,深证成指,SZSE,深圳证券交易所,规模指数,19940720,1000,19950123,399001,0
399002.SZ,深成指R,SZSE,深圳证券交易所,规模指数,19940720,1000,19950123,399002,0
399003.SZ,深成B指,SZSE,深圳证券交易所,规模指数,19940720,1000,19950123,399003,0
399004.SZ,深证100R,SZSE,深圳证券交易所,规模指数,20021231,1000,20030102,399004,0
399005.SZ,中小100,SZSE,深圳证券交易所,规模指数,20050607,1000,20060124,399005,0
399006.SZ,创业板指,SZSE,深圳证券交易所,规模指数,20100531,1000,20100601,399006,0
399007.SZ,深证300,SZSE,深圳证券交易所,规模指数,20041231,1000,20091104,399007,0
399008.SZ,中小300,SZSE,深圳证券交易所,规模指数,20100319,1000,20100322,399008,0
399009.SZ,深证200,SZSE,深圳证券交易所,规模指数,20041231,1000,20110901,399009,0
399010.SZ,深证700,SZSE,深圳证券交易所,规模指数,20041231,1000,20110901,399010,0
399011.SZ,深证1000,SZSE,深圳证券交易所,规模指数,20041231,1000,20110901,399011,0
399012.SZ,创业300,SZSE,深圳证券交易所,规模指数,20120629,1000,20130107,399012,0
399013.SZ,深市精选,SZSE,深圳证券交易所,主题指数,20041231,1000,20140530,399013,0
399015.SZ,中小创新,SZSE,深圳证券交易所,规模指数,20111230,1000,20150324,399015,0
399016.SZ,深证创新,SZSE,深圳证券交易所,主题指数,20121231,1000,20161201,399016,0
399017.SZ,SME创新,SZSE,深圳证券交易所,主题指数,20121231,1000,20161201,399017,0
399018.SZ,创业创新,SZSE,深圳证券交易所,主题指数,20121231,1000,20161201,399018,0
399019.SZ,创业200,SZSE,深圳证券交易所,规模指数,20120629,1000,20231115,399019,0
399020.SZ,创业小盘,SZSE,深圳证券交易所,规模指数,20180629,1000,20231115,399020,0
399030.SZ,碳科技30,SZSE,深圳证券交易所,主题指数,20141231,1000,20210926,399030,0
399050.SZ,创新引擎,SZSE,深圳证券交易所,主题指数,20121231,1000,20180731,399050,0
399060.SZ,碳科技60,SZSE,深圳证券交易所,主题指数,20141231,1000,20210926,399060,0
399088.SZ,深创100,SZSE,深圳证券交易所,规模指数,20121231,1000,20200218,399088,0
399100.SZ,新指数,SZSE,深圳证券交易所,综合指数,20051230,1107.23,20060216,399100,0
399101.SZ,中小综指,SZSE,深圳证券交易所,综合指数,20050607,1000,20051201,399101,0
399102.SZ,创业板综,SZSE,深圳证券交易所,综合指数,20100531,1000,20100820,399102,0
399106.SZ,深证综指,SZSE,深圳证券交易所,综合指数,19910403,100,19910404,399106,0
399107.SZ,深证A指,SZSE,深圳证券交易所,综合指数,19910403,100,19921004,399107,0
399108.SZ,深证B指,SZSE,深圳证券交易所,综合指数,19920228,100,19921006,399108,0
399231.SZ,农林指数,SZSE,深圳证券交易所,行业指数,19910403,100,20130304,399231,0
399232.SZ,采矿指数,SZSE,深圳证券交易所,行业指数,19910403,100,20130304,399232,0
399233.SZ,制造指数,SZSE,深圳证券交易所,行业指数,19910403,100,20130304,399233,0
399234.SZ,水电指数,SZSE,深圳证券交易所,行业指数,19910403,100,20130304,399234,0
399235.SZ,建筑指数,SZSE,深圳证券交易所,行业指数,19910403,100,20130304,399235,0
399236.SZ,批零指数,SZSE,深圳证券交易所,行业指数,19910403,100,20130304,399236,0
399237.SZ,运输指数,SZSE,深圳证券交易所,行业指数,19910403,100,20130304,399237,0
399238.SZ,餐饮指数,SZSE,深圳证券交易所,行业指数,19910403,100,20130304,399238,0
399239.SZ,IT指数,SZSE,深圳证券交易所,行业指数,19910403,100,20130304,399239,0
399240.SZ,金融指数,SZSE,深圳证券交易所,行业指数,19910403,100,20130304,399240,0
399241.SZ,地产指数,SZSE,深圳证券交易所,行业指数,19910403,100,20130304,399241,0
399242.SZ,商务指数,SZSE,深圳证券交易所,行业指数,19910403,100,20130304,399242,0
399243.SZ,科研指数,SZSE,深圳证券交易所,行业指数,19910403,100,20130304,399243,0
399244.SZ,公共指数,SZSE,深圳证券交易所,行业指数,19910403,100,20130304,399244,0
399248.SZ,文化指数,SZSE,深圳证券交易所,行业指数,19910403,100,20130304,399248,0
399249.SZ,综企指数,SZSE,深圳证券交易所,行业指数,19910403,100,20130304,399249,0
399258.SZ,绿色低碳,SZSE,深圳证券交易所,主题指数,20121231,1000,20230808,399258,0
399259.SZ,创业低碳,SZSE,深圳证券交易所,主题指数,20121231,1000,20230808,399259,0
399260.SZ,先进制造,SZSE,深圳证券交易所,主题指数,20121231,1000,20230808,399260,0
399261.SZ,创业制造,SZSE,深圳证券交易所,主题指数,20121231,1000,20230808,399261,0
399262.SZ,数字经济,SZSE,深圳证券交易所,主题指数,20141231,1000,20220929,399262,0
399263.SZ,创业数字,SZSE,深圳证券交易所,主题指数,20141231,1000,20220929,399263,0
399264.SZ,创新技术,SZSE,深圳证券交易所,主题指数,20171229,1000,20220929,399264,0
399265.SZ,创新药械,SZSE,深圳证券交易所,主题指数,20171229,1000,20220929,399265,0
399266.SZ,创新能源,SZSE,深圳证券交易所,主题指数,20171229,1000,20220929,399266,0
399269.SZ,创质量,SZSE,深圳证券交易所,策略指数,20121231,1000,20210112,399269,0
399274.SZ,深新基建,SZSE,深圳证券交易所,主题指数,20121231,1000,20220411,399274,0
399275.SZ,创医药,SZSE,深圳证券交易所,主题指数,20121231,1000,20201026,399275,0
399276.SZ,创科技,SZSE,深圳证券交易所,主题指数,20121231,1000,20201026,399276,0
399277.SZ,公共健康,SZSE,深圳证券交易所,主题指数,20121231,1000,20200508,399277,0
399278.SZ,长江100,SZSE,深圳证券交易所,主题指数,20121231,1000,20200508,399278,0
399279.SZ,云科技50,SZSE,深圳证券交易所,主题指数,20121231,1000,20200508,399279,0
399280.SZ,生物50,SZSE,深圳证券交易所,主题指数,20121231,1000,20200508,399280,0
399281.SZ,电子50,SZSE,深圳证券交易所,主题指数,20121231,1000,20200508,399281,0
399282.SZ,大数据50,SZSE,深圳证券交易所,主题指数,20121231,1000,20200218,399282,0
399283.SZ,机器人50,SZSE,深圳证券交易所,主题指数,20121231,1000,20200218,399283,0
399284.SZ,AI 50,SZSE,深圳证券交易所,主题指数,20121231,1000,20200218,399284,0
399285.SZ,物联网50,SZSE,深圳证券交易所,主题指数,20121231,1000,20200218,399285,0
399286.SZ,区块链50,SZSE,深圳证券交易所,主题指数,20121231,1000,20191224,399286,0
399291.SZ,创精选88,SZSE,深圳证券交易所,策略指数,20121231,1000,20191106,399291,0
399292.SZ,民企发展,SZSE,深圳证券交易所,主题指数,20140630,1000,20190305,399292,0
399293.SZ,创业大盘,SZSE,深圳证券交易所,规模指数,20121231,1000,20190418,399293,0
399294.SZ,中小创Q,SZSE,深圳证券交易所,策略指数,20021231,1000,20190606,399294,0
399295.SZ,创价值,SZSE,深圳证券交易所,主题指数,20121231,1000,20190123,399295,0
399296.SZ,创成长,SZSE,深圳证券交易所,主题指数,20121231,1000,20190123,399296,0
399297.SZ,新浪100,SZSE,深圳证券交易所,主题指数,20131231,1000,20171222,399297,0
399300.SZ,沪深300,SZSE,中证指数有限公司,规模指数,20041231,1000,20050408,399300,0
399303.SZ,国证2000,SZSE,深圳证券交易所,规模指数,20091231,3326.4448,20140328,399303,0
399310.SZ,国证A50,SZSE,深圳证券交易所,规模指数,20021231,1000,20050905,399310,0
399311.SZ,国证1000,SZSE,深圳证券交易所,规模指数,20021231,1000,20050203,399311,0
399312.SZ,国证300,SZSE,深圳证券交易所,规模指数,20021231,1000,20050203,399312,0
399313.SZ,巨潮100,SZSE,巨潮公司,规模指数,20021231,1000,20050203,399313,0
399314.SZ,巨潮大盘,SZSE,巨潮公司,规模指数,20021231,1000,20050203,399314,0
399315.SZ,巨潮中盘,SZSE,巨潮公司,规模指数,20021231,1000,20050203,399315,0
399316.SZ,巨潮小盘,SZSE,巨潮公司,规模指数,20021231,1000,20050203,399316,0
399317.SZ,国证A指,SZSE,深圳证券交易所,综合指数,20021231,1000,20050203,399317,0
399318.SZ,国证B指,SZSE,深圳证券交易所,综合指数,20021231,1000,20050203,399318,0
399319.SZ,资源优势,SZSE,深圳证券交易所,主题指数,20041231,1000,20050104,399319,0
399320.SZ,国证服务,SZSE,深圳证券交易所,主题指数,20041231,1000,20050104,399320,0
399321.SZ,国证红利,SZSE,深圳证券交易所,主题指数,20041231,1000,20050104,399321,0
399322.SZ,国证治理,SZSE,深圳证券交易所,主题指数,20021231,1000,20051212,399322,0
399324.SZ,深证红利,SZSE,深圳证券交易所,主题指数,20021231,1000,20060124,399324,0
399326.SZ,成长40,SZSE,深圳证券交易所,主题指数,20021231,1000,20060124,399326,0
399328.SZ,深证治理,SZSE,深圳证券交易所,主题指数,20021231,1000,20060124,399328,0
399330.SZ,深证100,SZSE,深圳证券交易所,规模指数,20021231,1000,20060124,399330,0
399333.SZ,中小100R,SZSE,深圳证券交易所,规模指数,20050607,1000,20061227,399333,0
399335.SZ,深证央企,SZSE,深圳证券交易所,主题指数,20041231,1000,20090803,399335,0
399337.SZ,深证民营,SZSE,深圳证券交易所,主题指数,20041231,1000,20090803,399337,0
399339.SZ,深证科技,SZSE,深圳证券交易所,主题指数,20041231,1000,20090803,399339,0
399341.SZ,深证责任,SZSE,深圳证券交易所,主题指数,20090630,1000,20090803,399341,0
399344.SZ,深证300R,SZSE,深圳证券交易所,规模指数,20041231,1000,20091104,399344,0
399346.SZ,深证成长,SZSE,深圳证券交易所,风格指数,20041231,1000,20091104,399346,0
399348.SZ,深证价值,SZSE,深圳证券交易所,风格指数,20041231,1000,20091104,399348,0
399350.SZ,皖江30,SZSE,深圳证券交易所,主题指数,20100630,1000,20121218,399350,0
399351.SZ,创新示范,SZSE,深圳证券交易所,主题指数,20040831,864.38,20040901,399351,0
399352.SZ,深企综指,SZSE,深圳证券交易所,主题指数,20040831,864.38,20050203,399352,0
399353.SZ,国证物流,SZSE,深圳证券交易所,主题指数,20021231,1000,20050301,399353,0
399354.SZ,分析师指数,SZSE,深圳证券交易所,策略指数,20060428,1231.15,20061125,399354,0
399355.SZ,CBN长江,SZSE,深圳证券交易所,主题指数,20021231,1000,20070702,399355,0
399356.SZ,CBN珠江,SZSE,深圳证券交易所,主题指数,20021231,1000,20070702,399356,0
399357.SZ,CBN渤海,SZSE,深圳证券交易所,主题指数,20021231,1000,20070702,399357,0
399358.SZ,国证环保,SZSE,深圳证券交易所,主题指数,20021231,1000,20080102,399358,0
399359.SZ,国证基建,SZSE,深圳证券交易所,主题指数,20041231,1000,20090803,399359,0
399360.SZ,新硬件,SZSE,深圳证券交易所,主题指数,20041231,1000,20090803,399360,0
399361.SZ,在线消费,SZSE,深圳证券交易所,主题指数,20041231,1000,20090803,399361,0
399362.SZ,民企100,SZSE,深圳证券交易所,主题指数,20041231,1000,20090803,399362,0
399363.SZ,国证算力,SZSE,深圳证券交易所,主题指数,20041231,1000,20090803,399363,0
399364.SZ,消费100,SZSE,深圳证券交易所,主题指数,20041231,1000,20090803,399364,0
399365.SZ,国证粮食,SZSE,深圳证券交易所,主题指数,20041231,1000,20091104,399365,0
399366.SZ,能源金属,SZSE,深圳证券交易所,主题指数,20041231,1000,20091104,399366,0
399367.SZ,1000地产,SZSE,深圳证券交易所,一级行业指数,20041231,1000,20091104,399367,0
399368.SZ,国证军工,SZSE,深圳证券交易所,主题指数,20041231,1000,20091104,399368,0
399369.SZ,国证责任,SZSE,深圳证券交易所,主题指数,20090630,1000,20091104,399369,0
399370.SZ,国证成长,SZSE,深圳证券交易所,风格指数,20021231,1000,20100104,399370,0
399371.SZ,国证价值,SZSE,深圳证券交易所,风格指数,20021231,1000,20100104,399371,0
399372.SZ,大盘成长,SZSE,巨潮公司,风格指数,20021231,1000,20100104,399372,0
399373.SZ,大盘价值,SZSE,巨潮公司,风格指数,20021231,1000,20100104,399373,0
399374.SZ,中盘成长,SZSE,巨潮公司,风格指数,20021231,1000,20100104,399374,0
399375.SZ,中盘价值,SZSE,巨潮公司,风格指数,20021231,1000,20100104,399375,0
399376.SZ,小盘成长,SZSE,巨潮公司,风格指数,20021231,1000,20100104,399376,0
399377.SZ,小盘价值,SZSE,巨潮公司,风格指数,20021231,1000,20100104,399377,0
399378.SZ,ESG 300,SZSE,深圳证券交易所,主题指数,20100630,1000,20100920,399378,0
399381.SZ,1000能源,SZSE,深圳证券交易所,一级行业指数,20021231,1000,20111202,399381,0
399382.SZ,1000材料,SZSE,深圳证券交易所,一级行业指数,20021231,1000,20111202,399382,0
399383.SZ,1000工业,SZSE,深圳证券交易所,一级行业指数,20021231,1000,20111202,399383,0
399384.SZ,1000可选,SZSE,深圳证券交易所,一级行业指数,20021231,1000,20111202,399384,0
399385.SZ,1000消费,SZSE,深圳证券交易所,一级行业指数,20021231,1000,20111202,399385,0
399386.SZ,1000医药,SZSE,深圳证券交易所,一级行业指数,20021231,1000,20111202,399386,0
399387.SZ,1000金融,SZSE,深圳证券交易所,一级行业指数,20021231,1000,20111202,399387,0
399388.SZ,1000信息,SZSE,深圳证券交易所,一级行业指数,20021231,1000,20111202,399388,0
399389.SZ,国证通信,SZSE,深圳证券交易所,主题指数,20021231,1000,20111202,399389,0
399390.SZ,1000公用,SZSE,深圳证券交易所,一级行业指数,20021231,1000,20111202,399390,0
399391.SZ,投资时钟,SZSE,深圳证券交易所,策略指数,20061229,1000,20120326,399391,0
399392.SZ,国证新兴,SZSE,深圳证券交易所,主题指数,20090630,1000,20120328,399392,0
399393.SZ,国证地产,SZSE,深圳证券交易所,主题指数,20041231,1000,20120820,399393,0
399394.SZ,国证医药,SZSE,深圳证券交易所,主题指数,20041231,1000,20121029,399394,0
399395.SZ,国证有色,SZSE,深圳证券交易所,主题指数,20041231,1000,20121029,399395,0
399396.SZ,国证食品,SZSE,深圳证券交易所,主题指数,20041231,1000,20121029,399396,0
399397.SZ,国证文化,SZSE,深圳证券交易所,主题指数,20090630,1000,20121109,399397,0
399398.SZ,绩效指数,SZSE,深圳证券交易所,策略指数,20021231,1000,20121119,399398,0
399399.SZ,中经GDP,SZSE,深圳证券交易所,主题指数,20050630,1000,20121123,399399,0
399400.SZ,大中盘,SZSE,巨潮公司,规模指数,20021231,1000,20130320,399400,0
399401.SZ,中小盘,SZSE,巨潮公司,规模指数,20021231,1000,20130320,399401,0
399402.SZ,周期100,SZSE,深圳证券交易所,主题指数,20041231,1000,20131028,399402,0
399403.SZ,防御100,SZSE,深圳证券交易所,主题指数,20041231,1000,20131028,399403,0
399405.SZ,大盘高贝,SZSE,巨潮公司,策略指数,20041231,1000,20131205,399405,0
399406.SZ,中盘低波,SZSE,巨潮公司,策略指数,20041231,1000,20131205,399406,0
399407.SZ,中盘高贝,SZSE,巨潮公司,策略指数,20041231,1000,20131205,399407,0
399408.SZ,小盘低波,SZSE,巨潮公司,策略指数,20041231,1000,20131205,399408,0
399409.SZ,小盘高贝,SZSE,巨潮公司,策略指数,20041231,1000,20131205,399409,0
399410.SZ,苏州率先,SZSE,深圳证券交易所,主题指数,20111230,1000,20131212,399410,0
399411.SZ,红利100,SZSE,深圳证券交易所,策略指数,20081231,1000,20140410,399411,0
399412.SZ,国证新能,SZSE,深圳证券交易所,主题指数,20100630,1000,20140516,399412,0
399415.SZ,I100,SZSE,深圳证券交易所,主题指数,20100129,1000,20140912,399415,0
399416.SZ,I300,SZSE,深圳证券交易所,主题指数,20100129,1000,20140912,399416,0
399417.SZ,新能源车,SZSE,深圳证券交易所,主题指数,20100630,1000,20140924,399417,0
399418.SZ,数据要素,SZSE,深圳证券交易所,主题指数,20081231,1000,20141121,399418,0
399419.SZ,国证高铁,SZSE,深圳证券交易所,主题指数,20100630,1000,20141210,399419,0
399420.SZ,国证保证,SZSE,深圳证券交易所,主题指数,20100630,1000,20141210,399420,0
399422.SZ,中关村A,SZSE,深圳证券交易所,主题指数,20081231,1000,20161221,399422,0
399423.SZ,中关村50,SZSE,深圳证券交易所,主题指数,20081231,1000,20150205,399423,0
399428.SZ,国证定增,SZSE,深圳证券交易所,主题指数,20121231,1000,20150217,399428,0
399429.SZ,新丝路,SZSE,深圳证券交易所,主题指数,20111230,1000,20150108,399429,0
399431.SZ,国证银行,SZSE,深圳证券交易所,二级行业指数,20021231,1000,20141230,399431,0
399432.SZ,智能汽车,SZSE,深圳证券交易所,主题指数,20021231,1000,20141230,399432,0
399433.SZ,国证交运,SZSE,深圳证券交易所,二级行业指数,20021231,1000,20141230,399433,0
399434.SZ,数字传媒,SZSE,深圳证券交易所,行业指数,20021231,1000,20141230,399434,0
399435.SZ,国证农牧,SZSE,深圳证券交易所,二级行业指数,20021231,1000,20141230,399435,0
399436.SZ,绿色煤炭,SZSE,深圳证券交易所,主题指数,20021231,1000,20141230,399436,0
399437.SZ,证券龙头,SZSE,深圳证券交易所,主题指数,20021231,1000,20141230,399437,0
399438.SZ,绿色电力,SZSE,深圳证券交易所,主题指数,20021231,1000,20141230,399438,0
399439.SZ,国证油气,SZSE,深圳证券交易所,主题指数,20021231,1000,20141230,399439,0
399440.SZ,国证钢铁,SZSE,深圳证券交易所,四级行业指数,20021231,1000,20141230,399440,0
399441.SZ,生物医药,SZSE,深圳证券交易所,主题指数,20091231,1000,20150120,399441,0
399550.SZ,央视50,SZSE,深圳证券交易所,主题指数,20100630,2563.07,20120606,399550,0
399551.SZ,央视创新,SZSE,深圳证券交易所,主题指数,20100630,2563.07,20130606,399551,0
399552.SZ,央视成长,SZSE,深圳证券交易所,主题指数,20100630,2563.07,20130606,399552,0
399553.SZ,央视回报,SZSE,深圳证券交易所,主题指数,20100630,2563.07,20130606,399553,0
399554.SZ,央视治理,SZSE,深圳证券交易所,主题指数,20100630,2563.07,20130606,399554,0
399555.SZ,央视责任,SZSE,深圳证券交易所,主题指数,20100630,2563.07,20130606,399555,0
399556.SZ,央视生态,SZSE,深圳证券交易所,主题指数,20100630,1000,20140606,399556,0
399557.SZ,央视文化,SZSE,深圳证券交易所,主题指数,20100630,1000,20140606,399557,0
399602.SZ,中小成长,SZSE,深圳证券交易所,风格指数,20100319,1000,20100524,399602,0
399604.SZ,中小价值,SZSE,深圳证券交易所,风格指数,20100319,1000,20100524,399604,0
399606.SZ,创业板R,SZSE,深圳证券交易所,规模指数,20100531,1000,20100601,399606,0
399608.SZ,科技100,SZSE,深圳证券交易所,主题指数,20070629,1000,20101018,399608,0
399610.SZ,TMT50,SZSE,深圳证券交易所,主题指数,20041231,1000,20101108,399610,0
399611.SZ,中创100R,SZSE,深圳证券交易所,规模指数,20070629,1000,20110228,399611,0
399612.SZ,中创100,SZSE,深圳证券交易所,规模指数,20070629,1000,20110228,399612,0
399613.SZ,深证能源,SZSE,深圳证券交易所,一级行业指数,20041231,1000,20110615,399613,0
399614.SZ,深证材料,SZSE,深圳证券交易所,一级行业指数,20041231,1000,20110615,399614,0
399615.SZ,深证工业,SZSE,深圳证券交易所,一级行业指数,20041231,1000,20110615,399615,0
399616.SZ,深证可选,SZSE,深圳证券交易所,一级行业指数,20041231,1000,20110615,399616,0
399617.SZ,深证消费,SZSE,深圳证券交易所,一级行业指数,20041231,1000,20110615,399617,0
399618.SZ,深证医药,SZSE,深圳证券交易所,一级行业指数,20041231,1000,20110615,399618,0
399619.SZ,深证金融,SZSE,深圳证券交易所,一级行业指数,20041231,1000,20110615,399619,0
399620.SZ,深证信息,SZSE,深圳证券交易所,一级行业指数,20041231,1000,20110615,399620,0
399621.SZ,深证电信,SZSE,深圳证券交易所,一级行业指数,20041231,1000,20110615,399621,0
399622.SZ,深证公用,SZSE,深圳证券交易所,一级行业指数,20041231,1000,20110615,399622,0
399623.SZ,中小基础,SZSE,深圳证券交易所,规模指数,20051230,1000,20110725,399623,0
399624.SZ,中创400,SZSE,深圳证券交易所,规模指数,20100630,1000,20110815,399624,0
399625.SZ,中创500,SZSE,深圳证券交易所,规模指数,20100630,1000,20110815,399625,0
399626.SZ,中创成长,SZSE,深圳证券交易所,风格指数,20100630,1000,20110815,399626,0
399627.SZ,中创价值,SZSE,深圳证券交易所,风格指数,20100630,1000,20110815,399627,0
399628.SZ,700成长,SZSE,深圳证券交易所,风格指数,20100630,1000,20110901,399628,0
399629.SZ,700价值,SZSE,深圳证券交易所,风格指数,20100630,1000,20110901,399629,0
399630.SZ,1000成长,SZSE,深圳证券交易所,风格指数,20100630,1000,20110901,399630,0
399631.SZ,1000价值,SZSE,深圳证券交易所,风格指数,20100630,1000,20110901,399631,0
399632.SZ,深100EW,SZSE,深圳证券交易所,策略指数,20021231,1000,20111028,399632,0
399633.SZ,深300EW,SZSE,深圳证券交易所,策略指数,20041231,1000,20111028,399633,0
