股票代码,股票名称,市场,更新时间,基本每股收益,扣除非经常性损益每股收益,每股未分配利润,每股净资产,每股资本公积金,净资产收益率,每股经营现金流量,货币资金,交易性金融资产,应收票据,应收账款,预付款项,其他应收款,应收关联公司款,应收利息,应收股利,存货,其中：消耗性生物资产,一年内到期的非流动资产,其他流动资产,流动资产合计,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,固定资产,在建工程,工程物资,固定资产清理,生产性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,交易性金融负债,应付票据,应付账款,预收款项,应付职工薪酬,应交税费,应付利息,应付股利,其他应付款,应付关联公司款,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,长期应付款,专项应付款,预计负债,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,实收资本（或股本）,资本公积,盈余公积,减：库存股,未分配利润,少数股东权益,外币报表折算价差,非正常经营项目收益调整,所有者权益（或股东权益）合计,负债和所有者（或股东权益）合计,其中：营业收入,其中：营业成本,营业税金及附加,销售费用,管理费用,勘探费用,财务费用,资产减值损失,加：公允价值变动净收益,投资收益,其中：对联营企业和合营企业的投资收益,影响营业利润的其他科目,三、营业利润,加：补贴收入,营业外收入,减：营业外支出,其中：非流动资产处置净损失,加：影响利润总额的其他科目,四、利润总额,减：所得税,加：影响净利润的其他科目,五、净利润,归属于母公司所有者的净利润,少数股东损益,销售商品、提供劳务收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产支付的现金,投资支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,吸收投资收到的现金,取得借款收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,四、汇率变动对现金的影响,四(2)、其他原因对现金的影响,五、现金及现金等价物净增加额,期初现金及现金等价物余额,期末现金及现金等价物余额,净利润,加：资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,经营活动产生的现金流量净额2,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减：现金的期初余额,加：现金等价物的期末余额,减：现金等价物的期初余额,现金及现金等价物净增加额,流动比率(非金融类指标),速动比率(非金融类指标),现金比率(%)(非金融类指标),利息保障倍数(非金融类指标),非流动负债比率(%)(非金融类指标),流动负债比率(%)(非金融类指标),现金到期债务比率(%)(非金融类指标),有形资产净值债务率(%),权益乘数(%),股东的权益/负债合计(%),有形资产/负债合计(%),经营活动产生的现金流量净额/负债合计(%)(非金融类指标),EBITDA/负债合计(%)(非金融类指标),应收帐款周转率(非金融类指标),存货周转率(非金融类指标),运营资金周转率(非金融类指标),总资产周转率(非金融类指标),固定资产周转率(非金融类指标),应收帐款周转天数(非金融类指标),存货周转天数(非金融类指标),流动资产周转率(非金融类指标),流动资产周转天数(非金融类指标),总资产周转天数(非金融类指标),股东权益周转率(非金融类指标),营业收入增长率(%),净利润增长率(%),净资产增长率(%),固定资产增长率(%),总资产增长率(%),投资收益增长率(%),营业利润增长率(%),扣非每股收益同比(%),扣非净利润同比(%),暂无,成本费用利润率(%),营业利润率(非金融类指标),营业税金率(非金融类指标),营业成本率(非金融类指标),投资收益率,销售净利率(%),总资产报酬率,净利润率(非金融类指标),销售毛利率(%)(非金融类指标),三费比重(非金融类指标),管理费用率(非金融类指标),财务费用率(非金融类指标),扣除非经常性损益后的净利润,息税前利润(EBIT),息税折旧摊销前利润(EBITDA),EBITDA/营业总收入(%)(非金融类指标),资产负债率(%),流动资产比率(非金融类指标),货币资金比率(非金融类指标),存货比率(非金融类指标),固定资产比率,负债结构比(非金融类指标),归属于母公司股东权益/全部投入资本(%),股东的权益/带息债务(%),有形资产/净债务(%),每股经营性现金流(元),营业收入现金含量(%)(非金融类指标),经营活动产生的现金流量净额/经营活动净收益(%),销售商品提供劳务收到的现金/营业收入(%),经营活动产生的现金流量净额/营业收入,资本支出/折旧和摊销,每股现金流量净额(元),经营净现金比率（短期债务）(非金融类指标),经营净现金比率（全部债务）,经营活动现金净流量与净利润比率,全部资产现金回收率,营业收入,营业利润,总股本,已上市流通A股,已上市流通B股,已上市流通H股,股东人数(户),第一大股东的持股数量,十大流通股东持股数量合计(股),十大股东持股数量合计(股),机构总量（家）,机构持股总量(股),QFII机构数,QFII持股量,券商机构数,券商持股量,保险机构数,保险持股量,基金机构数,基金持股量,社保机构数,社保持股量,私募机构数,私募持股量,财务公司机构数,财务公司持股量,年金机构数,年金持股量,十大流通股东中持有A股合计(股),第一大流通股东持股量(股),自由流通股(股),受限流通A股(股),一般风险准备(金融类),其他综合收益(利润表),综合收益总额(利润表),归属于母公司股东权益(资产负债表),银行机构数(家)(机构持股),银行持股量(股)(机构持股),一般法人机构数(家)(机构持股),一般法人持股量(股)(机构持股),近一年净利润(元),信托机构数(家)(机构持股),信托持股量(股)(机构持股),特殊法人机构数(家)(机构持股),特殊法人持股量(股)(机构持股),加权净资产收益率(每股指标),扣非每股收益(单季度财务指标),最近一年营业收入（万元）,国家队持股数量（万股),业绩预告-本期净利润同比增幅下限%,业绩预告-本期净利润同比增幅上限%,归母净利润（业绩快报）,扣非净利润（业绩快报）,总资产（业绩快报）,净资产（业绩快报）,每股收益（业绩快报）,摊薄净资产收益率（业绩快报）,加权净资产收益率（业绩快报）,每股净资产（业绩快报）,应付票据及应付账款(资产负债表),应收票据及应收账款(资产负债表),递延收益(资产负债表),其他综合收益(资产负债表),其他权益工具(资产负债表),其他收益(利润表),资产处置收益(利润表),持续经营净利润(利润表),终止经营净利润(利润表),研发费用(利润表),其中:利息费用(利润表-财务费用),其中:利息收入(利润表-财务费用),近一年经营活动现金流净额,近一年归母净利润（万元）,近一年扣非净利润（万元）,近一年现金净流量（万元）,基本每股收益（单季度）,营业总收入(单季度)(万元),业绩预告公告日期 ,财报公告日期,业绩快报公告日期,近一年投资活动现金流净额(万元),业绩预告-本期净利润下限(万元),业绩预告-本期净利润上限(万元),营业总收入TTM(万元),员工总数(人),每股企业自由现金流,每股股东自由现金流,专项储备(万元),结算备付金(万元),拆出资金(万元),发放贷款及垫款(万元)(流动资产科目),衍生金融资产(万元),应收保费(万元),应收分保账款(万元),应收分保合同准备金(万元),买入返售金融资产(万元),划分为持有待售的资产(万元),发放贷款及垫款(万元)(非流动资产科目),向中央银行借款(万元),吸收存款及同业存放(万元),拆入资金(万元),衍生金融负债(万元),卖出回购金融资产款(万元),应付手续费及佣金(万元),应付分保账款(万元),保险合同准备金(万元),代理买卖证券款(万元),代理承销证券款(万元),划分为持有待售的负债(万元),预计负债(万元),递延收益(万元)（流动负债科目）,其中:优先股(万元)(非流动负债科目),永续债(万元)(非流动负债科目),长期应付职工薪酬(万元),其中:优先股(万元)(所有者权益科目),永续债(万元)(所有者权益科目),债权投资(万元),其他债权投资(万元),其他权益工具投资(万元),其他非流动金融资产(万元),合同负债(万元),合同资产(万元),其他资产(万元),应收款项融资(万元),使用权资产(万元),租赁负债(万元),稀释每股收益(元),营业总收入(万元),汇兑收益(万元),其中:归属于母公司综合收益(万元),其中:归属于少数股东综合收益(万元),利息收入(万元),已赚保费(万元),手续费及佣金收入(万元),利息支出(万元),手续费及佣金支出(万元),退保金(万元),赔付支出净额(万元),提取保险合同准备金净额(万元),保单红利支出(万元),分保费用(万元),其中:非流动资产处置利得(万元),信用减值损失(万元),净敞口套期收益(万元),营业总成本(万元),信用减值损失(万元、2019格式),资产减值损失(万元、2019格式),加:其他原因对现金的影响2(万元)(现金的期末余额科目),客户存款和同业存放款项净增加额(万元),向中央银行借款净增加额(万元),向其他金融机构拆入资金净增加额(万元),收到原保险合同保费取得的现金(万元),收到再保险业务现金净额(万元),保户储金及投资款净增加额(万元),处置以公允价值计量且其变动计入当期损益的金融资产净增加额(万元),收取利息、手续费及佣金的现金(万元),拆入资金净增加额(万元),回购业务资金净增加额(万元),客户贷款及垫款净增加额(万元),存放中央银行和同业款项净增加额(万元),支付原保险合同赔付款项的现金(万元),支付利息、手续费及佣金的现金(万元),支付保单红利的现金(万元),其中:子公司吸收少数股东投资收到的现金(万元),其中:子公司支付给少数股东的股利、利润(万元),投资性房地产的折旧及摊销(万元)
1,平安银行,深市,20020331,0.09449999779462814,0,0.1203000023961067,1.958999991416931,0.807699978351593,4.826000213623047,0.0,7702330880.0,346636352.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,13800367104.0,0,105491552.0,0,1779464576.0,408257856.0,0.0,3567.0,0,0,43293184.0,0,0,343882176.0,0.0,0.0,0.0,110688550912,0.0,0,0.0,549407168.0,0.0,141788944.0,211888448.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,106876633088.0,1945822208,1571729408.0,60354064.0,0,234010592.0,0.0,0.0,0,3811916032.0,110688550912,715416064.0,489611040.0,63739960.0,0.0,317236832.0,0,0.0,108634256,0,118418536.0,0,3818417.0,225804992.0,0.0,605845.0,721158.0,0,0.0,225689680.0,41738536.0,0.0,183951136.0,183951136.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2835.9599609375,29.04000091552734,3.569999933242798,8.869999885559082,0.0,0.0,0.0,0.0,0.0,0.006000000052154064,0.4040000140666962,0,0,0.0,0,14518,0.1920000016689301,60.61000061035156,32.5,5.078999996185303,0.9190000295639038,-7.85699987411499,261.6640014648438,39.58000183105469,0,0,0,48.27999877929688,31.55999946594238,8.909000396728516,0.0,0.8650000095367432,25.70999908447266,0.1589999943971634,25.71199989318848,0.0,44.34299850463867,44.34299850463867,0.0,0,0.0,0.0,0,96.55999755859375,0.0,0.0,0.0,1.608000040054321,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715416064.0,225804992.0,1945822208,1409361920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3811916032,0,0,0,0,447483136.0,0,0,0,0,0,0,286745.46875,0,0,0,0,0,0,0,0,0,0,0,549407168.0,0.0,0,0,0,0,0,0,0,0,0,0,0,44748.30859375,0,0,0.0,71541.6015625,0,20422,0,0,0,0,286745.46875,0,0.0,0.0,0,0.0,661022.4375,0,0,0,0,0,188926.65625,0,0,60177.078125,8954762.0,1146054.875,0,228000.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171056.671875,0,0,0,0,71541.6015625,99.91999816894531,0,0,58147.7890625,0,1070.199951171875,49425.12109375,0,0,0,0,0,0,0,0,0,48961.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,万  科Ａ,深市,20020331,0.04839999973773956,0,0.05570000037550926,5.0,2.274899959564209,0.9679999947547913,0.0,540421568.0,0.0,0.0,444673312.0,97176112.0,154773360.0,0,0.0,0.0,4943459328.0,0,0.0,0.0,6180503552,0,0.0,0,80304512.0,0,274983968.0,33071186.0,0.0,0.0,0,0,0.0,0,0,29516130.0,0.0,0.0,417875808.0,6598379520,1500999936.0,0,0.0,584331648.0,742367104.0,15098226.0,80792800.0,0,126194392.0,177664736.0,0,0.0,0.0,3227448832.0,160000000.0,0.0,0.0,0.0,0,0.0,53865048.0,213865056.0,3441314048.0,630971968,1435412608.0,1053896576.0,0,35173132.0,1991148.625,-379897.28125,0,3155074304.0,6598379520,550349888.0,383431072.0,28306626.0,32939692.0,64582352.0,0,-667636.8125,0,0,-2320433.5,0,0.0,39437340.0,0.0,4822324.5,1730978.625,0,0.0,42528688.0,11973876.0,1181.359985351562,30555992.0,30555992.0,-1181.359985351562,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.914999961853027,0.382999986410141,16.7450008392334,0.0,6.215000152587891,93.78500366210938,0,109.140998840332,2.089999914169312,91.68000030517578,23.69000053405762,0.0,0.0,1.375,0.07900000363588333,0.1840000003576279,0.08399999886751175,1.953999996185303,65,1133,0.09000000357627869,1001,1070,0.1749999970197678,0.0,0.0,0.9919999837875366,-4.623000144958496,1.781000018119812,0.0,0.0,0,0,0,6.010000228881836,7.170000076293945,5.14300012588501,69.66999816894531,-2.854000091552734,5.550000190734863,0.4670000076293945,5.552000045776367,30.32999992370605,17.59900093078613,11.73499965667725,-0.1209999993443489,0,41861052.0,0.0,0,52.15000152587891,93.66699981689453,8.744000434875488,79.98500061035156,4.166999816894531,1509.10498046875,62.22999954223633,164.8899993896484,59.38999938964844,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550349888.0,39437340.0,630971968,398711872,121755136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3153083136,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,584331648.0,444673312.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.04839999973773956,0.0,0,20331,0,0,0,0,0.0,0,0.1500000059604645,0.1500000059604645,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,*ST国华,深市,20020331,-0.03550000116229057,0,0.00800000037997961,1.100000023841858,0.001099999994039536,-3.217000007629395,0.0,20924126.0,39836592.0,0.0,18940718.0,19733672.0,17964842.0,0,0.0,0.0,25041688.0,0,0.0,0.0,142441632,0,0.0,0,26583758.0,0,46939192.0,1622825.0,0.0,0.0,0,0,2311826.5,0,0,279603.59375,0.0,0.0,77737208.0,220178848,56950000.0,0,0.0,13688099.0,2873188.25,808660.125,313784.71875,0,4198834.0,15399298.0,0,0.0,0.0,94231864.0,8000000.0,0.0,0.0,0.0,0,0.0,0.0,8000000.0,102231864.0,83976688,95374.5,8110042.5,0,671739.75,25093140.0,0.0,0,92853840.0,220178848,18937448.0,7190302.0,176548.765625,3125677.5,5868383.0,0,792025.1875,0,0,-3585746.5,0,0.0,-1801235.875,20341.890625,3736.489990234375,196.4400024414062,0,0.0,-1777353.875,0.0,-1210068.0,-2987422.0,-2987422.0,1210068.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.51199996471405,1.246000051498413,22.20499992370605,-1.240000009536743,7.824999809265137,92.17500305175781,0,156.2010040283203,2.369999885559082,90.83000183105469,66.37999725341797,0.0,0.0,1.009999990463257,0.3449999988079071,0.382999986410141,0.0860000029206276,0.4020000100135803,89,261,0.1319999992847443,683,1051,0.2709999978542328,0.0,0.0,-5.833000183105469,-0.5120000243186951,-0.8240000009536743,0.0,0.0,0,0,0,-17.42000007629395,-9.510000228881836,0.9319999814033508,37.96900177001953,-5.256999969482422,-15.77999973297119,-1.35099995136261,-15.77499961853027,62.02999877929688,51.67599868774414,30.98800086975098,4.182000160217285,0,-985328.6875,0.0,0,46.43000030517578,64.69400024414062,14.6899995803833,17.57999992370605,21.31900024414062,1177.89794921875,48.02000045776367,126.5899963378906,129.4499969482422,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18937448.0,-1801235.875,83976688,41657228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67760704,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13688099.0,18940718.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-0.03550000116229057,0.0,20425,20331,0,0,0,0,0.0,0,0.01999999955296516,0.01999999955296516,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,深振业Ａ,深市,20020331,0.01970000006258488,0,0.0,4.710000038146973,0.0,0.4180000126361847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,3453981184,0,0.0,0,0.0,0,233409104.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,896671872.0,4350652928,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2544249856.0,0.0,0.0,0.0,0.0,0,0.0,0.0,464196512.0,3008446208.0,0,0.0,0.0,0,0.0,146191296.0,0.0,0,1196015488.0,4350652928,461420416.0,0.0,0.0,52039400.0,0.0,0,0.0,0,0,-1280900.0,0,0.0,-1280900.0,0.0,-10748000.0,0.0,0,0.0,0.0,2060000.0,0.0,5011000.0,5011000.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.358000040054321,1.358000040054321,0.0,0.0,15.43000030517578,84.56999969482422,0,286.5669860839844,3.640000104904175,39.7599983215332,7.760000228881836,0.0,0.0,1.095000028610229,0.0,0.5249999761581421,0.1080000028014183,2.164999961853027,82,0,0.136000007390976,662,836,0.4399999976158142,0.0,0.0,0.09099999815225601,20.99300003051758,3.121999979019165,0.0,0.0,0,0,0,9.630000114440918,-0.2800000011920929,0.0,0.0,-0.972000002861023,1.090000033378601,0.1169999986886978,1.085999965667725,100.0,11.27799987792969,0.0,0.0,0,0.0,0.0,0,69.1500015258789,79.38999938964844,0.0,0.0,5.364999771118164,548.0980224609375,29.20999908447266,47.0099983215332,9.170000076293945,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461420416.0,-1280900.0,253591632,157730192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049824192,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.01970000006258488,0.0,0,20331,0,0,0,0,0.0,0,-0.239999994635582,-0.239999994635582,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,全新好,深市,20020331,0.03200000151991844,0,-1.590800046920776,1.049999952316284,1.241999983787537,3.04800009727478,0.0,104629000.0,0.0,0.0,29650022.0,60050392.0,167728128.0,0,0.0,0.0,369189856.0,0,0.0,0.0,731247424,0,0.0,0,9732075.0,0,178686016.0,195614288.0,0.0,0.0,0,0,12908659.0,0,0,3055569.75,0.0,0.0,399996608.0,1131244032,372941792.0,0,18601498.0,145220896.0,186544512.0,854743.875,28752532.0,0,0.0,156987472.0,0,3000000.0,14925372.0,927828800.0,0.0,0.0,1195000.0,0.0,0,0.0,0.0,1195000.0,929023808.0,143593664,178349792.0,57308104.0,0,-228432240.0,51400860.0,0.0,0,150819312.0,1131244032,57005736.0,30301358.0,2803915.5,4190911.0,7460189.0,0,5443113.0,0,0,0.0,0,0.0,6806251.5,0.0,23899.5,1711223.375,0,0.0,5118927.5,949365.875,428144.71875,4597706.5,4597706.5,-428144.71875,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.7879999876022339,0.3899999856948853,11.27700042724609,1.940000057220459,0.1289999932050705,99.87100219726562,0,1073.89404296875,7.5,16.22999954223633,30.5,0.0,0.0,1.935999989509583,0.07900000363588333,0.0,0.05099999904632568,0.3170000016689301,46,1138,0.07999999821186066,1128,1763,0.5580000281333923,0.0,163.9199981689453,-5.172999858856201,-1.034000039100647,2.638000011444092,0.0,189.2200012207031,0,0,0,9.15999984741211,11.9399995803833,4.919000148773193,53.15499877929688,0.0,8.069999694824219,0.4120000004768372,8.0649995803833,46.84999847412109,29.98699951171875,13.08699989318848,9.54800033569336,0,10562041.0,0.0,0,82.12000274658203,64.64099884033203,14.30799961090088,50.48799896240234,15.79599952697754,77642.578125,20.1299991607666,38.22999954223633,97.72000122070312,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57005736.0,6806251.5,143593664,79560960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99418456,0,0,0,0,27127300.0,0,0,0,0,0,0,40025.34375,0,0,0,0,0,0,0,0,0,0,0,163822384.0,29650022.0,0,0,0,0,0,0,0,0,0,0,0,2712.72998046875,0,0,0.03200000151991844,0.0,20425,20331,0,0,0,0,0.0,0,-0.07000000029802322,-0.07000000029802322,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,神州高铁,深市,20020331,-0.02439999952912331,0,0.0,-0.6899999976158142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,29045756,0,0.0,0,0.0,0,60228816.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,76168528.0,105214288,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,142124784.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,142124784.0,0,0.0,0.0,0,0.0,14241666.0,0.0,0,-51152160.0,105214288,1698079.375,0.0,0.0,3259516.5,0.0,0,0.0,0,0,52080.0,0,0.0,52080.0,0.0,-38760.0,0.0,0,0.0,0.0,0.0,0.0,-1799367.625,-1799367.625,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.2039999961853027,0.2039999961853027,0.0,0.0,0.0,100.0,0,-217.3370056152344,-2.059999942779541,-35.9900016784668,42.38000106811523,0.0,0.0,5.49399995803833,0.0,0.0,0.01600000075995922,0.02800000086426735,16,0,0.05700000002980232,1586,5640,0.0,0.0,0.0,-3.691999912261963,-1.021000027656555,-2.21399998664856,0.0,0.0,0,0,0,-55.20000076293945,3.069999933242798,0.0,0.0,1.674000024795532,-105.9599990844727,-1.690999984741211,-105.9649963378906,100.0,191.9530029296875,0.0,0.0,0,0.0,0.0,0,135.0800018310547,27.60600090026855,0.0,0.0,57.24399948120117,0.0,-85.22000122070312,-35.9900016784668,42.38000106811523,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698079.375,52080.0,73653208,35290572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65393824,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-0.02439999952912331,0.0,20429,20331,0,0,0,0,0.0,0,0.01999999955296516,0.01999999955296516,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
