股票代码,F-Score,momentum,group1,group2,股票名称,所属行业,仓位
600608,8.0,-0.680278975864917,3,1,*ST沪科,商贸代理,10%
002123,8.0,-0.46079223928860147,3,1,梦网科技,互联网,10%
002607,8.0,-0.42986741102581993,3,1,中公教育,文教休闲,10%
000632,8.0,-0.3996185026227944,3,1,三木集团,综合类,10%
002277,8.0,-0.38390966831333806,3,1,友阿股份,百货,10%
000995,8.0,-0.38130774697938874,3,1,皇台酒业,白酒,10%
002476,8.0,-0.3544651021030174,3,1,宝莫股份,化工原料,10%
605069,8.0,-0.32045779685264664,3,1,正和生态,环境保护,10%
603139,8.0,-0.3174303259329241,3,1,康惠股份,中成药,10%
002682,8.0,-0.3146487294469358,3,1,龙洲股份,仓储物流,10%
605122,8.0,-0.29764453961456117,3,1,四方新材,水泥,0
603708,8.0,-0.2948625180897251,3,1,家家悦,超市连锁,0
603955,8.0,-0.28047619047619055,3,1,大千生态,建筑工程,0
002259,8.0,-0.2690187431091511,3,1,升达林业,供气供热,0
002197,7.0,-0.6528293135435992,3,1,ST证通,IT设备,0
603828,7.0,-0.5643507972665147,3,1,ST柯利达,装修装饰,0
600520,7.0,-0.463000678886626,3,1,三佳科技,半导体,0
000757,7.0,-0.4458181818181818,3,1,浩物股份,汽车服务,0
601929,7.0,-0.43157894736842106,3,1,吉视传媒,影视音像,0
603359,7.0,-0.4228305183459523,3,1,东珠生态,建筑工程,0
002316,7.0,-0.40959767329132335,3,1,亚联发展,软件服务,0
600280,7.0,-0.40151368135066956,3,1,中央商场,百货,0
603517,7.0,-0.3830845771144279,3,1,ST绝味,食品,0
002702,7.0,-0.3803937997486385,3,1,海欣食品,食品,0
002633,7.0,-0.37852429514097186,3,1,申科股份,机械基件,0
002596,7.0,-0.3731448763250884,3,1,海南瑞泽,水泥,0
000670,7.0,-0.370930581989382,3,1,盈方微,元器件,0
002426,7.0,-0.3591160220994476,3,1,胜利精密,元器件,0
605567,7.0,-0.35404624277456653,3,1,春雪食品,食品,0
002866,7.0,-0.3538928210313449,3,1,传艺科技,IT设备,0
603728,7.0,-0.3440212396609824,3,1,鸣志电器,电气设备,0
002551,7.0,-0.34273549760510913,3,1,尚荣医疗,医疗保健,0
001331,7.0,-0.335510484702647,3,1,胜通能源,供气供热,0
002427,7.0,-0.3350041771094403,3,1,尤夫股份,化纤,0
600186,7.0,-0.33106796116504844,3,1,莲花控股,食品,0
002355,7.0,-0.32137518684603894,3,1,兴民智通,汽车配件,0
000931,7.0,-0.315946348733234,3,1,中关村,化学制药,0
600590,7.0,-0.31217116801122424,3,1,泰豪科技,通信设备,0
000525,7.0,-0.3060088308696488,3,1,红太阳,农药化肥,0
002905,7.0,-0.30598851517637393,3,1,金逸影视,影视音像,0
002405,7.0,-0.30472541507024264,3,1,四维图新,软件服务,0
002330,7.0,-0.3012820512820512,3,1,得利斯,食品,0
000566,7.0,-0.29630573248407643,3,1,海南海药,化学制药,0
000695,7.0,-0.2925170068027211,3,1,滨海能源,化工原料,0
002413,7.0,-0.29142663503896993,3,1,雷科防务,通信设备,0
002864,7.0,-0.2909090909090909,3,1,盘龙药业,中成药,0
002695,7.0,-0.2902025630425795,3,1,煌上煌,食品,0
002363,7.0,-0.28705281090289614,3,1,隆基机械,汽车配件,0
002248,7.0,-0.2824601366742596,3,1,华东数控,机床制造,0
600152,7.0,-0.282420749279539,3,1,维科技术,电气设备,0
603843,7.0,-0.27472527472527475,3,1,*ST正平,建筑工程,0
002015,7.0,-0.27023255813953495,3,1,协鑫能科,新型电力,0
002474,7.0,-0.2663906142167012,3,1,榕基软件,软件服务,0
002137,7.0,-0.2660433489162771,3,1,实益达,元器件,0
002084,7.0,-0.2656137832017229,3,1,海鸥住工,家居用品,0
000609,6.0,-0.8197253433208489,3,1,ST中迪,区域地产,0
002528,6.0,-0.671106941838649,3,1,ST英飞拓,IT设备,0
603023,6.0,-0.6637971149371801,3,1,威帝股份,汽车配件,0
600165,6.0,-0.6610475617098134,3,1,*ST宁科,化工原料,0
600076,6.0,-0.6548507462686568,3,1,康欣新材,广告包装,0
002141,6.0,-0.6430781129156999,3,1,贤丰控股,农业综合,0
000659,6.0,-0.5262291709524789,3,1,珠海中富,广告包装,0
603286,6.0,-0.49524358604785235,3,1,日盈电子,汽车配件,0
603259,6.0,-0.47770253323300726,3,1,药明康德,化学制药,0
000056,6.0,-0.4696132596685083,3,1,皇庭国际,其他商业,0
002729,6.0,-0.46958431902669817,3,1,好利科技,元器件,0
603595,6.0,-0.4636899535933777,3,1,ST东尼,元器件,0
002650,6.0,-0.46354609929078017,3,1,ST加加,食品,0
002235,6.0,-0.44400527009222657,3,1,安妮股份,造纸,0
600172,6.0,-0.43803818794459004,3,1,黄河旋风,矿物制品,0
600800,6.0,-0.4379471228615863,3,1,渤海化学,化工原料,0
603569,6.0,-0.43468858131487886,3,1,长久物流,公路,0
000608,6.0,-0.4292610471593019,3,1,*ST阳光,区域地产,0
603716,6.0,-0.4275829157718921,3,1,塞力医疗,医药商业,0
002856,6.0,-0.4237095859330686,3,1,美芝股份,装修装饰,0
000518,6.0,-0.4236157438292194,3,1,*ST四环,生物制药,0
603559,6.0,-0.42133537989255565,3,1,ST通脉,通信设备,0
603429,6.0,-0.41834916864608074,3,1,集友股份,广告包装,0
600770,6.0,-0.4050279329608939,3,1,综艺股份,综合类,0
605188,6.0,-0.3984641638225257,3,1,国光连锁,超市连锁,0
001223,6.0,-0.3963351559036501,3,1,欧克科技,专用机械,0
603887,6.0,-0.3939393939393939,3,1,城地香江,软件服务,0
002495,6.0,-0.39323467230443976,3,1,佳隆股份,食品,0
600698,6.0,-0.39238410596026496,3,1,湖南天雁,汽车配件,0
600539,6.0,-0.39136302294197034,3,1,狮头股份,互联网,0
603538,6.0,-0.3867741039177549,3,1,美诺华,化学制药,0
000586,6.0,-0.38601036269430056,3,1,汇源通信,通信设备,0
001319,6.0,-0.38479571332886797,3,1,铭科精技,汽车配件,0
002647,6.0,-0.37847866419294984,3,1,*ST仁东,多元金融,0
002865,6.0,-0.37815126050420167,3,1,钧达股份,电气设备,0
002387,6.0,-0.3716181725370087,3,1,维信诺,元器件,0
603266,6.0,-0.3670801206838753,3,1,天龙股份,汽车配件,0
603335,6.0,-0.36099919419822724,3,1,迪生力,汽车配件,0
600227,6.0,-0.36081632653061224,3,1,赤天化,农药化肥,0
002591,6.0,-0.36068304872969603,3,1,恒大高新,环境保护,0
603978,6.0,-0.3604343997651893,3,1,深圳新星,小金属,0
603768,6.0,-0.3597589244320816,3,1,常青股份,汽车配件,0
603305,6.0,-0.3577783120942535,3,1,旭升集团,汽车配件,0
002910,6.0,-0.35319516407599305,3,1,庄园牧场,乳制品,0
002354,6.0,-0.3525798525798527,3,1,天娱数科,互联网,0
600491,6.0,-0.350595546349042,3,1,龙元建设,建筑工程,0
002374,6.0,-0.35014118596208144,3,1,中锐股份,广告包装,0
600778,6.0,-0.3474445018069179,3,1,友好集团,百货,0
600735,6.0,-0.34590710803181934,3,1,ST新华锦,服饰,0
002370,6.0,-0.3432417274256869,3,1,亚太药业,化学制药,0
002369,6.0,-0.33661971830985915,3,1,卓翼科技,通信设备,0
001336,6.0,-0.3322270162628609,3,1,楚环科技,专用机械,0
600960,6.0,-0.33127317676143386,3,1,渤海汽车,汽车配件,0
000639,6.0,-0.32839506172839505,3,1,西王食品,食品,0
000815,6.0,-0.3264887063655031,3,1,美利云,通信设备,0
002762,6.0,-0.3245734457736812,3,1,*ST金比,服饰,0
000661,6.0,-0.32254916348693863,3,1,长春高新,生物制药,0
600199,6.0,-0.318802708160114,3,1,金种子酒,白酒,0
002520,6.0,-0.3169389204545455,3,1,日发精机,机床制造,0
002192,6.0,-0.3154635184826785,3,1,融捷股份,小金属,0
603306,6.0,-0.31390831390831386,3,1,华懋科技,汽车配件,0
603936,6.0,-0.31196772747646795,3,1,博敏电子,元器件,0
000633,6.0,-0.3116730865851616,3,1,合金投资,小金属,0
603712,6.0,-0.30901561006690026,3,1,七一二,通信设备,0
600281,6.0,-0.3085585585585586,3,1,华阳新材,小金属,0
600822,6.0,-0.3045930701047542,3,1,上海物贸,汽车服务,0
600081,6.0,-0.3036532003663376,3,1,东风科技,汽车配件,0
601279,6.0,-0.30014224751066865,3,1,英利汽车,汽车配件,0
600965,6.0,-0.2997323818019626,3,1,福成股份,农业综合,0
002494,6.0,-0.2983425414364641,3,1,华斯股份,服饰,0
603211,6.0,-0.2965009208103131,3,1,晋拓股份,汽车配件,0
002810,6.0,-0.29593147751605997,3,1,山东赫达,化工原料,0
