股票代码,F-Score,momentum,group1,group2,股票名称,所属行业,仓位
002962,9.0,-0.3870402802101577,3,1,五方光电,元器件,10%
002250,9.0,-0.23470434988552935,3,1,联化科技,化工原料,10%
000957,9.0,-0.23105813193990854,3,1,中通客车,汽车整车,10%
600188,9.0,-0.21548231687287844,3,1,兖矿能源,煤炭开采,10%
601001,9.0,-0.21151716500553708,3,1,晋控煤业,煤炭开采,10%
002418,9.0,-0.19209604802401203,3,1,康盛股份,家用电器,10%
002543,9.0,-0.15091958168049036,3,1,万和电气,家用电器,10%
601689,9.0,-0.1497687960267169,3,1,拓普集团,汽车配件,10%
603527,9.0,-0.1454289732770745,3,1,众源新材,铜,10%
603109,9.0,-0.13979665940450248,3,1,神驰机电,电气设备,10%
002472,9.0,-0.13531484806170624,3,1,双环传动,汽车配件,0
603219,9.0,-0.13129411764705878,3,1,富佳股份,家用电器,0
601866,9.0,-0.11009174311926606,3,1,中远海发,水运,0
603129,9.0,-0.10772775390746625,3,1,春风动力,摩托车,0
603706,9.0,-0.09867374005305052,3,1,东方环宇,供气供热,0
603619,9.0,-0.08344923504867874,3,1,中曼石油,石油开采,0
605080,9.0,-0.08321191516917603,3,1,浙江自然,文教休闲,0
600795,9.0,-0.07954672659795226,3,1,国电电力,火力发电,0
600251,9.0,-0.07442467765627558,3,1,冠农股份,农业综合,0
000958,9.0,-0.06792452830188678,3,1,电投产融,多元金融,0
600796,9.0,-0.06668331668331673,3,1,钱江生化,环境保护,0
603169,9.0,-0.06480721903199338,3,1,兰石重装,专用机械,0
600172,8.0,-0.39766081871345027,3,1,黄河旋风,矿物制品,0
002241,8.0,-0.3262398607099921,3,1,歌尔股份,元器件,0
000546,8.0,-0.3103870651641353,3,1,金圆股份,环境保护,0
603876,8.0,-0.24612676056338023,3,1,鼎胜新材,铝,0
603127,8.0,-0.243957811095871,3,1,昭衍新药,医疗保健,0
002120,8.0,-0.22937373347486245,3,1,韵达股份,仓储物流,0
002148,8.0,-0.21915020945541597,3,1,北纬科技,互联网,0
002469,8.0,-0.2188533627342889,3,1,三维化学,化工原料,0
603315,8.0,-0.21705426356589141,3,1,福鞍股份,环境保护,0
603399,8.0,-0.21087928464977646,3,1,永杉锂业,小金属,0
603665,8.0,-0.20935474781628638,3,1,康隆达,服饰,0
002100,8.0,-0.2085903247380545,3,1,天康生物,饲料,0
603959,8.0,-0.2006627393225331,3,1,百利科技,建筑工程,0
601388,8.0,-0.19908561928512047,3,1,怡球资源,铝,0
600052,8.0,-0.19441460794844256,3,1,东望时代,供气供热,0
000504,8.0,-0.1924626688788812,3,1,*ST生物,医疗保健,0
603139,8.0,-0.17983539094650214,3,1,康惠股份,中成药,0
601702,8.0,-0.17391304347826086,3,1,华峰铝业,铝,0
002897,8.0,-0.16468885672937783,3,1,意华股份,元器件,0
603938,8.0,-0.15523737754333078,3,1,三孚股份,化工原料,0
603908,8.0,-0.15490716180371344,3,1,牧高笛,纺织,0
603800,8.0,-0.1501841136244082,3,1,洪田股份,专用机械,0
603681,8.0,-0.14315424610051997,3,1,永冠新材,化工原料,0
600773,8.0,-0.14064953828758076,3,1,西藏城投,区域地产,0
002886,8.0,-0.13563501849568438,3,1,沃特股份,塑料,0
002549,8.0,-0.13307538174531885,3,1,凯美特气,环境保护,0
002884,8.0,-0.1325324931075227,3,1,凌霄泵业,机械基件,0
001289,8.0,-0.13233223838573438,3,1,龙源电力,新型电力,0
001228,8.0,-0.1291822955738936,3,1,永泰运,仓储物流,0
600348,8.0,-0.12880886426592797,3,1,华阳股份,煤炭开采,0
600734,8.0,-0.12782287822878224,3,1,实达集团,软件服务,0
600887,8.0,-0.12699140209427573,3,1,伊利股份,乳制品,0
600744,8.0,-0.11886792452830197,3,1,华银电力,火力发电,0
600746,8.0,-0.11530596193172882,3,1,江苏索普,化工原料,0
603818,8.0,-0.10902696365767872,3,1,曲美家居,家居用品,0
000875,8.0,-0.10734463276836148,3,1,吉电股份,火力发电,0
600395,8.0,-0.10734132787364725,3,1,盘江股份,煤炭开采,0
603970,8.0,-0.10615014226307717,3,1,中农立华,农药化肥,0
000408,8.0,-0.10471307434431087,3,1,藏格矿业,农药化肥,0
605169,8.0,-0.10283097418817644,3,1,洪通燃气,供气供热,0
002129,8.0,-0.09205523313988395,3,1,TCL中环,电气设备,0
601599,8.0,-0.09113924050632916,3,1,浙文影业,纺织,0
002434,8.0,-0.08976312508657713,3,1,万里扬,汽车配件,0
002069,8.0,-0.08813747228381374,3,1,獐子岛,渔业,0
600900,8.0,-0.08757312533238781,3,1,长江电力,水力发电,0
000767,8.0,-0.08728480821504081,3,1,晋控电力,火力发电,0
600141,8.0,-0.08574204517852813,3,1,兴发集团,农药化肥,0
603115,8.0,-0.08495255309534566,3,1,海星股份,铝,0
601918,8.0,-0.08470290771175726,3,1,新集能源,煤炭开采,0
600905,8.0,-0.08279220779220775,3,1,三峡能源,新型电力,0
603299,8.0,-0.08095238095238089,3,1,苏盐井神,食品,0
603181,8.0,-0.08081218274111668,3,1,皇马科技,化工原料,0
600769,8.0,-0.07814710042432815,3,1,祥龙电业,水务,0
002249,8.0,-0.07793889176592439,3,1,大洋电机,电气设备,0
002277,8.0,-0.07761529808773904,3,1,友阿股份,百货,0
002040,8.0,-0.07479224376731308,3,1,南京港,港口,0
600096,8.0,-0.0739732244157022,3,1,云天化,农药化肥,0
000733,8.0,-0.0731203007518797,3,1,振华科技,元器件,0
000543,8.0,-0.07200866269626416,3,1,皖能电力,火力发电,0
002011,8.0,-0.07160048134777386,3,1,盾安环境,家用电器,0
600575,8.0,-0.07152994606869134,3,1,淮河能源,火力发电,0
002096,8.0,-0.07091882247992864,3,1,易普力,化工原料,0
002484,8.0,-0.07010234580201069,3,1,江海股份,元器件,0
000731,8.0,-0.06986608999417787,3,1,四川美丰,农药化肥,0
601666,8.0,-0.06798866855524077,3,1,平煤股份,煤炭开采,0
002021,8.0,-0.0658189977561705,3,1,中捷资源,纺织机械,0
000822,8.0,-0.06506447831184048,3,1,山东海化,化工原料,0
001213,8.0,-0.06485355648535573,3,1,中铁特货,铁路,0
600405,8.0,-0.06337834114081009,3,1,动力源,电气设备,0
601869,8.0,-0.06265236470014623,3,1,长飞光纤,通信设备,0
600777,8.0,-0.05989328106283354,3,1,*ST新潮,石油开采,0
603836,8.0,-0.059645351961311044,3,1,海程邦达,仓储物流,0
603355,8.0,-0.059109614665170285,3,1,莱克电气,家用电器,0
000768,8.0,-0.05796511923526704,3,1,中航西飞,航空,0
002916,8.0,-0.0572390572390572,3,1,深南电路,元器件,0
002004,8.0,-0.05528873003462531,3,1,华邦健康,农药化肥,0
001258,7.0,-0.29907120743034044,3,1,立新能源,新型电力,0
600884,7.0,-0.2770322319075613,3,1,杉杉股份,电气设备,0
603568,7.0,-0.22177910712307514,3,1,伟明环保,环境保护,0
003043,7.0,-0.2194447933676673,3,1,华亚智能,半导体,0
603236,7.0,-0.2139542591978787,3,1,移远通信,通信设备,0
002840,7.0,-0.20890852199521448,3,1,华统股份,食品,0
000810,7.0,-0.20557119285644965,3,1,创维数字,家用电器,0
002409,7.0,-0.20430559201890264,3,1,雅克科技,半导体,0
600163,7.0,-0.20302760463045422,3,1,中闽能源,新型电力,0
001227,7.0,-0.19256017505470469,3,1,兰州银行,银行,0
002993,7.0,-0.19019541778975735,3,1,奥海科技,元器件,0
603613,7.0,-0.18419661733615222,3,1,国联股份,互联网,0
000902,7.0,-0.1784386617100372,3,1,新洋丰,农药化肥,0
600078,7.0,-0.175965300221126,3,1,澄星股份,化工原料,0
600992,7.0,-0.1707399864222675,3,1,贵绳股份,钢加工,0
003022,7.0,-0.16730945821854915,3,1,联泓新科,化工原料,0
605555,7.0,-0.1656712542196831,3,1,德昌股份,家用电器,0
600935,7.0,-0.1636690647482013,3,1,华塑股份,化工原料,0
002556,7.0,-0.1618083435154477,3,1,辉隆股份,农药化肥,0
605358,7.0,-0.1611726220432813,3,1,立昂微,半导体,0
603077,7.0,-0.16080895346554092,3,1,和邦生物,化工原料,0
002983,7.0,-0.15623987034035658,3,1,芯瑞达,元器件,0
002386,7.0,-0.1520715630885121,3,1,天原股份,化工原料,0
600196,7.0,-0.1513979951772655,3,1,复星医药,化学制药,0
002714,7.0,-0.14996771053214975,3,1,牧原股份,农业综合,0
002507,7.0,-0.14965478634073526,3,1,涪陵榨菜,食品,0
002567,7.0,-0.14641876188463976,3,1,唐人神,饲料,0
600256,7.0,-0.1457726567316482,3,1,广汇能源,石油开采,0
600179,7.0,-0.14358974358974363,3,1,安通控股,水运,0
000852,7.0,-0.13684210526315777,3,1,石化机械,化工机械,0
002001,7.0,-0.1343339587242025,3,1,新和成,化学制药,0
601156,7.0,-0.13111230521225137,3,1,东航物流,仓储物流,0
600299,7.0,-0.12974296205630365,3,1,安迪苏,饲料,0
605198,7.0,-0.12733305682289509,3,1,安德利,软饮料,0
600711,7.0,-0.12454109008754577,3,1,盛屯矿业,小金属,0
000670,7.0,-0.12350171232876717,3,1,盈方微,元器件,0
600956,7.0,-0.11749788672865602,3,1,新天绿能,供气供热,0
601218,7.0,-0.11733800350262691,3,1,吉鑫科技,电气设备,0
600032,7.0,-0.11610486891385763,3,1,浙江新能,新型电力,0
002006,7.0,-0.11569195136074106,3,1,精工科技,专用机械,0
000993,7.0,-0.11388235294117655,3,1,闽东电力,水力发电,0
000688,7.0,-0.11348670839769126,3,1,国城矿业,铅锌,0
002448,7.0,-0.1122448979591838,3,1,中原内配,汽车配件,0
600955,7.0,-0.10893648449039883,3,1,维远股份,化工原料,0
002468,7.0,-0.1057954103461689,3,1,申通快递,仓储物流,0
603070,7.0,-0.10242972844211529,3,1,万控智造,电气设备,0
605117,7.0,-0.10030359870825523,3,1,德业股份,电气设备,0
601399,7.0,-0.10027855153203336,3,1,国机重装,工程机械,0
002407,7.0,-0.09770482809070957,3,1,多氟多,化工原料,0
002539,7.0,-0.09728363866077072,3,1,云图控股,农药化肥,0
600063,7.0,-0.09597407453570983,3,1,皖维高新,化纤,0
603067,7.0,-0.09567809239940384,3,1,振华股份,化工原料,0
