股票代码,F-Score,momentum,group1,group2,股票名称,所属行业,仓位
605080,9.0,-0.29638916750250743,3,1,浙江自然,文教休闲,10%
600665,9.0,-0.21955128205128205,3,1,天地源,全国地产,10%
002602,9.0,-0.21504907306434018,3,1,世纪华通,互联网,10%
600162,9.0,-0.20168954593453015,3,1,香江控股,全国地产,10%
002643,9.0,-0.19392230576441105,3,1,万润股份,化工原料,10%
600708,9.0,-0.1865533801256003,3,1,光明地产,全国地产,10%
000681,9.0,-0.18532476169363776,3,1,视觉中国,互联网,10%
002870,9.0,-0.14420157862780802,3,1,香山股份,汽车配件,10%
605138,9.0,-0.1428571428571428,3,1,盛泰集团,服饰,10%
600638,9.0,-0.13536121673003798,3,1,新黄浦,区域地产,10%
601866,9.0,-0.1288343558282209,3,1,中远海发,水运,0
603706,9.0,-0.1282894736842104,3,1,东方环宇,供气供热,0
600448,9.0,-0.11679790026246717,3,1,华纺股份,纺织,0
002925,9.0,-0.10085337470907674,3,1,盈趣科技,元器件,0
600251,9.0,-0.08641323477648721,3,1,冠农股份,农业综合,0
600172,8.0,-0.47968996698722555,3,1,黄河旋风,矿物制品,0
000965,8.0,-0.3890339425587467,3,1,天保基建,区域地产,0
603818,8.0,-0.37235116044399597,3,1,曲美家居,家居用品,0
002241,8.0,-0.36712438375964696,3,1,歌尔股份,元器件,0
000514,8.0,-0.364685908319185,3,1,渝开发,区域地产,0
001317,8.0,-0.36128190795602755,3,1,三羊马,铁路,0
000799,8.0,-0.31119890072140166,3,1,酒鬼酒,白酒,0
603399,8.0,-0.3040380047505937,3,1,永杉锂业,小金属,0
000737,8.0,-0.2970238095238096,3,1,北方铜业,铜,0
000715,8.0,-0.29670329670329676,3,1,中兴商业,百货,0
000877,8.0,-0.2914118954974986,3,1,天山股份,水泥,0
600887,8.0,-0.2830619153817767,3,1,伊利股份,乳制品,0
603833,8.0,-0.27823855838653866,3,1,欧派家居,家居用品,0
600132,8.0,-0.27486591702728436,3,1,重庆啤酒,啤酒,0
000630,8.0,-0.25763135946622184,3,1,铜陵有色,铜,0
600782,8.0,-0.2502001601281024,3,1,新钢股份,普钢,0
002572,8.0,-0.24830508474576285,3,1,索菲亚,家居用品,0
600436,8.0,-0.24828638989493845,3,1,片仔癀,中成药,0
605337,8.0,-0.2432249322493225,3,1,李子园,乳制品,0
601899,8.0,-0.24113475177304955,3,1,紫金矿业,铜,0
000830,8.0,-0.24098308330673468,3,1,鲁西化工,化工原料,0
000707,8.0,-0.23970158936101194,3,1,双环科技,化工原料,0
603456,8.0,-0.23730575934376996,3,1,九洲药业,医疗保健,0
000333,8.0,-0.23114335508450534,3,1,美的集团,家用电器,0
000932,8.0,-0.22516556291390732,3,1,华菱钢铁,普钢,0
600111,8.0,-0.21819317945125072,3,1,北方稀土,小金属,0
600295,8.0,-0.21753502282386272,3,1,鄂尔多斯,特种钢,0
002032,8.0,-0.20916905444126077,3,1,苏泊尔,家用电器,0
000031,8.0,-0.2034039020340389,3,1,大悦城,全国地产,0
002916,8.0,-0.19796985168976433,3,1,深南电路,元器件,0
603518,8.0,-0.19237288135593233,3,1,锦泓集团,服饰,0
603127,8.0,-0.19037216197238038,3,1,昭衍新药,医疗保健,0
603300,8.0,-0.18436675461741425,3,1,海南华铁,多元金融,0
002027,8.0,-0.1808823529411765,3,1,分众传媒,广告包装,0
603836,8.0,-0.17956656346749222,3,1,海程邦达,仓储物流,0
600779,8.0,-0.17201892744479486,3,1,水井坊,白酒,0
603315,8.0,-0.17010836229809845,3,1,福鞍股份,环境保护,0
600575,8.0,-0.1695003923620193,3,1,淮河能源,火力发电,0
600746,8.0,-0.1654195191848432,3,1,江苏索普,化工原料,0
002884,8.0,-0.16118490406915464,3,1,凌霄泵业,机械基件,0
603165,8.0,-0.16002678272514237,3,1,荣晟环保,造纸,0
601666,8.0,-0.15877361073090612,3,1,平煤股份,煤炭开采,0
002423,8.0,-0.15302013422818794,3,1,中粮资本,多元金融,0
603866,8.0,-0.1499773448119619,3,1,桃李面包,食品,0
603222,8.0,-0.14935280451377364,3,1,济民健康,医疗保健,0
600734,8.0,-0.14920948616600793,3,1,实达集团,软件服务,0
603711,8.0,-0.14494875549048314,3,1,香飘飘,软饮料,0
603579,8.0,-0.14408041697691742,3,1,荣泰健康,家用电器,0
002463,8.0,-0.14119241192411913,3,1,沪电股份,元器件,0
603899,8.0,-0.138,3,1,晨光股份,文教休闲,0
001289,8.0,-0.13741562198649937,3,1,龙源电力,新型电力,0
600809,8.0,-0.1369613979233747,3,1,山西汾酒,白酒,0
002138,8.0,-0.13636939447681784,3,1,顺络电子,元器件,0
002120,8.0,-0.13512661553010397,3,1,韵达股份,仓储物流,0
600096,8.0,-0.13354886844068636,3,1,云天化,农药化肥,0
600257,8.0,-0.12894580107206666,3,1,大湖股份,渔业,0
601969,8.0,-0.125810635538262,3,1,海南矿业,普钢,0
600516,8.0,-0.12297465724968848,3,1,方大炭素,矿物制品,0
601985,8.0,-0.1216389244558258,3,1,中国核电,新型电力,0
600693,8.0,-0.11857112115343227,3,1,东百集团,百货,0
603181,8.0,-0.11684303350970016,3,1,皇马科技,化工原料,0
601828,8.0,-0.11532385466034767,3,1,美凯龙,其他商业,0
603808,8.0,-0.11091703056768554,3,1,歌力思,服饰,0
002739,8.0,-0.10912096996417753,3,1,万达电影,影视音像,0
603115,8.0,-0.10604558969276512,3,1,海星股份,铝,0
002266,8.0,-0.10427698574338096,3,1,浙富控股,环境保护,0
000881,8.0,-0.10370123374458151,3,1,中广核技,化工原料,0
600682,8.0,-0.10345701969402421,3,1,南京新百,生物制药,0
603665,8.0,-0.10197368421052622,3,1,康隆达,服饰,0
600618,8.0,-0.10133166874739918,3,1,氯碱化工,化工原料,0
600623,8.0,-0.0991525423728814,3,1,华谊集团,化工原料,0
002398,8.0,-0.09654289372599223,3,1,垒知集团,其他建材,0
600141,8.0,-0.09635378532728078,3,1,兴发集团,农药化肥,0
600814,8.0,-0.092760180995475,3,1,杭州解百,百货,0
601599,8.0,-0.09065934065934067,3,1,浙文影业,纺织,0
600547,8.0,-0.09049744897959178,3,1,山东黄金,黄金,0
601086,8.0,-0.09037328094302555,3,1,国芳集团,百货,0
002042,8.0,-0.0898774398547435,3,1,华孚时尚,纺织,0
002695,8.0,-0.08833922261484095,3,1,煌上煌,食品,0
603333,7.0,-0.40892465252377463,3,1,尚纬股份,电气设备,0
600657,7.0,-0.37758597068091515,3,1,信达地产,全国地产,0
000672,7.0,-0.3590738758029979,3,1,上峰水泥,水泥,0
603949,7.0,-0.3374377015537965,3,1,雪龙集团,汽车配件,0
002507,7.0,-0.3323420893220993,3,1,涪陵榨菜,食品,0
600163,7.0,-0.32352941176470595,3,1,中闽能源,新型电力,0
002142,7.0,-0.3178604365201353,3,1,宁波银行,银行,0
600622,7.0,-0.3178008081662641,3,1,光大嘉宝,区域地产,0
603429,7.0,-0.31465959630516593,3,1,集友股份,广告包装,0
600714,7.0,-0.3118153364632238,3,1,金瑞矿业,化工原料,0
000498,7.0,-0.31114193250115574,3,1,山东路桥,建筑工程,0
603816,7.0,-0.2858621879673301,3,1,顾家家居,家居用品,0
002508,7.0,-0.28579183733899227,3,1,老板电器,家用电器,0
002415,7.0,-0.28468152560284377,3,1,海康威视,IT设备,0
600486,7.0,-0.279835390946502,3,1,扬农化工,农药化肥,0
002561,7.0,-0.260146373918829,3,1,徐家汇,百货,0
000902,7.0,-0.2598269468479605,3,1,新洋丰,农药化肥,0
603288,7.0,-0.25475830815709977,3,1,海天味业,食品,0
600036,7.0,-0.24925734404224886,3,1,招商银行,银行,0
600460,7.0,-0.248164897847874,3,1,士兰微,半导体,0
000825,7.0,-0.2473906911142455,3,1,太钢不锈,特种钢,0
000683,7.0,-0.24586666666666668,3,1,博源化工,化工原料,0
002850,7.0,-0.24482945316729832,3,1,科达利,电气设备,0
002545,7.0,-0.239063906390639,3,1,东方铁塔,农药化肥,0
000897,7.0,-0.239039039039039,3,1,津滨发展,区域地产,0
600519,7.0,-0.23725167069176556,3,1,贵州茅台,白酒,0
600727,7.0,-0.23486547085201792,3,1,鲁北化工,化工原料,0
000792,7.0,-0.2272812266267763,3,1,盐湖股份,农药化肥,0
000568,7.0,-0.22545220854794212,3,1,泸州老窖,白酒,0
600176,7.0,-0.20995140220250574,3,1,中国巨石,玻璃,0
600196,7.0,-0.20392545070342083,3,1,复星医药,化学制药,0
600336,7.0,-0.20293724966622173,3,1,澳柯玛,家用电器,0
600346,7.0,-0.20287671232876714,3,1,恒力石化,石油加工,0
002493,7.0,-0.2016133229247984,3,1,荣盛石化,化纤,0
000968,7.0,-0.19796308084022918,3,1,蓝焰控股,石油开采,0
000422,7.0,-0.1971778408242496,3,1,湖北宜化,农药化肥,0
600711,7.0,-0.19356248179434898,3,1,盛屯矿业,小金属,0
600301,7.0,-0.1920103092783505,3,1,华锡有色,小金属,0
000778,7.0,-0.18571691514816857,3,1,新兴铸管,钢加工,0
000560,7.0,-0.18512780790085215,3,1,我爱我家,房产服务,0
603708,7.0,-0.18181818181818177,3,1,家家悦,超市连锁,0
603365,7.0,-0.177020340846619,3,1,水星家纺,纺织,0
603648,7.0,-0.1721677074041036,3,1,畅联股份,仓储物流,0
002556,7.0,-0.1711140138085464,3,1,辉隆股份,农药化肥,0
601600,7.0,-0.16926070038910512,3,1,中国铝业,铝,0
603565,7.0,-0.16522210184182018,3,1,中谷物流,水运,0
000426,7.0,-0.16490376278827823,3,1,兴业银锡,铅锌,0
002443,7.0,-0.16424957841483967,3,1,金洲管道,钢加工,0
600690,7.0,-0.16229541581367424,3,1,海尔智家,家用电器,0
605180,7.0,-0.1539451114922813,3,1,华生科技,纺织,0
000636,7.0,-0.15207955982365606,3,1,风华高科,元器件,0
002626,7.0,-0.15158924205378954,3,1,金达威,医疗保健,0
002735,7.0,-0.14885764499121268,3,1,王子新材,塑料,0
603369,7.0,-0.1475913905022207,3,1,今世缘,白酒,0
000011,7.0,-0.1457364341085271,3,1,深物业A,房产服务,0
600668,7.0,-0.1454367617184561,3,1,尖峰集团,水泥,0
603195,7.0,-0.14284756669794885,3,1,公牛集团,家用电器,0
002457,7.0,-0.14079273327828246,3,1,青龙管业,塑料,0
002624,7.0,-0.1402530559725499,3,1,完美世界,互联网,0
002557,7.0,-0.13896033572492228,3,1,洽洽食品,食品,0
002539,7.0,-0.13866666666666672,3,1,云图控股,农药化肥,0
600215,7.0,-0.1377068557919623,3,1,派斯林,专用机械,0
002841,7.0,-0.13512241054613938,3,1,视源股份,元器件,0
002461,7.0,-0.13472137170851184,3,1,珠江啤酒,啤酒,0
000608,7.0,-0.13355287230150015,3,1,*ST阳光,区域地产,0
000061,7.0,-0.13229992790194667,3,1,农产品,农业综合,0
000603,7.0,-0.12833594976452123,3,1,盛达资源,铅锌,0
600170,7.0,-0.12251227707417922,3,1,上海建工,建筑工程,0
002613,7.0,-0.12147043153969106,3,1,北玻股份,专用机械,0
002749,7.0,-0.12075187969924817,3,1,国光股份,农药化肥,0
600694,7.0,-0.11897435897435893,3,1,大商股份,百货,0
000983,7.0,-0.11548505658187447,3,1,山西焦煤,煤炭开采,0
000505,7.0,-0.11535662299854443,3,1,京粮控股,食品,0
600273,7.0,-0.1133122028526149,3,1,嘉化能源,化工原料,0
600340,7.0,-0.11224390717545385,3,1,华夏幸福,园区开发,0
600729,7.0,-0.10881294964028776,3,1,重庆百货,百货,0
603187,7.0,-0.10831348531246454,3,1,海容冷链,机械基件,0
600696,7.0,-0.1058491895701199,3,1,*ST岩石,白酒,0
000785,7.0,-0.10428410372040575,3,1,居然智家,百货,0
000548,7.0,-0.10383858267716528,3,1,湖南投资,路桥,0
600426,7.0,-0.10247167868177132,3,1,华鲁恒升,农药化肥,0
002511,7.0,-0.09731265538060851,3,1,中顺洁柔,造纸,0
002714,7.0,-0.09649901487431523,3,1,牧原股份,农业综合,0
603236,7.0,-0.09525647623949218,3,1,移远通信,通信设备,0
002128,7.0,-0.09156050955414019,3,1,电投能源,铝,0
000685,7.0,-0.09084507042253531,3,1,中山公用,水务,0
000708,7.0,-0.0901639344262295,3,1,中信特钢,特种钢,0
600030,7.0,-0.08711480951761807,3,1,中信证券,证券,0
600315,7.0,-0.08650410581081935,3,1,上海家化,日用化工,0
600300,9.0,-0.08165429480381758,3,2,维维股份,软饮料,0
600880,9.0,-0.07600208224882876,3,2,博瑞传播,广告包装,0
600409,9.0,-0.07416962270235405,3,2,三友化工,化纤,0
600959,9.0,-0.07032967032967019,3,2,江苏有线,影视音像,0
601966,9.0,-0.06385169927909384,3,2,玲珑轮胎,汽车配件,0
000966,9.0,-0.0633750921149594,3,2,长源电力,火力发电,0
603992,9.0,-0.06085753803596128,3,2,松霖科技,家居用品,0
603169,9.0,-0.056776556776556686,3,2,兰石重装,专用机械,0
000958,9.0,-0.05095541401273884,3,2,电投产融,多元金融,0
600279,9.0,-0.04603580562659848,3,2,重庆港,港口,0
603385,9.0,-0.04376784015223589,3,2,惠达卫浴,家居用品,0
603717,9.0,-0.04293893129770998,3,2,天域生物,农业综合,0
600119,9.0,-0.037852718513420425,3,2,长江投资,仓储物流,0
000429,9.0,-0.03321764997521082,3,2,粤高速A,路桥,0
600023,9.0,-0.01807228915662651,3,2,浙能电力,火力发电,0
603038,9.0,-0.017302573203194394,3,2,华立股份,家居用品,0
000598,9.0,-0.014823049842505154,3,2,兴蓉环境,水务,0
000651,9.0,-0.011693488117183959,3,2,格力电器,家用电器,0
000062,9.0,-0.007348201624339246,3,2,深圳华强,元器件,0
000900,9.0,-0.005477899508878004,3,2,现代投资,路桥,0
600007,9.0,-0.003767491926802813,3,2,中国国贸,园区开发,0
002105,9.0,-0.0036832412523019054,3,2,信隆健康,摩托车,0
603228,9.0,-0.0016192458940550436,3,2,景旺电子,元器件,0
603326,9.0,0.0013289036544850141,3,2,我乐家居,家居用品,0
600098,9.0,0.0029166666666666785,3,2,广州发展,火力发电,0
600395,8.0,-0.08564151544094245,3,2,盘江股份,煤炭开采,0
600859,8.0,-0.08407305377002361,3,2,王府井,百货,0
600648,8.0,-0.0837784649985942,3,2,外高桥,园区开发,0
601918,8.0,-0.08311345646437995,3,2,新集能源,煤炭开采,0
600643,8.0,-0.0822176126720724,3,2,爱建集团,多元金融,0
001213,8.0,-0.0813704496788008,3,2,中铁特货,铁路,0
601200,8.0,-0.07739938080495357,3,2,上海环境,环境保护,0
600741,8.0,-0.07361126268689289,3,2,华域汽车,汽车配件,0
000862,8.0,-0.07203065134099629,3,2,银星能源,新型电力,0
002365,8.0,-0.06992652647580433,3,2,永安药业,化学制药,0
002019,8.0,-0.06921893693385739,3,2,亿帆医药,化学制药,0
605179,8.0,-0.06765523632993498,3,2,一鸣食品,乳制品,0
600406,8.0,-0.06763902681231382,3,2,国电南瑞,电气设备,0
600020,8.0,-0.06757843925985518,3,2,中原高速,路桥,0
002726,8.0,-0.06505295007564305,3,2,龙大美食,食品,0
600874,8.0,-0.0625766871165645,3,2,创业环保,环境保护,0
601107,8.0,-0.06191369606003749,3,2,四川成渝,路桥,0
603697,8.0,-0.061396131202691384,3,2,有友食品,食品,0
000875,8.0,-0.05978898007033995,3,2,吉电股份,火力发电,0
603718,8.0,-0.05968331303288665,3,2,海利生物,农业综合,0
002311,8.0,-0.05905511811023623,3,2,海大集团,饲料,0
000731,8.0,-0.05895564289724875,3,2,四川美丰,农药化肥,0
000910,8.0,-0.05737316263632053,3,2,大亚圣象,家居用品,0
002532,8.0,-0.054574320301647106,3,2,天山铝业,铝,0
600900,8.0,-0.05456612353164081,3,2,长江电力,水力发电,0
603908,8.0,-0.05429792623080576,3,2,牧高笛,纺织,0
600774,8.0,-0.05319693094629152,3,2,汉商集团,化学制药,0
002100,8.0,-0.05157864795676492,3,2,天康生物,饲料,0
600376,8.0,-0.0507497116493657,3,2,首开股份,区域地产,0
000833,8.0,-0.048824593128390714,3,2,粤桂股份,综合类,0
000937,8.0,-0.048134777376654614,3,2,冀中能源,煤炭开采,0
600785,8.0,-0.046352230483271306,3,2,新华百货,百货,0
603779,8.0,-0.04266958424507661,3,2,威龙股份,红黄酒,0
600269,8.0,-0.04181113603915976,3,2,赣粤高速,路桥,0
600938,8.0,-0.040564373897707284,3,2,中国海油,石油开采,0
600905,8.0,-0.03924914675767921,3,2,三峡能源,新型电力,0
002003,8.0,-0.036744227832180454,3,2,伟星股份,服饰,0
000096,8.0,-0.03673723536737228,3,2,广聚能源,石油贸易,0
600600,8.0,-0.03648969166210547,3,2,青岛啤酒,啤酒,0
600759,8.0,-0.03625954198473291,3,2,洲际油气,石油开采,0
605011,8.0,-0.036144578313252906,3,2,杭州热电,供气供热,0
600050,8.0,-0.03292181069958855,3,2,中国联通,电信运营,0
600037,8.0,-0.031660853233163366,3,2,歌华有线,影视音像,0
002098,8.0,-0.031366691560866355,3,2,浔兴股份,服饰,0
600073,8.0,-0.0300404390525707,3,2,光明肉业,食品,0
601827,8.0,-0.029829545454545414,3,2,三峰环境,环境保护,0
000088,8.0,-0.02794537948555098,3,2,盐田港,港口,0
601388,8.0,-0.02725250278086777,3,2,怡球资源,铝,0
603839,8.0,-0.026856240126382325,3,2,安正时尚,服饰,0
600660,8.0,-0.025593881677586694,3,2,福耀玻璃,汽车配件,0
600252,8.0,-0.025544202576632702,3,2,中恒集团,中成药,0
600985,8.0,-0.02395374449339205,3,2,淮北矿业,煤炭开采,0
600839,8.0,-0.019757267852102856,3,2,四川长虹,家用电器,0
601816,8.0,-0.019230769230769162,3,2,京沪高铁,铁路,0
601766,8.0,-0.018099547511312264,3,2,中国中车,运输设备,0
002277,8.0,-0.017714791851195733,3,2,友阿股份,百货,0
603767,8.0,-0.017432646592709933,3,2,中马传动,汽车配件,0
601158,8.0,-0.01666666666666672,3,2,重庆水务,水务,0
002705,8.0,-0.016007532956685444,3,2,新宝股份,家用电器,0
000157,8.0,-0.0159196917460962,3,2,中联重科,工程机械,0
603167,8.0,-0.01526717557251911,3,2,渤海轮渡,水运,0
000417,8.0,-0.014320987654320994,3,2,合百集团,百货,0
600572,8.0,-0.013155190133607442,3,2,康恩贝,中成药,0
600642,8.0,-0.012104539202201003,3,2,申能股份,火力发电,0
002986,8.0,-0.011210249370853353,3,2,宇新股份,化工原料,0
002440,8.0,-0.011174512601046072,3,2,闰土股份,染料涂料,0
002228,8.0,-0.010359536867763697,3,2,合兴包装,广告包装,0
600997,8.0,-0.008192990441511117,3,2,开滦股份,焦炭加工,0
605099,8.0,-0.00746561886051067,3,2,共创草坪,文教休闲,0
600717,8.0,-0.006402177748651594,3,2,天津港,港口,0
600616,8.0,-0.006210390098769003,3,2,金枫酒业,红黄酒,0
601088,8.0,-0.004733994589720458,3,2,中国神华,煤炭开采,0
603610,8.0,-0.0038863976083707286,3,2,麒盛科技,家居用品,0
605066,8.0,-0.0037735849056603765,3,2,天正电气,电气设备,0
605287,8.0,-0.003095975232198178,3,2,德才股份,装修装饰,0
600897,8.0,-0.0027333606669400767,3,2,厦门空港,机场,0
603408,8.0,-0.0025337837837837718,3,2,建霖家居,家居用品,0
603682,8.0,-0.0016891891891891442,3,2,锦和商管,房产服务,0
002956,8.0,-0.00025859839669006845,3,2,西麦食品,食品,0
600744,8.0,0.0,3,2,华银电力,火力发电,0
