股票代码,F-Score,momentum,group1,group2,股票名称,所属行业,仓位
603527,9.0,-0.269256833069799,3,1,众源新材,铜,10%
000957,9.0,-0.26114553423001363,3,1,中通客车,汽车整车,10%
002472,9.0,-0.24700328842685904,3,1,双环传动,汽车配件,10%
601689,9.0,-0.22314110610647575,3,1,拓普集团,汽车配件,10%
601966,9.0,-0.21945627251883404,3,1,玲珑轮胎,汽车配件,10%
603015,9.0,-0.2133971291866028,3,1,弘讯科技,电气设备,10%
000899,9.0,-0.21212121212121204,3,1,赣能股份,火力发电,10%
600251,9.0,-0.20459672870840395,3,1,冠农股份,农业综合,10%
002635,9.0,-0.186225699383594,3,1,安洁科技,元器件,10%
000404,9.0,-0.17680790060528828,3,1,长虹华意,家用电器,10%
002031,9.0,-0.17561715028150715,3,1,巨轮智能,汽车配件,0
603319,9.0,-0.17309220985691576,3,1,美湖股份,汽车配件,0
603129,9.0,-0.16810600566945744,3,1,春风动力,摩托车,0
605080,9.0,-0.16050449205252248,3,1,浙江自然,文教休闲,0
003039,9.0,-0.1594607159460717,3,1,顺控发展,水务,0
002218,9.0,-0.1322314049586778,3,1,拓日新能,新型电力,0
603706,9.0,-0.13163371488033282,3,1,东方环宇,供气供热,0
002418,9.0,-0.12972972972972963,3,1,康盛股份,家用电器,0
600006,9.0,-0.12932501418037434,3,1,东风股份,汽车整车,0
601137,9.0,-0.11698537682789656,3,1,博威合金,小金属,0
002602,9.0,-0.1086202911948233,3,1,世纪华通,互联网,0
600172,8.0,-0.4281465458969853,3,1,黄河旋风,矿物制品,0
002547,8.0,-0.382830626450116,3,1,春兴精工,汽车配件,0
002241,8.0,-0.33878247623346214,3,1,歌尔股份,元器件,0
603908,8.0,-0.3194949494949495,3,1,牧高笛,纺织,0
603959,8.0,-0.29645027182603134,3,1,百利科技,建筑工程,0
603315,8.0,-0.28302929795467124,3,1,福鞍股份,环境保护,0
603139,8.0,-0.2797356828193832,3,1,康惠股份,中成药,0
603876,8.0,-0.2797202797202797,3,1,鼎胜新材,铝,0
603917,8.0,-0.2782663316582914,3,1,合力科技,汽车配件,0
002369,8.0,-0.26256281407035176,3,1,卓翼科技,通信设备,0
002100,8.0,-0.23531541971463743,3,1,天康生物,饲料,0
600348,8.0,-0.23083264633140976,3,1,华阳股份,煤炭开采,0
603178,8.0,-0.2264276228419655,3,1,圣龙股份,汽车配件,0
000546,8.0,-0.2250683909475255,3,1,金圆股份,环境保护,0
600575,8.0,-0.22119815668202758,3,1,淮河能源,火力发电,0
603665,8.0,-0.22024548338160266,3,1,康隆达,服饰,0
000504,8.0,-0.21671547645866185,3,1,*ST生物,医疗保健,0
603399,8.0,-0.2165562913907284,3,1,永杉锂业,小金属,0
002593,8.0,-0.21203271028037385,3,1,日上集团,钢加工,0
002454,8.0,-0.20953360768175577,3,1,松芝股份,汽车配件,0
002011,8.0,-0.20592592592592596,3,1,盾安环境,家用电器,0
600101,8.0,-0.20095795635976588,3,1,明星电力,水力发电,0
603681,8.0,-0.19929169349645837,3,1,永冠新材,化工原料,0
603127,8.0,-0.19190219042943635,3,1,昭衍新药,医疗保健,0
002967,8.0,-0.1914507772020726,3,1,广电计量,电器仪表,0
601702,8.0,-0.1880040322580645,3,1,华峰铝业,铝,0
603115,8.0,-0.1865580448065174,3,1,海星股份,铝,0
603713,8.0,-0.18178129438019885,3,1,密尔克卫,仓储物流,0
002705,8.0,-0.18045815801776532,3,1,新宝股份,家用电器,0
600744,8.0,-0.17962003454231434,3,1,华银电力,火力发电,0
601388,8.0,-0.17652062951935354,3,1,怡球资源,铝,0
603165,8.0,-0.1750077712154181,3,1,荣晟环保,造纸,0
605169,8.0,-0.17397939717665023,3,1,洪通燃气,供气供热,0
002120,8.0,-0.17346202417463474,3,1,韵达股份,仓储物流,0
000877,8.0,-0.16963005448809865,3,1,天山股份,水泥,0
603938,8.0,-0.16918925261058315,3,1,三孚股份,化工原料,0
000875,8.0,-0.1670061099796335,3,1,吉电股份,火力发电,0
002129,8.0,-0.1645839250213007,3,1,TCL中环,电气设备,0
603299,8.0,-0.16387472687545523,3,1,苏盐井神,食品,0
002483,8.0,-0.162251655629139,3,1,润邦股份,专用机械,0
000707,8.0,-0.15830226555778593,3,1,双环科技,化工原料,0
002134,8.0,-0.1560693641618497,3,1,天津普林,元器件,0
002549,8.0,-0.1543201424072299,3,1,凯美特气,环境保护,0
002277,8.0,-0.1536643026004728,3,1,友阿股份,百货,0
603656,8.0,-0.15111940298507454,3,1,泰禾智能,专用机械,0
603217,8.0,-0.14608048383344963,3,1,元利科技,化工原料,0
600746,8.0,-0.1451851851851852,3,1,江苏索普,化工原料,0
600734,8.0,-0.144784564050486,3,1,实达集团,软件服务,0
603191,8.0,-0.14395527603074776,3,1,望变电气,电气设备,0
600505,8.0,-0.1433333333333333,3,1,西昌电力,水力发电,0
002139,8.0,-0.14114428994757244,3,1,拓邦股份,元器件,0
002815,8.0,-0.13682373472949383,3,1,崇达技术,元器件,0
600618,8.0,-0.13535988173334568,3,1,氯碱化工,化工原料,0
000768,8.0,-0.13497942386831263,3,1,中航西飞,航空,0
605066,8.0,-0.1319587628865979,3,1,天正电气,电气设备,0
002897,8.0,-0.12946902654867254,3,1,意华股份,元器件,0
603687,8.0,-0.12915129151291516,3,1,大胜达,广告包装,0
000767,8.0,-0.12825651302605212,3,1,晋控电力,火力发电,0
600178,8.0,-0.12368421052631584,3,1,东安动力,汽车配件,0
600741,8.0,-0.12332711146897002,3,1,华域汽车,汽车配件,0
002641,8.0,-0.12062371285672258,3,1,公元股份,塑料,0
002884,8.0,-0.11944990176817283,3,1,凌霄泵业,机械基件,0
600141,8.0,-0.11899371069182385,3,1,兴发集团,农药化肥,0
600480,8.0,-0.11851520572450802,3,1,凌云股份,汽车配件,0
002266,8.0,-0.11788307222009942,3,1,浙富控股,环境保护,0
603970,8.0,-0.11621174524400324,3,1,中农立华,农药化肥,0
605028,8.0,-0.11565920990004774,3,1,世茂能源,供气供热,0
000408,8.0,-0.11480468749999995,3,1,藏格矿业,农药化肥,0
603300,8.0,-0.11407766990291268,3,1,海南华铁,多元金融,0
002886,8.0,-0.11403343978959235,3,1,沃特股份,塑料,0
002916,8.0,-0.11396840087261195,3,1,深南电路,元器件,0
603266,8.0,-0.11135168574079801,3,1,天龙股份,汽车配件,0
002096,8.0,-0.11014816885658385,3,1,易普力,化工原料,0
002726,8.0,-0.10855193004905106,3,1,龙大美食,食品,0
002996,7.0,-0.37109044801352487,3,1,顺博合金,铝,0
603568,7.0,-0.3280933551933648,3,1,伟明环保,环境保护,0
605305,7.0,-0.29993920972644383,3,1,中际联合,工程机械,0
