股票代码,F-Score,momentum,group1,group2,股票名称,所属行业,仓位
600882,9.0,-0.4139941690962099,3,1,妙可蓝多,乳制品,10%
600754,9.0,-0.3613098514034122,3,1,锦江酒店,酒店餐饮,10%
000909,9.0,-0.3596784996651038,3,1,ST数源,区域地产,10%
002800,9.0,-0.3377218088151116,3,1,天顺股份,仓储物流,10%
002727,9.0,-0.3144070045104802,3,1,一心堂,医药商业,10%
002219,9.0,-0.3066606660666066,3,1,新里程,医疗保健,10%
600009,9.0,-0.2899565765513378,3,1,上海机场,机场,10%
603882,9.0,-0.266103953798312,3,1,金域医学,医疗保健,10%
002241,9.0,-0.24617004583557,3,1,歌尔股份,元器件,10%
600004,9.0,-0.23794712286158626,3,1,白云机场,机场,10%
603076,9.0,-0.23106120512414996,3,1,乐惠国际,专用机械,0
000716,9.0,-0.2258162031438936,3,1,黑芝麻,食品,0
002166,9.0,-0.20054905360497033,3,1,莱茵生物,中成药,0
603359,9.0,-0.19895059029296025,3,1,东珠生态,建筑工程,0
002299,9.0,-0.1782748686663277,3,1,圣农发展,农业综合,0
002218,9.0,-0.17721943048576227,3,1,拓日新能,新型电力,0
603960,9.0,-0.17501626545217952,3,1,克来机电,汽车配件,0
600986,9.0,-0.17373872368860677,3,1,浙文互联,互联网,0
002803,9.0,-0.1710800357036596,3,1,吉宏股份,互联网,0
600586,9.0,-0.16362797138241392,3,1,金晶科技,玻璃,0
000007,8.0,-0.43850363326455544,3,1,全新好,其他商业,0
601888,8.0,-0.40463528851496156,3,1,中国中免,旅游服务,0
603110,8.0,-0.3997550929533563,3,1,东方材料,染料涂料,0
600818,8.0,-0.3679214402618658,3,1,中路股份,文教休闲,0
002518,8.0,-0.3650720121283585,3,1,科士达,电气设备,0
002245,8.0,-0.3548636527656065,3,1,蔚蓝锂芯,电气设备,0
603908,8.0,-0.33565836298932383,3,1,牧高笛,纺织,0
603223,8.0,-0.32091097308488614,3,1,恒通股份,公路,0
002150,8.0,-0.3171959721146399,3,1,通润装备,机械基件,0
600563,8.0,-0.2960921843687375,3,1,法拉电子,元器件,0
603883,8.0,-0.2880412084087428,3,1,老百姓,医药商业,0
002869,8.0,-0.28715898400752593,3,1,金溢科技,通信设备,0
600731,8.0,-0.28646246627519434,3,1,湖南海利,农药化肥,0
003000,8.0,-0.2772785622593068,3,1,劲仔食品,食品,0
603136,8.0,-0.27074169573790396,3,1,天目湖,旅游景点,0
000729,8.0,-0.2693033886514955,3,1,燕京啤酒,啤酒,0
000810,8.0,-0.2570757126800859,3,1,创维数字,家用电器,0
000935,8.0,-0.2567411846047476,3,1,四川双马,水泥,0
002967,8.0,-0.2532844485181789,3,1,广电计量,电器仪表,0
603936,8.0,-0.24819277108433735,3,1,博敏电子,元器件,0
002585,8.0,-0.2396923734244819,3,1,双星新材,塑料,0
600258,8.0,-0.23200632744529404,3,1,首旅酒店,酒店餐饮,0
600962,8.0,-0.23173803526448367,3,1,国投中鲁,软饮料,0
600416,8.0,-0.23144189661873305,3,1,湘电股份,电气设备,0
002549,8.0,-0.23035541053002917,3,1,凯美特气,环境保护,0
603180,8.0,-0.22911360163015781,3,1,金牌家居,家居用品,0
002756,8.0,-0.21222907264984436,3,1,永兴材料,小金属,0
003016,8.0,-0.21156773211567736,3,1,欣贺股份,服饰,0
000722,8.0,-0.20989575229500534,3,1,湖南发展,水力发电,0
002733,8.0,-0.20972506248579859,3,1,雄韬股份,电气设备,0
605266,8.0,-0.20920361137313026,3,1,健之佳,医药商业,0
000792,8.0,-0.19939135014923626,3,1,盐湖股份,农药化肥,0
600988,8.0,-0.19886765746638357,3,1,赤峰黄金,黄金,0
603776,8.0,-0.19135659810492256,3,1,永安行,公共交通,0
002602,8.0,-0.1909154194222067,3,1,世纪华通,互联网,0
605337,8.0,-0.19089686959861718,3,1,李子园,乳制品,0
600608,8.0,-0.18982292637465048,3,1,*ST沪科,商贸代理,0
605208,8.0,-0.18922924901185767,3,1,永茂泰,铝,0
002155,8.0,-0.18095948297290565,3,1,湖南黄金,黄金,0
001300,8.0,-0.17659279778393344,3,1,三柏硕,文教休闲,0
600452,8.0,-0.17399307059333036,3,1,涪陵电力,水力发电,0
001338,8.0,-0.17330342120022424,3,1,永顺泰,啤酒,0
603533,8.0,-0.1728346456692912,3,1,掌阅科技,互联网,0
002273,8.0,-0.17127388203446303,3,1,水晶光电,元器件,0
000636,8.0,-0.17123139293782685,3,1,风华高科,元器件,0
601828,8.0,-0.1699438202247191,3,1,美凯龙,其他商业,0
002186,8.0,-0.16783609317990467,3,1,全聚德,酒店餐饮,0
600727,8.0,-0.16564165641656414,3,1,鲁北化工,化工原料,0
003006,8.0,-0.16444207154297918,3,1,百亚股份,造纸,0
600817,8.0,-0.163566739606127,3,1,宇通重工,专用机械,0
603057,8.0,-0.16313330937836867,3,1,紫燕食品,食品,0
002940,8.0,-0.1627493580880901,3,1,昂利康,化学制药,0
600230,8.0,-0.162406015037594,3,1,沧州大化,化工原料,0
603078,8.0,-0.16113149256613246,3,1,江化微,半导体,0
000400,8.0,-0.16044280442804426,3,1,许继电气,电气设备,0
000970,8.0,-0.15986741458439568,3,1,中科三环,矿物制品,0
002384,7.0,-0.41622256345406916,3,1,东山精密,元器件,0
000913,7.0,-0.39083333333333337,3,1,钱江摩托,摩托车,0
002459,7.0,-0.36821594905427235,3,1,晶澳科技,电气设备,0
603209,7.0,-0.36501377410468316,3,1,兴通股份,水运,0
002866,7.0,-0.35416666666666674,3,1,传艺科技,IT设备,0
000762,7.0,-0.3448419880272866,3,1,西藏矿业,小金属,0
002782,7.0,-0.3323504633529907,3,1,可立克,元器件,0
002240,7.0,-0.332012250045037,3,1,盛新锂能,小金属,0
002335,7.0,-0.3308686834544533,3,1,科华数据,电气设备,0
603876,7.0,-0.3308252427184466,3,1,鼎胜新材,铝,0
003022,7.0,-0.30420884389984015,3,1,联泓新科,化工原料,0
603755,7.0,-0.30340285400658606,3,1,日辰股份,食品,0
000821,7.0,-0.3021001615508885,3,1,京山轻机,电气设备,0
002938,7.0,-0.3016353725015143,3,1,鹏鼎控股,元器件,0
002407,7.0,-0.2924988903683977,3,1,多氟多,化工原料,0
603787,7.0,-0.28982092365692735,3,1,新日股份,摩托车,0
003032,7.0,-0.2849254555494203,3,1,*ST传智,文教休闲,0
603308,7.0,-0.2829660720531655,3,1,应流股份,机械基件,0
600132,7.0,-0.2800125499521121,3,1,重庆啤酒,啤酒,0
601615,7.0,-0.27949499346974305,3,1,明阳智能,电气设备,0
003040,7.0,-0.2706150341685648,3,1,楚天龙,通信设备,0
605339,7.0,-0.26649175412293846,3,1,南侨食品,食品,0
002916,7.0,-0.2583732057416268,3,1,深南电路,元器件,0
003035,7.0,-0.25449871465295637,3,1,南网能源,新型电力,0
000829,7.0,-0.2529411764705882,3,1,天音控股,其他商业,0
002850,7.0,-0.2511993467387976,3,1,科达利,电气设备,0
002762,7.0,-0.2503617945007236,3,1,*ST金比,服饰,0
002352,7.0,-0.24802400046154738,3,1,顺丰控股,仓储物流,0
000049,7.0,-0.24501961968004837,3,1,德赛电池,电气设备,0
603282,7.0,-0.24322033898305084,3,1,亚光股份,专用机械,0
002481,7.0,-0.24147753376826242,3,1,双塔食品,食品,0
002466,7.0,-0.24128772635814888,3,1,天齐锂业,小金属,0
600378,7.0,-0.23941765007696247,3,1,昊华科技,化工原料,0
002458,7.0,-0.23864101514531322,3,1,益生股份,农业综合,0
600358,7.0,-0.23316062176165808,3,1,ST联合,广告包装,0
002824,7.0,-0.23300581511931018,3,1,和胜股份,铝,0
601199,7.0,-0.2311528307421532,3,1,江南水务,水务,0
002731,7.0,-0.2295938882187375,3,1,萃华珠宝,服饰,0
603203,7.0,-0.22858328147687212,3,1,快克智能,专用机械,0
603309,7.0,-0.22826316902898258,3,1,维力医疗,医疗保健,0
002761,7.0,-0.226588321704003,3,1,浙江建投,建筑工程,0
002258,7.0,-0.22167280378748022,3,1,利尔化学,农药化肥,0
002793,7.0,-0.22085201793721976,3,1,罗欣药业,化学制药,0
600745,7.0,-0.21798433947966667,3,1,闻泰科技,半导体,0
002626,7.0,-0.21511660266043287,3,1,金达威,医疗保健,0
001283,7.0,-0.20918639843332743,3,1,豪鹏科技,电气设备,0
603043,7.0,-0.20799816134222016,3,1,广州酒家,食品,0
002768,7.0,-0.20664420954814733,3,1,国恩股份,塑料,0
600419,7.0,-0.2065032759039067,3,1,天润乳业,乳制品,0
600389,7.0,-0.20155038759689925,3,1,江山股份,农药化肥,0
603881,7.0,-0.20054783799647824,3,1,数据港,软件服务,0
000755,7.0,-0.19838420107719934,3,1,山西高速,路桥,0
603077,7.0,-0.19665271966527198,3,1,和邦生物,化工原料,0
603885,7.0,-0.1938276251411366,3,1,吉祥航空,空运,0
