date,income
202002,1.1101723
202003,0.9660328
202004,0.9190993
202005,1.0090611
202006,1.0146536
202007,1.1205174
202008,1.2442308
202009,1.2214839
202010,1.191294
202011,1.2358145
202012,1.5677406
202101,1.4423813
202102,1.5461061
202103,1.5263885
202104,1.5080963
202105,1.4728867
202106,1.3350829
202107,1.2903055
202108,1.3906865
202109,1.4905494
202110,1.3662988
202111,1.411706
202112,1.5143405
202201,1.4003555
202202,1.4187706
202203,1.3266907
202204,1.1131377
202205,1.2328235
202206,1.2976838
202207,1.3381509
202208,1.3359163
202209,1.3365506
202210,1.4222433
202211,1.5286275
202212,1.4005821
202301,1.4995174
202302,1.5287111
202303,1.4723146
202304,1.3847794
202305,1.3355999
202306,1.2157672
202307,1.2164671
202308,1.1485058
202309,1.1091173
202310,1.0918593
202311,1.1351511
202312,1.0946316
202401,0.8440134
202402,0.9552973
202403,1.0683445
202404,1.1518218
202405,1.0411041
202406,0.8514294
202407,0.8392276
202408,0.7993565
202409,0.9434873
202410,1.0351612
202411,1.0192036
202412,0.9691209
202501,0.8840313
202502,0.9249178
202503,0.9299899
202504,0.9229086
202505,0.9412814
202506,0.9687815
202507,1.0456782
202508,1.00938
202509,0.9961865
202510,1.0482701
202511,1.0394756
202512,1.0769824
202601,1.11689
202602,1.1365224
