date,type,limit,target,price,count,completed
201912,buy,False,002850,32.07,31100,True
201912,buy,False,600812,6.9,144900,True
201912,buy,False,603022,13.62,73400,True
201912,buy,False,002332,9.19,108800,True
201912,buy,False,603186,38.53,25900,True
201912,buy,False,600882,13.18,75800,True
201912,buy,False,002205,14.97,66800,True
201912,buy,False,603008,13.42,74500,True
201912,buy,False,002250,14.01,71300,True
201912,buy,False,000034,15.15,66000,True
202001,sell,False,000034,18.2,66000,True
202001,sell,False,002205,9.02,66800,True
202001,sell,False,002250,16.82,71300,True
202001,sell,False,002332,8.47,108800,True
202001,sell,False,002850,41.2,31100,True
202001,sell,False,600812,9.44,144900,True
202001,sell,False,600882,14.6,75800,True
202001,sell,False,603008,13.64,74500,True
202001,sell,False,603022,12.68,73400,True
202001,sell,False,603186,37.78,25900,True
202001,buy,False,600812,9.44,112400,True
202001,buy,False,002850,41.2,25700,True
202001,buy,False,000034,18.2,58300,True
202001,buy,False,002250,16.82,63100,True
202001,buy,False,002276,8.05,131800,True
202001,buy,False,002846,11.59,91500,True
202001,buy,False,603022,12.68,83700,True
202001,buy,False,002332,8.47,125300,True
202001,buy,False,600143,6.0,176800,True
202001,buy,False,603722,29.78,35600,True
202002,sell,False,000034,18.73,58300,True
202002,sell,False,002250,14.8,63100,True
202002,sell,False,002276,7.91,131800,True
202002,sell,False,002332,9.6,125300,True
202002,sell,False,002846,11.68,91500,True
202002,sell,False,002850,44.56,25700,True
202002,sell,False,600143,7.0,176800,True
202002,sell,False,600812,9.52,112400,True
202002,sell,False,603022,13.32,83700,True
202002,sell,False,603722,29.14,35600,True
202002,buy,False,002850,44.56,24500,True
202002,buy,False,600812,9.52,115000,True
202002,buy,False,603022,13.32,82200,True
202002,buy,False,002048,11.0,99500,True
202002,buy,False,000034,18.73,58400,True
202002,buy,False,002635,22.5,48600,True
202002,buy,False,600143,7.0,156400,True
202002,buy,False,600882,16.56,66100,True
202002,buy,False,002276,7.91,138400,True
202002,buy,False,002846,11.68,93700,True
202003,sell,False,000034,24.8,58400,True
202003,sell,False,002048,18.27,99500,True
202003,sell,False,002276,8.79,138400,True
202003,sell,False,002635,21.58,48600,True
202003,sell,False,002846,12.32,93700,True
202003,sell,False,002850,57.83,24500,True
202003,sell,False,600143,9.08,156400,True
202003,sell,False,600812,8.84,115000,True
202003,sell,False,600882,16.5,66100,True
202003,sell,False,603022,15.36,82200,True
202003,buy,False,002850,57.83,22300,True
202003,buy,False,002613,5.09,253400,True
202003,buy,False,603022,15.36,83900,True
202003,buy,False,000034,24.8,52000,True
202003,buy,False,002048,18.27,70600,True
202003,buy,False,000078,5.91,218300,True
202003,buy,False,002635,21.58,59700,True
202003,buy,False,600143,9.08,142000,True
202003,buy,False,002541,7.96,162000,True
202003,buy,False,002129,14.04,91800,True
202004,sell,False,000034,23.32,52000,True
202004,sell,False,000078,4.53,218300,True
202004,sell,False,002048,11.42,70600,True
202004,sell,False,002129,10.94,91800,True
202004,sell,False,002541,9.76,162000,True
202004,sell,False,002613,3.76,253400,True
202004,sell,False,002635,16.8,59700,True
202004,sell,False,002850,38.76,22300,True
202004,sell,False,600143,6.57,142000,True
202004,sell,False,603022,17.03,83900,True
202004,buy,False,002846,16.42,65600,True
202004,buy,False,603022,17.03,63300,True
202004,buy,False,002385,8.03,134200,True
202004,buy,False,002541,9.76,110400,True
202004,buy,False,002332,12.5,86200,True
202004,buy,False,000756,10.97,98200,True
202004,buy,False,002030,6.55,164600,True
202004,buy,False,000034,23.32,46200,True
202004,buy,False,002695,21.44,50200,True
202004,buy,False,600882,22.9,47000,True
202005,sell,False,000034,22.86,46200,True
202005,sell,False,000756,8.82,98200,True
202005,sell,False,002030,9.33,164600,True
202005,sell,False,002332,12.03,86200,True
202005,sell,False,002385,8.44,134200,True
202005,sell,False,002541,10.91,110400,True
202005,sell,False,002695,19.76,50200,True
202005,sell,False,002846,10.33,65600,True
202005,sell,False,600882,27.0,47000,True
202005,sell,False,603022,17.73,63300,True
202005,buy,False,600168,5.68,191900,True
202005,buy,False,002581,19.05,57200,True
202005,buy,False,002075,13.04,83600,True
202005,buy,False,600289,3.81,286100,True
202005,buy,False,603920,16.05,67900,True
202005,buy,False,002584,7.23,150800,True
202005,buy,False,002375,8.46,128800,True
202005,buy,False,002480,6.04,180500,True
202005,buy,False,600491,9.49,114800,True
202005,buy,False,000800,8.77,124300,True
202006,sell,False,000800,8.77,124300,True
202006,sell,False,002075,13.01,83600,True
202006,sell,False,002375,9.49,128800,True
202006,sell,False,002480,5.43,180500,True
202006,sell,False,002581,26.79,57200,True
202006,sell,False,002584,5.84,150800,True
202006,sell,False,600168,4.81,191900,True
202006,sell,False,600289,5.02,286100,True
202006,sell,False,600491,8.5,114800,True
202006,sell,False,603920,14.53,67900,True
202006,buy,False,002581,26.79,41500,True
202006,buy,False,002075,13.01,85400,True
202006,buy,False,603920,14.53,76500,True
202006,buy,False,002584,5.84,190300,True
202006,buy,False,002375,9.49,117100,True
202006,buy,False,002480,5.43,204700,True
202007,sell,False,002075,12.2,85400,True
202007,sell,False,002375,10.05,117100,True
202007,sell,False,002480,5.66,204700,True
202007,sell,False,002581,28.6,41500,True
202007,sell,False,002584,7.52,190300,True
202007,sell,False,603920,16.58,76500,True
202007,buy,False,002581,28.6,40900,True
202007,buy,False,002075,12.2,96000,True
202007,buy,False,002584,7.52,155700,True
202007,buy,False,603920,16.58,70600,True
202007,buy,False,002375,10.05,116500,True
202007,buy,False,002480,5.66,206900,True
202007,buy,False,600745,125.3,9300,True
