date,market
199012,0.3285788651743884
199101,0.01849384844447921
199102,0.02710424710424708
199103,-0.09311099373726706
199104,-0.055928411633109576
199105,0.01583510261854193
199106,0.18688524590163924
199107,0.05240046838407508
199108,0.22953417861080494
199109,0.004664593513993731
199110,0.20407601211787374
199111,0.176204068687418
199112,0.11830544732217896
199201,0.0663852386464221
199202,0.1606722261124196
199203,0.044064083253457564
199204,0.1672913117546848
199205,1.7144835773644638
199206,0.013183747416410707
199207,-0.12293879320406154
199208,-0.2043394220547019
199209,-0.15072071200541737
199210,-0.2501515218708886
199211,0.5378411647353454
199212,0.08539757159348538
199301,0.5284200323925881
199302,0.07850444721696803
199303,-0.3028940988691633
199304,0.4743866578413394
199305,-0.31474196974691426
199306,0.07602307938882347
199307,-0.11963429256594715
199308,0.011713411121528017
199309,-0.008619057694234988
199310,-0.09028793444160366
199311,0.22830668695283451
199312,-0.16088842372216128
199401,-0.08051808523337711
199402,0.0009477442388834412
199403,-0.08691932807963498
199404,-0.1594058984580029
199405,-0.06344075159106988
199406,-0.15302844354605838
199407,-0.28842670530824466
199408,0.9888317674171248
199409,0.007051845063071882
199410,-0.15036969775586972
199411,0.023859449420363665
199412,-0.05284933189088037
199501,-0.1178103242802484
199502,-0.018793097288220317
199503,0.17855386128873585
199504,-0.10922523961661346
199505,0.21470807539579306
199506,-0.10393338259535045
199507,0.11620181660621998
199508,0.03822322939674705
199509,-0.004985882514978335
199510,-0.009281255179271697
199511,-0.10512799039723086
199512,-0.12075053439949335
199601,-0.023461636317377188
199602,0.031142771893182264
199603,-0.046264870238952316
199604,0.20299888733861993
199605,-0.10102237492667399
199606,0.24893237052566186
199607,0.026932201273567324
199608,-0.016084162445181405
199609,0.07697985091150628
199610,0.10008447372867035
199611,0.10454783622229114
199612,-0.13216993006331212
199701,0.05544493796906114
199702,0.07270533144925895
199703,0.18188606274111874
199704,0.12048686759870408
199705,-0.08079305362839206
199706,-0.04033557974240487
199707,-0.05266342861692819
199708,0.024680065455460864
199709,-0.10357221627715096
199710,0.07239938221132003
199711,-0.03516881709505926
199712,0.04968441779918775
199801,0.018294003030959072
199802,-0.04090652548907392
199803,0.03866336881862398
199804,0.08048288120189495
199805,0.04297697793873101
199806,-0.055804279620685904
199807,-0.03399938382993695
199808,-0.12539444769718588
199809,0.08786870897155374
199810,-0.022813932393054737
199811,0.024709815744292873
199812,-0.08190552441953558
199901,-0.008917965201593159
199902,-0.03673397251800481
199903,0.06034940575384096
199904,-0.03258880795387853
199905,0.14133285752520286
199906,0.31646536273669446
199907,-0.046091623332916276
199908,0.012476198772914504
199909,-0.03508987480188219
199910,-0.04059991200270374
199911,-0.04445539477802263
199912,-0.0476595329519085
200001,0.12150304305576864
200002,0.07737018046549027
200003,0.04628063629336454
200004,0.020421545146896314
200005,0.02509509406602195
200006,0.014506479771432046
200007,0.055328980307076
200008,-0.002871224118282556
200009,-0.0492695916183461
200010,0.025736505462666148
200011,0.05585187753686749
200012,0.00018812588033267907
200101,-0.0055222019479364
200102,-0.053467642582795794
200103,0.07849412965798885
200104,0.0008170204727384611
200105,0.04451174353386267
200106,0.0006586783123398998
200107,-0.13515521908116068
200108,-0.04731902162339041
200109,-0.03649069170715735
200110,-0.043575501237168246
200111,0.03287735988418472
200112,-0.06000970846063791
200201,-0.09237106627400393
200202,0.02015281885211917
200203,0.05414286934861634
200204,0.043628717858863686
200205,-0.09230658674028513
200206,0.14733322297632845
200207,-0.04878217348484415
200208,0.01004211993575943
200209,-0.05084196502514493
200210,-0.04410132842966297
200211,-0.04856107948891453
200212,-0.051940252648338237
200301,0.11308936271271963
200302,0.008511376294883188
200303,-0.0006615594278833736
200304,0.005578321216126891
200305,0.034984044439191564
200306,-0.05828300559572619
200307,-0.005910388281544443
200308,-0.03690559239266633
200309,-0.039477289493097145
200310,-0.013102034841165344
200311,0.03768344126908674
200312,0.07030049116686077
200401,0.06565866337960236
200402,0.02724067089810811
200403,0.03901635823459926
200404,-0.08546979154128775
200405,-0.027938999019136213
200406,-0.10054256987837173
200407,-0.0085824631669289
200408,-0.028815816134541428
200409,0.04173037479022934
200410,-0.05383077661624891
200411,0.01753866703094875
200412,-0.055499209497956725
200501,-0.054696299116420044
200502,0.09794031105506518
200503,-0.09500861903849833
200504,-0.017977413861755
200505,-0.08605745205148962
200506,0.020130047847793264
200507,0.005309520936406464
200508,0.07388252678241591
200509,-0.00695196356449268
200510,-0.05274471902710487
200511,0.006943426645170669
200512,0.056681046251296774
200601,0.0809104031343435
200602,0.028527315914489204
200603,-0.0006542739483509363
200604,0.10898758739643322
200605,0.13428565504944734
200606,0.019845456707752174
200607,-0.038502125427023026
200608,0.024079425057420112
200609,0.05652755839050805
200610,0.03950479034465593
200611,0.1417375508516978
200612,0.2702286959535485
200701,0.021310832456683748
200702,0.04964278037459802
200703,0.10662449603781465
200704,0.20167741249268745
200705,0.043604016313097516
200706,-0.07278741357510876
200707,0.17651563194859254
200708,0.162641436295466
200709,0.056016037186797485
200710,0.04776441897415418
200711,-0.18517663666134798
200712,0.08742270427565235
200801,-0.16744729344729337
200802,-0.009049165384834468
200803,-0.19681985336632968
200804,0.0670397679337087
200805,-0.08194288464623789
200806,-0.20141848111610527
200807,0.01186952274019748
200808,-0.12855231877630846
200809,-0.036417178120287
200810,-0.23754184326472283
200811,0.09184483241527408
200812,-0.024081597650262077
200901,0.07660274091140185
200902,0.03720874644569805
200903,0.14857010110200708
200904,0.04056732941897878
200905,0.05880909964651804
200906,0.10903912456903009
200907,0.15656385903185233
200908,-0.22216002029337933
200909,0.049170117433007254
200910,0.054828476161302486
200911,0.08912612225698924
200912,0.02697536241875742
201001,-0.0913321680978798
201002,0.023670326058154556
201003,0.017039525549474632
201004,-0.07754673144961477
201005,-0.08123770535381991
201006,-0.06959142821674646
201007,0.1017356252219137
201008,0.0011343761500259841
201009,0.005531890725279487
201010,0.1109855477855477
201011,-0.05581390677259623
201012,-0.0008752766372298604
201101,-0.012260514700937586
201102,0.039347851753265495
201103,0.007511320313252634
201104,-0.0071509439109558315
201105,-0.05771575574186605
201106,0.009141195297143634
201107,-0.02388152451559522
201108,-0.04827678243752709
201109,-0.08194412016499353
201110,0.044505475904328184
201111,-0.04771602192357771
201112,-0.08069450946298395
201201,0.036442133815551614
201202,0.06137050002840816
201203,-0.06449505744607842
201204,0.06124365043865665
201205,-0.02017694582582974
201206,-0.06227404117612356
201207,-0.058492069175409056
201208,-0.025788401880364575
201209,0.02022182881622836
201210,-0.007660023502889746
201211,-0.04342953208181566
201212,0.14761916803641428
201301,0.0418910596590536
201302,-0.004971797039635462
201303,-0.05409931741480378
201304,-0.023122191023835503
201305,0.05980338864371326
201306,-0.13955247564352824
201307,0.014145544992599124
201308,0.048760008396557586
201309,0.033544192501271386
201310,-0.013946314287029749
201311,0.03767500981363425
201312,-0.039552997567086634
201401,-0.037426673547556355
201402,0.016802484275485696
201403,-0.009146816888230491
201404,-0.002284588872476623
201405,0.008421604407125027
201406,0.004477245978815159
201407,0.0732929671122553
201408,0.01049599620813324
201409,0.06474395643498343
201410,0.021785204637377653
201411,0.10622129126429769
201412,0.20171488862140197
201501,-0.014812973550234254
201502,0.051509780378255154
201503,0.12457692215367633
201504,0.18496721215257939
201505,0.03836679920924757
201506,-0.07681250134898887
201507,-0.13061234175337844
201508,-0.11314000868605445
201509,-0.03326651529689684
201510,0.07176330056050717
201511,0.03230484362921637
201512,0.028102160095746065
201601,-0.22592101431039513
201602,-0.015745263605006277
201603,0.11737180011754278
201604,-0.019609020750127604
201605,-0.008083961651345617
201606,0.0042712921858663044
201607,0.016215294358414623
201608,0.038203872878076695
201609,-0.025700722447762003
201610,0.026495964190884846
201611,0.04783567509011322
201612,-0.047095052854901676
201701,0.01734448412557854
201702,0.02583795346953255
201703,-0.005419635995518646
201704,-0.02503353257140739
201705,-0.009548078786742686
201706,0.027026592288043272
201707,0.02538533834586465
201708,0.026398971405186433
201709,-0.005065374525770938
201710,-0.0029119224270917066
201711,-0.022622474565184625
201712,-0.0023950939787820147
201801,0.0503314695401067
201802,-0.06302983611552693
201803,-0.020460018113870104
201804,-0.02762021339020382
201805,0.002610602414321317
201806,-0.07693654266958427
201807,0.012253746155308054
201808,-0.054556619057696265
201809,0.03863569430128111
201810,-0.05976063954685518
201811,-0.011020125867873154
201812,-0.0578853324166172
201901,0.03470543020481376
201902,0.1321012556875485
201903,0.046154887625236896
201904,-0.010708110783311686
201905,-0.02882337765895082
201906,0.02658404957025806
201907,-0.03045341232948262
201908,-0.011849290446274252
201909,0.006321572322251168
201910,0.00801855624690262
201911,-0.017904894779676828
201912,0.061114300126980936
202001,-0.02928898947931413
202002,0.06022011999852772
202003,-0.0513949870831335
202004,0.04247796642294266
202005,0.007317340189219479
202006,0.03924497555676254
202007,0.10659004138834849
202008,0.019056593581379122
202009,-0.05064990235239264
202010,-0.011671637124878509
202011,0.050496791298099586
202012,0.02480975157790377
202101,0.0024146108418618972
202102,0.009177003137609052
202103,-0.025363303770657097
202104,0.0005950981331337424
202105,0.04916034787453527
202106,-0.004821814554120785
202107,-0.05643304495146573
202108,0.04674084160097358
202109,0.006856910665459015
202110,-0.01710957609813002
202111,0.00948617720371625
202112,0.021867603996754692
202201,-0.0788430182371237
202202,0.016007582693616795
202203,-0.06313375737463134
202204,-0.05799973413052961
202205,0.04649818546069584
