date,market
202206,0.06885262399793679
202207,-0.04323787004523194
202208,-0.01370040226450897
202209,-0.053855105833182204
202210,-0.044090731894256274
202211,0.08685635454388696
202212,-0.030969356867493136
202301,0.054464600924369444
202302,0.005336889215866725
202303,-0.0019151362857333654
202304,0.014014414128530994
202305,-0.030824320727783072
202306,0.0018490996980742302
202307,0.025514464844383022
202308,-0.0513506610394191
202309,-0.0049711774076941495
202310,-0.026203225806451624
202311,-0.0028010190311303917
202312,-0.017315473929344183
202401,-0.061972295292621715
202402,0.08716674719299644
202403,0.009074861803292755
202404,0.018300962276403654
202405,-0.0145889398597292
202406,-0.0384253948502582
202407,-0.008936851867464846
202408,-0.0333013618491762
202409,0.1779970695712041
202410,-0.1073862399303287
202411,0.01553312695766862
202412,0.006994183531221498
202501,-0.02907459512416599
202502,0.015516060376250751
202503,0.002208268236990829
202504,-0.018463141068814637
202505,0.015853121917912105
202506,0.03124485414976319
202507,0.03696040164255554
202508,0.08117962256113609
202509,0.003367142580270155
202510,0.014488329558193236
202511,-0.01656011006352931
202512,0.019164349123442337
202601,0.0328520154402967
202602,-0.003463481472947838
