date,income
202012,0.9771282
202101,1.061811
202102,0.9960331
202103,1.0294564
202104,1.1567982
202105,1.2232745
202106,1.2761544
202107,1.1825489
202108,1.4801281
202109,1.414959
202110,1.5029434
202111,1.7097801
202112,1.6209005
202201,1.5352956
202202,1.7657125
202203,1.6981536
202204,1.3627362
202205,1.6379118
202206,1.7766762
202207,1.8352741
202208,1.8528377
202209,1.7989667
202210,2.0040001
202211,2.2153583
202212,2.1266853
202301,2.385168
202302,2.5501257
202303,2.4900204
202304,2.304034
202305,2.4582752
202306,2.5850826
202307,2.7017789
202308,2.666442
202309,2.7949937
202310,2.8288733
202311,2.8741322
202312,3.0373846
202401,2.5274556
202402,2.5208346
202403,2.5214158
202404,2.6580755
202405,2.6198869
202406,2.2291993
202407,2.2378864
202408,2.1751776
202409,2.610552
202410,2.6010974
202411,2.6031496
202412,2.6040797
202501,2.5134345
202502,2.5222913
202503,2.3060855
202504,2.2750817
202505,3.1412458
202506,3.0470208
202507,2.9305908
202508,3.4830075
202509,3.8270769
202510,4.2934512
202511,4.4829687
202512,4.2271791
