date,code,income
202012,000737,0.2513227513227514
202012,000913,-0.001687051876845147
202012,002430,0.08454810495626819
202012,002729,-0.04535147392290251
202012,600595,-0.09727626459143968
202012,601799,0.061286971734733076
202012,601882,0.033033033033033066
202012,603223,-0.17173524150268338
202012,603730,-0.09620596205962062
202012,603896,-0.2459893048128342
202101,000596,-0.10989010989010983
202101,000902,0.19594594594594583
202101,000913,-0.009294465568229882
202101,002430,-0.09869431643625193
202101,002833,0.008488063660477385
202101,600309,0.2508155128669809
202101,600346,0.4233373158104341
202101,600595,0.09913793103448265
202101,600809,-0.002456710385545069
202101,601100,0.03813443072702327
202102,002493,-0.0166591625393967
202102,600132,-0.11049813402563691
202102,600309,0.18352168453588336
202102,600346,-0.06883044208170119
202102,600436,-0.003674176776429783
202102,600486,-0.06960839422896747
202102,600763,-0.12860115606936418
202102,600809,-0.17398212512413114
202102,601100,-0.19529598308668084
202102,603833,0.013818285959762422
202103,600019,0.09807355516637473
202103,600238,0.05454545454545445
202103,600346,-0.20462740384615385
202103,600595,0.11151079136690645
202103,601100,-0.06075533661740551
202103,601113,0.06600660066006614
202103,601898,0.3945578231292517
202103,603225,-0.1553294054633102
202103,603277,-0.05510752688172049
202103,603833,0.04293785310734477
202104,000708,0.007849978194504947
202104,000923,-0.050420168067226934
202104,600238,0.6655172413793105
202104,600408,0.1333333333333333
202104,600595,0.04854368932038855
202104,600917,-0.27626811594202894
202104,601898,0.2073170731707319
202104,603225,0.06848446417247955
202104,603260,0.3746928746928746
202104,603877,0.017161716171617103
202105,000301,0.15796703296703285
202105,000898,-0.10526315789473673
202105,600215,-0.0966810966810967
202105,600280,-0.02195121951219514
202105,600595,0.05246913580246915
202105,600696,0.42242242242242245
202105,601600,0.19999999999999996
202105,601898,0.036363636363636376
202105,603177,0.1106927710843375
202105,603991,0.015017188348109167
202106,000301,0.21886120996441294
202106,000898,0.034313725490195957
202106,600084,0.28767123287671237
202106,600163,0.015151515151515138
202106,600280,-0.16209476309226933
202106,600436,0.17466898488698668
202106,600515,-0.16149068322981375
202106,601898,0.02144249512670582
202106,603882,0.05818082491122656
202106,603991,-0.10926916221033878
202107,000898,0.13744075829383884
202107,002088,-0.03903903903903905
202107,600241,-0.09487951807228912
202107,600436,-0.18740749174541715
202107,600595,0.02840909090909083
202107,601828,-0.14974619289340096
202107,601898,0.022900763358778553
202107,603177,-0.15716272600834502
202107,603277,-0.21423047177107502
202107,603877,-0.0828975401898121
202108,000898,0.1395833333333334
202108,002088,0.33437499999999987
202108,002219,0.03167420814479627
202108,600188,0.802784222737819
202108,600241,0.3128119800332778
202108,600595,0.08287292817679548
202108,601600,0.3339416058394158
202108,601898,0.2350746268656716
202108,603055,0.33892215568862283
202108,603300,-0.3429438543247344
202109,000825,-0.0423728813559322
202109,000898,-0.16270566727605118
202109,000983,0.03896103896103886
202109,002049,-0.07606983046574645
202109,002129,-0.15197568389057747
202109,600188,0.2277992277992278
202109,600241,-0.0291508238276299
202109,600608,-0.04721753794266437
202109,600610,0.00216216216216214
202109,601633,-0.20896445131375585
202110,002049,-0.02025920873124143
202110,002102,0.23749999999999982
202110,600188,-0.34486373165618445
202110,600241,0.0
202110,600595,-0.047085201793722
202110,600721,0.2947976878612715
202110,601633,0.30676045330207113
202110,603032,0.23669092301800077
202110,603518,-0.15204678362573099
202110,603659,0.03413551800648573
202111,000733,0.1728138013087448
202111,600241,0.42819843342036545
202111,600609,0.09104938271604945
202111,600760,-0.03422703936109539
202111,601633,-0.12171052631578938
202111,603032,0.5558996593372563
202111,603260,-0.06474017115217656
202111,603315,0.1440643863179074
202111,603596,0.22059171597633132
202111,603659,0.023931341805578432
202112,000707,0.03235294117647047
202112,002346,-0.03001071811361189
202112,002906,-0.1255904870500082
202112,600301,-0.07326007326007322
202112,601882,-0.07114308553157478
202112,603032,0.14012738853503182
202112,603055,-0.12107367218732157
202112,603260,-0.14825619944304458
202112,603315,-0.036581076327822704
202112,603596,-0.05390731045181307
202201,002200,-0.008784773060029338
202201,002534,-0.13927307816018009
202201,601882,-0.06755593803786564
202201,603032,-0.09148044692737434
202201,603055,-0.12020792722547113
202201,603315,-0.07849580138736778
202201,603380,-0.08172160174339416
202201,603596,0.10903873744619808
202201,603800,-0.07681228996639455
202201,603908,-0.013513513513513487
202202,002058,0.07048458149779746
202202,002200,0.08271787296898081
202202,002729,-0.059843885516045026
202202,002779,0.4615384615384617
202202,600191,0.11661807580174921
202202,600506,0.045454545454545414
202202,600721,0.20305980528511824
202202,603177,0.12416481069042318
202202,603800,0.4144565782631304
202202,603908,-0.041856925418569335
202203,002058,-0.05843621399176957
202203,002729,-0.04704797047970477
202203,600721,-0.003468208092485714
202203,603090,0.1952861952861955
202203,603177,0.08122833085685977
202203,603192,-0.12616487455197134
202203,603268,-0.03859928372463184
202203,603800,-0.018014705882352877
202203,603895,-0.1979993101069334
202203,603917,-0.18900729108244518
202204,002058,-0.1923076923076923
202204,600463,-0.2811203319502076
202204,600721,-0.1264501160092807
202204,603032,-0.052090472926662135
202204,603090,-0.0523138832997988
202204,603192,-0.28753076292042656
202204,603268,-0.26407284768211914
202204,603800,-0.26095095469861485
202204,603895,-0.22752688172043012
202204,603922,-0.24762437115707092
202205,002779,0.3294203961848863
202205,600191,0.16430020283975666
202205,600599,0.09859154929577474
202205,603090,0.045010615711252644
202205,603177,0.316147859922179
202205,603268,0.12035995500562424
202205,603333,-0.045861297539149914
202205,603868,0.10057100755203541
202205,603895,0.7071269487750556
202205,603928,0.1196236559139785
202206,000020,0.19286510590858397
202206,002836,0.07117437722419928
202206,600421,0.07821782178217829
202206,600599,-0.07790927021696259
202206,601068,-0.07157894736842108
202206,603103,0.2588878760255242
202206,603268,-0.030120481927710885
202206,603848,0.3751044277360067
202206,603868,0.18744769874476996
202206,603895,-0.08773646444879324
202207,002569,0.13770491803278695
202207,002901,-0.11432291666666672
202207,600265,0.175187969924812
202207,600671,0.060927152317880706
202207,603268,-0.026397515527950444
202207,603326,0.007385524372230501
202207,603499,0.04621072088724576
202207,603685,0.031093279839518484
202207,603933,0.07518796992481191
202207,603956,-0.031924882629107976
202208,002778,0.0007745933384972759
