日期,代码,名称,开盘,收盘,最高,最低,成交量,成交额,上涨家数,下跌家数
2005-01-31,399701,深证F60,1108.61,1083.01,1121.02,1052.24,249812.0,16934341632.0,0,0
2005-02-28,399701,深证F60,1082.67,1185.37,1203.66,1082.67,347594.0,23412123648.0,0,0
2005-03-31,399701,深证F60,1184.26,1083.57,1193.63,1066.12,449904.0,34613776384.0,0,0
2005-04-29,399701,深证F60,1083.43,1075.9,1156.81,1059.08,535137.0,40717660160.0,0,0
2005-05-31,399701,深证F60,1078.36,963.76,1078.36,951.76,279743.0,18031243264.0,0,0
2005-06-30,399701,深证F60,963.82,965.27,1036.88,910.29,646283.0,40948588544.0,0,0
2005-07-29,399701,深证F60,961.61,980.05,996.59,903.76,497186.0,27651846144.0,0,0
2005-08-31,399701,深证F60,979.22,1025.36,1066.19,975.18,909555.0,49581625344.0,0,0
2005-09-30,399701,深证F60,1025.04,1013.72,1083.05,996.22,647954.0,33818750976.0,0,0
2005-10-31,399701,深证F60,1012.81,968.87,1023.29,951.6,348150.0,19511734272.0,0,0
2005-11-30,399701,深证F60,970.86,973.71,986.0,937.72,431410.0,22826444800.0,0,0
2005-12-30,399701,深证F60,973.21,1045.96,1058.84,961.79,570279.0,29568499712.0,0,0
2006-01-25,399701,深证F60,1047.91,1162.52,1162.52,1047.91,699623.0,40268664832.0,0,0
2006-02-28,399701,深证F60,1164.98,1231.99,1244.13,1164.98,728978.0,45416685568.0,0,0
2006-03-31,399701,深证F60,1215.52,1246.81,1262.31,1154.39,846944.0,47660843008.0,0,0
2006-04-28,399701,深证F60,1251.24,1331.75,1350.98,1251.24,1571526.0,96692289536.0,0,0
2006-05-31,399701,深证F60,1338.21,1569.74,1601.06,1338.21,2199257.0,140397756416.0,0,0
2006-06-30,399701,深证F60,1569.79,1583.41,1619.64,1442.83,1544017.0,98254118912.0,0,0
2006-07-31,399701,深证F60,1590.06,1441.56,1626.84,1441.56,1231286.0,88183619584.0,0,0
2006-08-31,399701,深证F60,1441.56,1496.17,1503.11,1362.61,744079.0,51238850560.0,0,0
2006-09-29,399701,深证F60,1493.01,1527.91,1531.58,1458.21,793599.0,55445897216.0,0,0
2006-10-31,399701,深证F60,1542.25,1647.1,1647.1,1542.25,933486.0,66872328192.0,0,0
2006-11-30,399701,深证F60,1649.75,1933.13,1933.68,1609.25,1740132.0,136918441984.0,0,0
2006-12-29,399701,深证F60,1942.32,2185.18,2194.49,1929.42,2054653.0,178467602432.0,0,0
