日期,代码,名称,开盘,收盘,最高,最低,成交量,成交额,上涨家数,下跌家数
2005-01-31,000110,380金融,799.08,796.65,857.9,789.03,26783.0,1807560448.0,0,0
2005-02-28,000110,380金融,793.51,867.89,892.59,793.51,23540.0,1627147520.0,0,0
2005-03-31,000110,380金融,867.41,741.07,887.68,727.35,33812.0,2253342976.0,0,0
2005-04-29,000110,380金融,739.61,675.91,779.64,660.7,22702.0,1291831424.0,0,0
2005-05-31,000110,380金融,676.16,632.33,676.16,615.63,13587.0,683483264.0,0,0
2005-06-30,000110,380金融,630.24,636.53,690.55,605.03,38954.0,1674002432.0,0,0
2005-07-29,000110,380金融,637.23,602.65,637.23,548.04,67790.0,2129656832.0,0,0
2005-08-31,000110,380金融,603.16,684.92,714.33,601.32,145539.0,4941783552.0,0,0
2005-09-30,000110,380金融,687.84,697.57,757.53,680.97,150682.0,5341649920.0,0,0
2005-10-31,000110,380金融,697.96,645.9,710.46,636.98,57578.0,1990770048.0,0,0
2005-11-30,000110,380金融,645.13,651.66,671.55,627.68,52869.0,1723761536.0,0,0
2005-12-30,000110,380金融,652.24,671.77,679.79,619.23,46525.0,1510352128.0,0,0
2006-01-25,000110,380金融,671.6,739.96,740.81,671.6,45771.0,1799688064.0,0,0
2006-02-28,000110,380金融,740.84,786.38,798.64,740.77,58649.0,2495675392.0,0,0
2006-03-31,000110,380金融,789.01,839.59,846.63,746.15,79358.0,3286693120.0,0,0
2006-04-28,000110,380金融,847.4,913.07,921.87,842.67,113483.0,4933524992.0,0,0
2006-05-31,000110,380金融,912.28,1080.22,1106.4,912.28,208340.0,9065287680.0,0,0
2006-06-30,000110,380金融,1084.09,1175.98,1179.84,1043.42,232115.0,10915598336.0,0,0
2006-07-31,000110,380金融,1178.8,1218.81,1293.48,1131.22,169512.0,9388828672.0,0,0
2006-08-31,000110,380金融,1218.15,1308.49,1308.72,1128.89,143051.0,8606986240.0,0,0
2006-09-29,000110,380金融,1304.88,1398.08,1400.27,1264.45,158216.0,9989894144.0,0,0
2006-10-31,000110,380金融,1413.52,1264.28,1413.52,1228.78,98044.0,6007405568.0,0,0
2006-11-30,000110,380金融,1265.67,1389.02,1395.27,1175.45,152132.0,8956956672.0,0,0
2006-12-29,000110,380金融,1389.8,1491.76,1504.52,1299.23,197088.0,12516412416.0,0,0
2007-01-31,000110,380金融,1503.56,1807.23,1905.93,1480.77,239877.0,15559355392.0,0,0
2007-02-28,000110,380金融,1825.05,2227.99,2298.11,1767.91,166809.0,12847700992.0,0,0
2007-03-30,000110,380金融,2262.39,2662.15,2783.41,2159.0,272389.0,24394133504.0,0,0
2007-04-30,000110,380金融,2676.64,3874.95,3903.27,2676.64,319105.0,38701453312.0,0,0
2007-05-31,000110,380金融,3874.95,4363.46,4906.31,3808.11,341747.0,54755516416.0,0,0
2007-06-29,000110,380金融,4367.5,3819.23,4975.02,3368.09,378208.0,62125453312.0,0,0
2007-07-31,000110,380金融,3815.95,5160.05,5251.93,3600.48,279082.0,43082702848.0,0,0
2007-08-31,000110,380金融,5185.82,5871.58,5894.5,5047.61,352635.0,61066137600.0,0,0
2007-09-28,000110,380金融,5952.39,5689.26,6119.22,5272.84,222668.0,40787292160.0,0,0
2007-10-31,000110,380金融,5746.85,5471.98,6071.68,4871.94,140262.0,26038882304.0,0,0
2007-11-30,000110,380金融,5480.13,4309.92,5650.5,4214.3,90204.0,15181578240.0,0,0
