日期,代码,名称,开盘,收盘,最高,最低,成交量,成交额,上涨家数,下跌家数
2016-12-30,000869,HK银行(HKD),2930.35,2866.66,2950.14,2788.06,967113.0,64251781120.0,0,0
2017-01-26,000869,HK银行(HKD),2869.37,3048.52,3054.21,2853.42,1053774.0,73539665920.0,0,0
2017-02-28,000869,HK银行(HKD),3028.82,3128.85,3269.83,2999.93,2241692.0,152902713344.0,0,0
2017-03-31,000869,HK银行(HKD),3139.78,3130.39,3205.08,3041.85,1917487.0,125960855552.0,0,0
2017-04-28,000869,HK银行(HKD),3127.47,3110.43,3139.7,2998.17,1247942.0,83781197824.0,0,0
2017-05-31,000869,HK银行(HKD),3123.87,3231.34,3245.23,3064.34,1550725.0,115297394688.0,0,0
2017-06-30,000869,HK银行(HKD),3239.21,3252.91,3293.1,3152.98,1816287.0,139366629376.0,0,0
2017-07-31,000869,HK银行(HKD),3230.38,3420.28,3421.05,3176.47,1982634.0,151129522176.0,0,0
2017-08-31,000869,HK银行(HKD),3420.15,3504.92,3550.54,3294.75,2694127.0,196887412736.0,0,0
2017-09-29,000869,HK银行(HKD),3506.45,3397.11,3514.98,3382.5,1746281.0,130731819008.0,0,0
2017-10-31,000869,HK银行(HKD),3560.2,3511.99,3598.45,3490.51,1599178.0,118894542848.0,0,0
2017-11-30,000869,HK银行(HKD),3513.21,3500.49,3560.72,3410.92,2049827.0,161696088064.0,0,0
2017-12-29,000869,HK银行(HKD),3504.35,3579.47,3582.53,3422.7,1702993.0,137918316544.0,0,0
2018-01-31,000869,HK银行(HKD),3591.24,4126.13,4275.05,3591.24,4327067.0,329119367168.0,0,0
2018-02-28,000869,HK银行(HKD),4169.87,3846.93,4218.43,3651.13,2890080.0,241248927744.0,0,0
2018-03-29,000869,HK银行(HKD),3796.65,3755.41,3989.36,3697.87,2370938.0,189430530048.0,0,0
2018-04-27,000869,HK银行(HKD),3730.61,3790.84,3839.2,3680.68,1495496.0,120224284672.0,0,0
2018-05-31,000869,HK银行(HKD),3896.91,3711.8,3937.5,3667.42,1678450.0,134628761600.0,0,0
2018-06-29,000869,HK银行(HKD),3722.51,3479.71,3844.93,3396.22,2100792.0,153877905408.0,0,0
2018-07-31,000869,HK银行(HKD),3404.67,3493.03,3516.56,3277.53,2094490.0,143011889152.0,0,0
2018-08-31,000869,HK银行(HKD),3506.56,3396.66,3526.78,3312.96,1820741.0,135736999936.0,0,0
2018-09-28,000869,HK银行(HKD),3385.29,3390.54,3438.69,3188.41,1454546.0,104991285248.0,0,0
2018-10-31,000869,HK银行(HKD),3274.43,3113.61,3280.13,3059.97,1696010.0,124330819584.0,0,0
2018-11-30,000869,HK银行(HKD),3131.27,3243.35,3284.69,3096.15,1579108.0,114281521152.0,0,0
2018-12-28,000869,HK银行(HKD),3309.58,3094.57,3326.03,3065.52,1226018.0,88092860416.0,0,0
2019-01-31,000869,HK银行(HKD),3128.9,3363.35,3378.38,3034.98,1749294.0,123848990720.0,0,0
2019-02-28,000869,HK银行(HKD),3381.69,3408.13,3478.48,3306.24,1528499.0,122561945600.0,0,0
2019-03-29,000869,HK银行(HKD),3423.54,3352.04,3492.2,3321.69,1872498.0,139925831680.0,0,0
2019-04-30,000869,HK银行(HKD),3381.16,3465.41,3544.91,3381.16,1800719.0,131228672000.0,0,0
2019-05-31,000869,HK银行(HKD),3441.22,3197.47,3447.29,3184.51,2388948.0,153926533120.0,0,0
2019-06-28,000869,HK银行(HKD),3188.89,3248.76,3320.7,3155.0,1813266.0,122913751040.0,0,0
2019-07-31,000869,HK银行(HKD),3255.52,3121.21,3267.35,3119.67,1156903.0,82543157248.0,0,0
2019-08-30,000869,HK银行(HKD),3098.42,2879.96,3118.17,2820.18,2055249.0,147156762624.0,0,0
2019-09-30,000869,HK银行(HKD),2860.88,2993.13,3102.55,2852.85,1482803.0,108366143488.0,0,0
