日期,代码,名称,开盘,收盘,最高,最低,成交量,成交额,上涨家数,下跌家数
2013-01-31,399293,创业大盘,1005.52,1077.55,1104.2,978.42,404966.0,74438680576.0,0,0
2013-02-28,399293,创业大盘,1074.96,1188.76,1191.2,1064.62,278450.0,54448349184.0,0,0
2013-03-29,399293,创业大盘,1187.41,1201.84,1247.03,1129.9,353763.0,74199629824.0,0,0
2013-04-26,399293,创业大盘,1201.18,1239.39,1298.34,1130.05,287835.0,61909458944.0,0,0
2013-05-31,399293,创业大盘,1232.84,1497.3,1523.47,1232.84,624751.0,139459264512.0,0,0
2013-06-28,399293,创业大盘,1499.49,1420.81,1542.28,1294.71,454220.0,97806909440.0,0,0
2013-07-31,399293,创业大盘,1416.48,1614.78,1709.65,1416.48,684283.0,164192862208.0,0,0
2013-08-30,399293,创业大盘,1621.31,1683.44,1777.22,1595.15,558219.0,139017207808.0,0,0
2013-09-30,399293,创业大盘,1674.58,1949.55,1950.02,1674.58,472743.0,136349810688.0,0,0
2013-10-31,399293,创业大盘,1968.78,1730.47,2043.28,1709.1,571373.0,167598702592.0,0,0
2013-11-29,399293,创业大盘,1715.82,1927.97,1927.97,1672.96,559951.0,146851610624.0,0,0
2013-12-31,399293,创业大盘,1817.4,1868.71,1873.64,1691.65,725155.0,174417952768.0,0,0
2014-01-30,399293,创业大盘,1861.32,2152.88,2171.53,1861.32,483933.0,125695385600.0,0,0
2014-02-28,399293,创业大盘,2140.7,2082.2,2262.26,2032.1,426036.0,115260596224.0,0,0
2014-03-31,399293,创业大盘,2077.12,1951.78,2164.11,1951.78,339215.0,94032912384.0,0,0
2014-04-30,399293,创业大盘,1949.66,1920.63,2047.56,1872.02,267619.0,72803368960.0,0,0
2014-05-30,399293,创业大盘,1918.2,1929.34,1976.7,1785.53,305984.0,69797568512.0,0,0
2014-06-30,399293,创业大盘,1932.15,2051.41,2051.41,1902.93,540639.0,106539122688.0,0,0
2014-07-31,399293,创业大盘,2053.18,1936.84,2083.25,1819.14,784820.0,146946179072.0,0,0
2014-08-29,399293,创业大盘,1924.11,2044.56,2105.92,1910.25,819762.0,153962102784.0,0,0
2014-09-30,399293,创业大盘,2051.96,2202.07,2202.12,2051.96,977874.0,193136410624.0,0,0
2014-10-31,399293,创业大盘,2208.53,2146.95,2233.28,2082.95,737078.0,149961113600.0,0,0
2014-11-28,399293,创业大盘,2150.08,2269.41,2289.08,2045.5,828312.0,172150571008.0,0,0
2014-12-31,399293,创业大盘,2262.97,2148.06,2444.29,2119.3,1341770.0,308894957568.0,0,0
2015-01-30,399293,创业大盘,2139.83,2448.96,2554.12,2098.38,942600.0,237417562112.0,0,0
2015-02-27,399293,创业大盘,2417.66,2728.2,2728.2,2417.66,737548.0,186629865472.0,0,0
2015-03-31,399293,创业大盘,2755.44,3310.61,3361.12,2721.22,1528095.0,456955297792.0,0,0
2015-04-30,399293,创业大盘,3317.51,4133.21,4185.29,3317.51,1616002.0,564763557888.0,0,0
2015-05-29,399293,创业大盘,4182.61,4946.39,5172.91,3997.46,1554518.0,675555901440.0,0,0
2015-06-30,399293,创业大盘,5027.9,4163.55,5690.55,3619.48,1839593.0,745933635584.0,0,0
2015-07-31,399293,创业大盘,4105.87,3811.55,4425.39,3344.57,2392923.0,677027053568.0,0,0
2015-08-31,399293,创业大盘,3726.88,3044.32,4095.38,2828.07,1979199.0,499123355648.0,0,0
2015-09-30,399293,创业大盘,2966.22,3144.61,3203.76,2727.2,1517357.0,316316549120.0,0,0
2015-10-30,399293,创业大盘,3235.1,3593.93,3755.56,3235.1,1617991.0,402071486464.0,0,0
2015-11-30,399293,创业大盘,3504.51,3909.83,4211.1,3504.51,2381218.0,637837901824.0,0,0
2015-12-31,399293,创业大盘,3890.17,3949.24,4152.6,3768.17,1751005.0,494624800768.0,0,0
2016-01-29,399293,创业大盘,3937.55,2868.56,3937.55,2731.15,1330074.0,337992351744.0,0,0
2016-02-29,399293,创业大盘,2852.71,2688.27,3246.65,2688.27,971355.0,232566603776.0,0,0
2016-03-31,399293,创业大盘,2685.8,3237.98,3291.86,2676.65,1728569.0,427758616576.0,0,0
2016-04-29,399293,创业大盘,3209.03,3081.95,3388.6,3036.71,1358927.0,319813025792.0,0,0
2016-05-31,399293,创业大盘,3088.41,3077.26,3217.58,2871.4,1092978.0,214446391296.0,0,0
2016-06-30,399293,创业大盘,3087.93,3255.54,3282.19,2956.65,1663149.0,323963322368.0,0,0
2016-07-29,399293,创业大盘,3266.32,3146.51,3355.22,3134.71,1518185.0,312630411264.0,0,0
2016-08-31,399293,创业大盘,3129.99,3210.67,3257.87,3089.9,1036774.0,204120244224.0,0,0
2016-09-30,399293,创业大盘,3211.43,3178.83,3283.75,3123.95,854295.0,169166028800.0,0,0
2016-10-31,399293,创业大盘,3209.52,3180.09,3268.49,3166.08,773603.0,152826593280.0,0,0
2016-11-30,399293,创业大盘,3184.7,3199.43,3223.62,3105.24,1274949.0,229551161344.0,0,0
2016-12-30,399293,创业大盘,3201.19,2896.71,3204.08,2856.95,960374.0,160694779904.0,0,0
2017-01-26,399293,创业大盘,2904.15,2817.18,2938.92,2716.07,688811.0,127068864512.0,0,0
2017-02-28,399293,创业大盘,2818.79,2878.29,2889.2,2797.37,679857.0,121715949568.0,0,0
2017-03-31,399293,创业大盘,2878.18,2843.12,2973.38,2827.01,1048075.0,231083212800.0,0,0
2017-04-28,399293,创业大盘,2864.64,2839.49,2924.29,2760.68,1056244.0,201093496832.0,0,0
2017-05-31,399293,创业大盘,2835.79,2716.51,2845.14,2656.51,1219226.0,199096074240.0,0,0
2017-06-30,399293,创业大盘,2699.76,2783.26,2804.29,2635.44,1456798.0,215140073472.0,0,0
2017-07-31,399293,创业大盘,2790.76,2683.63,2819.06,2528.98,1526641.0,232743550976.0,0,0
