日期,代码,名称,开盘,收盘,最高,最低,成交量,成交额,上涨家数,下跌家数
2005-02-28,399318,国证B指,974.51,1037.81,1056.6,965.13,83289.0,4010732032.0,0,0
2005-03-31,399318,国证B指,1037.17,1010.14,1090.88,995.66,145718.0,7811260416.0,0,0
2005-04-29,399318,国证B指,1010.82,995.44,1089.07,986.72,147551.0,7218869760.0,0,0
2005-05-31,399318,国证B指,995.4,902.82,1000.03,884.35,64000.0,3102168320.0,0,0
2005-06-30,399318,国证B指,903.48,861.22,931.85,827.15,147795.0,6161690624.0,0,0
2005-07-29,399318,国证B指,861.25,840.65,861.52,750.59,130756.0,4448748032.0,0,0
2005-08-31,399318,国证B指,842.3,873.73,952.6,842.3,224129.0,7483311104.0,0,0
2005-09-30,399318,国证B指,877.83,893.18,932.58,867.38,127453.0,3972979456.0,0,0
2005-10-31,399318,国证B指,894.59,768.07,894.59,751.93,68542.0,2330617088.0,0,0
2005-11-30,399318,国证B指,769.79,784.49,814.53,758.41,59409.0,2009958656.0,0,0
2005-12-30,399318,国证B指,783.36,795.83,798.03,762.74,62581.0,2231428608.0,0,0
2006-01-25,399318,国证B指,794.89,1045.39,1065.72,794.35,313602.0,10625050624.0,0,0
2006-02-28,399318,国证B指,1047.81,1055.39,1127.2,1025.51,227673.0,8565200896.0,0,0
2006-03-31,399318,国证B指,1055.18,1100.62,1120.93,986.68,181784.0,7492918272.0,0,0
2006-04-28,399318,国证B指,1098.54,1166.4,1222.93,1098.54,275906.0,11712851968.0,0,0
2006-05-31,399318,国证B指,1167.82,1242.53,1334.35,1167.82,315214.0,12994160640.0,0,0
2006-06-30,399318,国证B指,1228.51,1208.76,1269.21,1116.66,172325.0,6908720640.0,0,0
2006-07-31,399318,国证B指,1201.78,1183.62,1247.08,1172.6,131946.0,5434723840.0,0,0
2006-08-31,399318,国证B指,1179.65,1208.68,1219.03,1154.31,99409.0,4127254784.0,0,0
2006-09-29,399318,国证B指,1208.08,1358.45,1360.52,1176.01,356586.0,12066132992.0,0,0
2006-10-31,399318,国证B指,1370.18,1396.54,1397.1,1324.75,272502.0,10130797568.0,0,0
