日期,代码,名称,开盘,收盘,最高,最低,成交量,成交额,上涨家数,下跌家数
2007-07-31,399914,沪深300金融,5334.38,6621.35,6685.15,5028.53,2618867.0,444373958656.0,0,0
2007-08-31,399914,沪深300金融,6648.41,8154.19,8392.69,6443.88,4088480.0,760792481792.0,0,0
2007-09-28,399914,沪深300金融,8190.7,8143.59,8317.41,7460.62,2402817.0,504291098624.0,0,0
2007-10-31,399914,沪深300金融,8357.22,9259.79,9263.12,8212.88,2548268.0,494796832768.0,0,0
2007-11-30,399914,沪深300金融,9248.56,7617.951,9401.21,7268.88,1844994.0,396923240448.0,0,0
2007-12-28,399914,沪深300金融,7572.081,7732.171,8148.311,6998.751,1588305.0,360415854592.0,0,0
2008-01-31,399914,沪深300金融,7749.481,6474.401,8535.331,6336.481,2571674.0,612380442624.0,0,0
2008-02-29,399914,沪深300金融,6486.781,6281.811,7147.391,5898.981,1136973.0,259268280320.0,0,0
2008-03-31,399914,沪深300金融,6223.421,5545.271,6425.441,5120.401,1859939.0,403323682816.0,0,0
2008-04-30,399914,沪深300金融,5516.691,6064.871,6090.291,4593.151,2807074.0,535082401792.0,0,0
2008-05-30,399914,沪深300金融,6152.281,5149.681,6170.211,4921.201,2142004.0,416132005888.0,0,0
2008-06-30,399914,沪深300金融,5122.781,3985.531,5190.971,3865.851,1719805.0,267568791552.0,0,0
2008-07-31,399914,沪深300金融,3999.971,3988.341,4349.351,3573.501,3068772.0,399109488640.0,0,0
2008-08-29,399914,沪深300金融,3960.561,3723.411,4186.481,3345.711,1858618.0,217546473472.0,0,0
2008-09-26,399914,沪深300金融,3682.451,3210.271,3690.431,2482.751,2896961.0,285280862208.0,0,0
2008-10-31,399914,沪深300金融,3156.751,2434.561,3156.751,2290.971,3329130.0,317627760640.0,0,0
2008-11-28,399914,沪深300金融,2401.241,2577.141,2927.061,2341.071,4146372.0,369721180160.0,0,0
2008-12-31,399914,沪深300金融,2570.201,2577.811,3045.491,2528.211,4595251.0,416817381376.0,0,0
2009-01-23,399914,沪深300金融,2627.841,2941.121,3004.081,2607.221,2838021.0,252333178880.0,0,0
2009-02-27,399914,沪深300金融,2966.471,3076.541,3518.241,2917.671,6220671.0,605778739200.0,0,0
2009-03-31,399914,沪深300金融,3070.141,3625.841,3641.731,2994.561,6257623.0,655228403712.0,0,0
2009-04-30,399914,沪深300金融,3642.031,3734.951,3853.591,3501.761,5713017.0,627861880832.0,0,0
2009-05-27,399914,沪深300金融,3748.651,4029.771,4260.871,3731.971,4638905.0,530928271360.0,0,0
2009-06-30,399914,沪深300金融,4097.061,5013.401,5067.561,4097.061,6244960.0,796315680768.0,0,0
2009-07-31,399914,沪深300金融,4996.121,5801.731,5873.631,4991.681,7346181.0,1090628091904.0,0,0
2009-08-31,399914,沪深300金融,5819.591,4080.111,5819.591,4073.361,5187481.0,758877454336.0,0,0
2009-09-30,399914,沪深300金融,4055.801,4498.571,4937.341,4055.801,4363810.0,592040034304.0,0,0
2009-10-30,399914,沪深300金融,4597.641,4956.891,5250.651,4578.871,3081183.0,438317776896.0,0,0
2009-11-30,399914,沪深300金融,4835.091,5078.291,5478.421,4822.391,5044607.0,748171296768.0,0,0
2009-12-31,399914,沪深300金融,5059.191,5198.591,5388.401,4734.731,5134040.0,763746648064.0,0,0
2010-01-29,399914,沪深300金融,5220.111,4514.361,5278.611,4483.991,4592255.0,671326404608.0,0,0
2010-02-26,399914,沪深300金融,4504.711,4616.261,4647.921,4389.321,1981349.0,279643324416.0,0,0
2010-03-31,399914,沪深300金融,4621.681,4859.981,4901.431,4568.301,3144448.0,441865338880.0,0,0
2010-04-30,399914,沪深300金融,4864.941,4296.461,4967.581,4165.941,3611503.0,473315508224.0,0,0
2010-05-31,399914,沪深300金融,4186.321,3808.781,4234.791,3709.961,3222988.0,364841500672.0,0,0
2010-06-30,399914,沪深300金融,3789.691,3637.481,3904.111,3599.981,2502197.0,257134280704.0,0,0
2010-07-30,399914,沪深300金融,3628.271,4011.931,4041.721,3558.251,3340828.0,326889603072.0,0,0
2010-08-31,399914,沪深300金融,4005.041,3826.831,4085.941,3814.491,4264640.0,369867554816.0,0,0
2010-09-30,399914,沪深300金融,3832.201,3708.681,3945.221,3584.681,3218021.0,317865787392.0,0,0
2010-10-29,399914,沪深300金融,3726.261,4265.291,4538.721,3716.721,6457812.0,695532388352.0,0,0
2010-11-30,399914,沪深300金融,4267.601,3829.931,4510.971,3770.141,5823767.0,624218603520.0,0,0
2010-12-31,399914,沪深300金融,3822.801,3781.311,3993.831,3701.231,3782023.0,389099978752.0,0,0
2011-01-31,399914,沪深300金融,3805.281,3739.891,3966.831,3651.611,3766449.0,384709853184.0,0,0
2011-02-28,399914,沪深300金融,3743.391,3840.561,3954.441,3685.821,3084045.0,341372338176.0,0,0
2011-03-31,399914,沪深300金融,3843.971,3961.351,4086.741,3794.001,5238660.0,554607968256.0,0,0
2011-04-29,399914,沪深300金融,3957.861,4041.171,4276.791,3957.141,3984347.0,423244070912.0,0,0
2011-05-31,399914,沪深300金融,4033.061,3830.761,4050.501,3769.231,2419824.0,238514765824.0,0,0
2011-06-30,399914,沪深300金融,3820.031,3766.221,3820.031,3583.431,2678737.0,245582757888.0,0,0
2011-07-29,399914,沪深300金融,3774.391,3599.711,3866.701,3524.891,2890403.0,277448458240.0,0,0
