日期,代码,名称,开盘,收盘,最高,最低,成交量,成交额,上涨家数,下跌家数
2012-07-31,399667,创业成长,1007.91,945.97,1034.99,941.77,387838.0,80530857984.0,0,0
2012-08-31,399667,创业成长,946.08,997.37,1070.65,946.08,397521.0,78713454592.0,0,0
2012-09-28,399667,创业成长,991.84,965.54,1075.02,924.82,376756.0,65406291968.0,0,0
2012-10-31,399667,创业成长,965.91,980.87,1021.76,958.49,272535.0,43502477312.0,0,0
2012-11-30,399667,创业成长,981.43,853.15,995.28,846.29,278468.0,41657794560.0,0,0
2012-12-31,399667,创业成长,850.23,1017.84,1017.84,827.74,491898.0,73452969984.0,0,0
2013-01-31,399667,创业成长,1022.38,1086.56,1121.23,997.41,610448.0,111184527360.0,0,0
2013-02-28,399667,创业成长,1084.05,1182.11,1196.32,1063.78,378002.0,69720530944.0,0,0
2013-03-29,399667,创业成长,1182.5,1203.43,1247.12,1131.1,480596.0,93141385216.0,0,0
2013-04-26,399667,创业成长,1202.77,1251.1,1316.09,1136.42,358789.0,74513473536.0,0,0
2013-05-31,399667,创业成长,1245.69,1497.58,1520.26,1241.16,782223.0,166823772160.0,0,0
2013-06-28,399667,创业成长,1494.71,1390.16,1524.88,1255.14,624852.0,131824795648.0,0,0
2013-07-31,399667,创业成长,1388.46,1561.37,1660.89,1382.86,972735.0,230946881536.0,0,0
2013-08-30,399667,创业成长,1564.06,1616.47,1710.0,1550.46,872691.0,207923806208.0,0,0
2013-09-30,399667,创业成长,1610.96,1881.44,1885.95,1607.9,600673.0,172495273984.0,0,0
2013-10-31,399667,创业成长,1893.75,1700.13,1948.94,1652.67,777391.0,216787812352.0,0,0
2013-11-29,399667,创业成长,1687.82,1939.86,1943.46,1642.08,864344.0,222704418816.0,0,0
2013-12-31,399667,创业成长,1829.89,1842.76,1863.57,1668.17,913294.0,236468715520.0,0,0
2014-01-30,399667,创业成长,1838.87,2127.64,2148.96,1834.62,1003090.0,269086261248.0,0,0
2014-02-28,399667,创业成长,2116.03,2037.74,2228.78,1975.4,747498.0,215152427008.0,0,0
2014-03-31,399667,创业成长,2033.32,1888.3,2134.25,1865.74,634270.0,184436178944.0,0,0
2014-04-30,399667,创业成长,1885.76,1839.83,1994.99,1787.85,544956.0,139395350528.0,0,0
2014-05-30,399667,创业成长,1835.76,1875.02,1916.38,1726.35,567161.0,126935326720.0,0,0
2014-06-30,399667,创业成长,1874.45,2026.73,2026.73,1849.27,855653.0,190187175936.0,0,0
2014-07-31,399667,创业成长,2027.91,1917.48,2061.33,1788.55,1075762.0,229075861504.0,0,0
2014-08-29,399667,创业成长,1910.56,2037.64,2096.65,1884.04,1109283.0,234065723392.0,0,0
2014-09-30,399667,创业成长,2042.01,2213.7,2213.7,2041.58,1221193.0,270310522880.0,0,0
2014-10-31,399667,创业成长,2217.53,2167.56,2255.3,2100.84,952043.0,213001994240.0,0,0
2014-11-28,399667,创业成长,2167.23,2254.82,2266.44,2059.64,981305.0,228510564352.0,0,0
2014-12-31,399667,创业成长,2255.67,2126.64,2385.81,2091.32,1634658.0,403101712384.0,0,0
2015-01-30,399667,创业成长,2122.78,2407.52,2515.63,2061.3,1404491.0,374209773568.0,0,0
2015-02-27,399667,创业成长,2386.03,2783.52,2784.53,2376.37,1144293.0,329839345664.0,0,0
2015-03-31,399667,创业成长,2805.51,3425.1,3534.17,2782.64,2568755.0,850791694336.0,0,0
2015-04-30,399667,创业成长,3447.51,3926.43,4023.68,3446.89,2548901.0,983020077056.0,0,0
2015-05-29,399667,创业成长,3930.01,5058.54,5231.14,3812.51,2860098.0,1200488972288.0,0,0
2015-06-30,399667,创业成长,5110.8,4043.67,5685.64,3544.3,2910857.0,1178691436544.0,0,0
2015-07-31,399667,创业成长,4034.63,3623.95,4302.68,3294.58,3831636.0,1253001003008.0,0,0
2015-08-31,399667,创业成长,3531.49,2863.04,3896.71,2639.45,2769262.0,803611279360.0,0,0
2015-09-30,399667,创业成长,2811.13,3015.37,3096.56,2545.12,2633035.0,595647660032.0,0,0
2015-10-30,399667,创业成长,3111.08,3523.96,3691.11,3083.9,2819432.0,782329905152.0,0,0
2015-11-30,399667,创业成长,3433.9,3795.57,4122.91,3413.91,3888404.0,1159040466944.0,0,0
2015-12-31,399667,创业成长,3787.88,3908.72,4048.41,3582.28,2765368.0,832066945024.0,0,0
2016-01-29,399667,创业成长,3896.73,2867.73,3901.63,2721.01,2199877.0,555360452608.0,0,0
2016-02-29,399667,创业成长,2856.91,2702.45,3239.78,2683.72,1663067.0,411981512704.0,0,0
2016-03-31,399667,创业成长,2707.17,3205.8,3260.65,2636.67,2960838.0,694051012608.0,0,0
2016-04-29,399667,创业成长,3187.29,3108.99,3355.96,3025.17,2333269.0,556186664960.0,0,0
2016-05-31,399667,创业成长,3108.06,3147.27,3247.62,2885.33,1967359.0,402123522048.0,0,0
2016-06-30,399667,创业成长,3156.04,3238.98,3264.4,2949.8,2806512.0,615088390144.0,0,0
