日期,代码,名称,开盘,收盘,最高,最低,成交量,成交额,上涨家数,下跌家数
2005-01-31,399313,巨潮100,1052.35,1021.71,1068.77,1002.3,950853.0,55163228160.0,0,0
2005-02-28,399313,巨潮100,1020.02,1106.06,1127.94,1019.51,1086929.0,65556623360.0,0,0
2005-03-31,399313,巨潮100,1105.5,1004.79,1119.02,989.61,1329321.0,84879745024.0,0,0
2005-04-29,399313,巨潮100,1003.9,1000.88,1072.2,982.46,1510444.0,93932404736.0,0,0
2005-05-31,399313,巨潮100,1003.72,916.31,1006.91,902.12,837605.0,47390797824.0,0,0
2005-06-30,399313,巨潮100,915.47,950.07,994.13,864.28,2084864.0,117226233856.0,0,0
2005-07-29,399313,巨潮100,946.95,981.75,996.53,900.02,1501747.0,76701433856.0,0,0
2005-08-31,399313,巨潮100,980.99,1007.29,1050.87,978.46,2481120.0,129422958592.0,0,0
2005-09-30,399313,巨潮100,1007.96,983.09,1039.64,966.17,1833422.0,93799972864.0,0,0
2005-10-31,399313,巨潮100,982.22,943.91,988.95,923.96,979089.0,51125751808.0,0,0
2005-11-30,399313,巨潮100,943.89,946.75,960.84,914.88,1400116.0,65072959488.0,0,0
2005-12-30,399313,巨潮100,946.28,1000.3,1012.82,931.92,1603700.0,80851329024.0,0,0
2006-01-25,399313,巨潮100,1005.87,1077.31,1077.39,1005.87,2053077.0,114134884352.0,0,0
2006-02-28,399313,巨潮100,1080.33,1129.01,1134.54,1080.2,2156174.0,119114178560.0,0,0
2006-03-31,399313,巨潮100,1127.42,1123.75,1139.55,1068.05,2305772.0,127298576384.0,0,0
2006-04-28,399313,巨潮100,1124.87,1231.44,1233.64,1124.87,3743043.0,220181544960.0,0,0
2006-05-31,399313,巨潮100,1236.76,1404.69,1431.82,1236.76,5423820.0,345203769344.0,0,0
2006-06-30,399313,巨潮100,1402.28,1437.78,1453.85,1309.86,4095010.0,262292750336.0,0,0
2006-07-31,399313,巨潮100,1443.49,1326.6,1472.06,1325.81,2837200.0,188907552768.0,0,0
2006-08-31,399313,巨潮100,1325.21,1378.34,1391.92,1265.63,1975680.0,124744179712.0,0,0
2006-09-29,399313,巨潮100,1378.52,1457.97,1459.69,1356.2,2705099.0,162542223360.0,0,0
2006-10-31,399313,巨潮100,1478.29,1556.76,1556.86,1465.08,2938971.0,177506533376.0,0,0
2006-11-30,399313,巨潮100,1558.65,1867.13,1867.61,1554.89,6151248.0,404750958592.0,0,0
2006-12-29,399313,巨潮100,1871.78,2286.87,2301.45,1867.54,7866400.0,584350498816.0,0,0
2007-01-31,399313,巨潮100,2329.1,2627.36,2878.71,2269.86,9808046.0,903621443584.0,0,0
2007-02-28,399313,巨潮100,2587.05,2714.68,2929.33,2360.92,5692091.0,564465106944.0,0,0
2007-03-30,399313,巨潮100,2717.31,2943.59,3012.94,2561.31,8653064.0,892854599680.0,0,0
2007-04-30,399313,巨潮100,2956.06,3573.34,3581.93,2956.06,10815402.0,1356330696704.0,0,0
2007-05-31,399313,巨潮100,3662.64,3970.32,4149.96,3593.15,10756446.0,1569103937536.0,0,0
2007-06-29,399313,巨潮100,4011.44,3975.45,4372.1,3337.82,9952666.0,1497401262080.0,0,0
2007-07-31,399313,巨潮100,3957.63,4668.4,4676.4,3674.53,6502982.0,1015352983552.0,0,0
2007-08-31,399313,巨潮100,4691.14,5579.76,5630.83,4491.67,9684942.0,1750939074560.0,0,0
2007-09-28,399313,巨潮100,5616.64,5833.12,5843.85,5314.76,6774279.0,1365233631232.0,0,0
2007-10-31,399313,巨潮100,5966.53,6163.84,6302.22,5740.84,5890532.0,1233110302720.0,0,0
2007-11-30,399313,巨潮100,6169.8,5082.6,6174.27,4943.2,4430865.0,949389033472.0,0,0
2007-12-28,399313,巨潮100,5055.57,5589.76,5650.26,5027.49,4449503.0,974950105088.0,0,0
2008-01-31,399313,巨潮100,5598.2,4766.31,5999.47,4726.4,6814182.0,1534589009920.0,0,0
2008-02-29,399313,巨潮100,4772.47,4764.81,5206.6,4499.45,3132453.0,657333354496.0,0,0
