日期,代码,名称,开盘,收盘,最高,最低,成交量,成交额,上涨家数,下跌家数
2011-06-30,399618,深证医药,5983.14,5989.18,6001.12,5563.46,112587.0,20698859520.0,0,0
2011-07-29,399618,深证医药,6008.31,6145.28,6569.59,5989.76,332353.0,60904849408.0,0,0
2011-08-31,399618,深证医药,6125.14,6054.6,6201.55,5621.59,296507.0,56223768576.0,0,0
2011-09-30,399618,深证医药,6060.96,5289.97,6096.26,5240.0,190232.0,27802929152.0,0,0
2011-10-31,399618,深证医药,5299.9,5447.83,5464.75,4964.74,133338.0,20340084736.0,0,0
2011-11-30,399618,深证医药,5416.69,5556.47,5798.18,5399.5,254617.0,42423201792.0,0,0
2011-12-30,399618,深证医药,5668.26,4731.08,5756.95,4566.06,179429.0,28883466240.0,0,0
2012-01-31,399618,深证医药,4749.95,4509.46,4770.91,4274.03,164557.0,25523488768.0,0,0
2012-02-29,399618,深证医药,4506.6,5011.84,5143.87,4486.42,378010.0,50717851648.0,0,0
2012-03-30,399618,深证医药,4993.51,4616.76,5262.29,4595.19,324482.0,54570737664.0,0,0
2012-04-27,399618,深证医药,4616.36,4775.44,4909.21,4607.51,228538.0,33988968448.0,0,0
2012-05-31,399618,深证医药,4834.34,5001.75,5159.91,4804.51,359592.0,57862275072.0,0,0
2012-06-29,399618,深证医药,4995.86,5145.71,5319.71,4960.23,284698.0,48669974528.0,0,0
2012-07-31,399618,深证医药,5175.76,4906.64,5341.12,4902.3,350547.0,64791031808.0,0,0
2012-08-31,399618,深证医药,4893.66,4801.79,5279.74,4766.26,245791.0,44593016832.0,0,0
2012-09-28,399618,深证医药,4789.16,4999.59,5137.14,4775.19,195682.0,32795617280.0,0,0
2012-10-31,399618,深证医药,5005.78,5209.34,5346.02,4957.5,202047.0,35698528256.0,0,0
2012-11-30,399618,深证医药,5210.81,4622.24,5295.33,4571.12,176939.0,28667080704.0,0,0
2012-12-31,399618,深证医药,4622.35,5208.78,5208.78,4458.19,305326.0,45103628288.0,0,0
2013-01-31,399618,深证医药,5222.84,5851.77,5930.28,5047.18,486493.0,77095239680.0,0,0
2013-02-28,399618,深证医药,5853.32,6252.53,6427.0,5749.0,344471.0,60339294208.0,0,0
2013-03-29,399618,深证医药,6250.82,6394.68,6625.96,6073.33,495102.0,85128486912.0,0,0
2013-04-26,399618,深证医药,6426.01,6031.48,6450.4,5898.92,437399.0,70096257024.0,0,0
2013-05-31,399618,深证医药,6001.51,6600.71,6687.1,5973.62,544548.0,95557812224.0,0,0
2013-06-28,399618,深证医药,6593.38,5889.49,6625.86,5400.15,306634.0,55741788160.0,0,0
2013-07-31,399618,深证医药,5872.99,6422.68,6764.39,5844.7,434577.0,88156348416.0,0,0
2013-08-30,399618,深证医药,6434.48,6451.95,6870.08,6397.83,430712.0,83854983168.0,0,0
2013-09-30,399618,深证医药,6446.93,6901.32,6918.18,6378.0,381631.0,72529584128.0,0,0
2013-10-31,399618,深证医药,6898.04,6375.47,6979.02,6233.1,402278.0,81003823104.0,0,0
2013-11-29,399618,深证医药,6349.09,6557.39,6565.6,6109.26,277125.0,57545392128.0,0,0
2013-12-31,399618,深证医药,6464.03,6625.8,6646.95,6310.34,355135.0,74502914048.0,0,0
2014-01-30,399618,深证医药,6643.66,6837.5,6871.36,6535.0,323330.0,78590558208.0,0,0
2014-02-28,399618,深证医药,6797.04,6734.02,7225.22,6573.61,369755.0,88440160256.0,0,0
2014-03-31,399618,深证医药,6733.32,6423.96,6904.03,6386.07,341472.0,78883667968.0,0,0
2014-04-30,399618,深证医药,6393.97,6365.13,6752.35,6213.47,247289.0,57714847744.0,0,0
2014-05-30,399618,深证医药,6359.61,6366.65,6453.56,6058.78,227471.0,48663932928.0,0,0
2014-06-30,399618,深证医药,6370.59,6423.79,6446.92,6163.86,242840.0,53932638208.0,0,0
2014-07-31,399618,深证医药,6432.31,6646.77,6658.17,6343.46,457394.0,101164580864.0,0,0
2014-08-29,399618,深证医药,6631.87,6792.44,6937.52,6624.89,481076.0,113491714048.0,0,0
2014-09-30,399618,深证医药,6794.86,7337.99,7347.36,6794.61,577948.0,140447416320.0,0,0
2014-10-31,399618,深证医药,7361.27,7567.09,7928.28,7309.65,650337.0,168079376384.0,0,0
2014-11-28,399618,深证医药,7562.41,7531.54,7572.78,7193.59,545704.0,139842895872.0,0,0
2014-12-31,399618,深证医药,7534.06,7259.12,7812.08,7105.99,926727.0,250943356928.0,0,0
2015-01-30,399618,深证医药,7267.3,7846.47,8108.84,7151.8,799968.0,207012806656.0,0,0
2015-02-27,399618,深证医药,7786.84,8253.731,8276.6,7652.54,488266.0,129821237248.0,0,0
2015-03-31,399618,深证医药,8275.001,9752.341,9865.881,8224.011,1304390.0,386996371456.0,0,0
2015-04-30,399618,深证医药,9789.071,11110.571,11492.911,9786.921,1365905.0,495527919616.0,0,0
2015-05-29,399618,深证医药,11137.251,13178.991,13893.381,10707.481,1455149.0,555547099136.0,0,0
2015-06-30,399618,深证医药,13378.541,11730.491,15079.341,10376.371,1540994.0,614804226048.0,0,0
2015-07-31,399618,深证医药,11627.231,10665.111,12113.291,9188.77,1731114.0,527576432640.0,0,0
2015-08-31,399618,深证医药,10516.43,9261.111,11545.05,8473.531,1254835.0,332357271552.0,0,0
2015-09-30,399618,深证医药,9152.331,8926.751,9472.721,8335.551,982899.0,200258617344.0,0,0
2015-10-30,399618,深证医药,9243.331,10111.071,10655.581,9188.351,1333885.0,308514521088.0,0,0
2015-11-30,399618,深证医药,9913.321,10205.551,11060.591,9740.861,1758643.0,446980554752.0,0,0
2015-12-31,399618,深证医药,10217.511,10548.631,11124.911,9945.801,1226995.0,331495636992.0,0,0
2016-01-29,399618,深证医药,10517.831,7961.221,10524.81,7625.971,956288.0,227958816768.0,0,0
2016-02-29,399618,深证医药,7926.181,7729.781,8768.1,7657.701,683922.0,153353912320.0,0,0
2016-03-31,399618,深证医药,7745.631,8749.491,8836.402,7638.521,1153683.0,236913328128.0,0,0
2016-04-29,399618,深证医药,8718.291,8576.071,9119.541,8386.871,976288.0,226679013376.0,0,0
2016-05-31,399618,深证医药,8537.241,8550.981,8872.651,8156.501,729083.0,159477383168.0,0,0
2016-06-30,399618,深证医药,8572.451,8923.951,8975.31,8255.961,1007218.0,203489067008.0,0,0
2016-07-29,399618,深证医药,8939.741,9157.321,9409.871,8811.581,1264774.0,274967199744.0,0,0
2016-08-31,399618,深证医药,9126.041,9466.791,9523.281,8942.411,1160104.0,253411213312.0,0,0
2016-09-30,399618,深证医药,9455.27,9284.981,9488.541,9082.791,769462.0,161395392512.0,0,0
2016-10-31,399618,深证医药,9333.22,9310.0,9524.26,9261.991,667029.0,134640746496.0,0,0
2016-11-30,399618,深证医药,9314.06,9511.611,9551.161,9217.581,989366.0,207439249408.0,0,0
2016-12-30,399618,深证医药,9518.14,8916.691,9543.38,8763.821,695254.0,146422513664.0,0,0
2017-01-26,399618,深证医药,8944.18,8685.58,9010.67,8214.63,364198.0,85588729856.0,0,0
2017-02-28,399618,深证医药,8706.24,8921.46,9067.12,8671.139,455993.0,97201037312.0,0,0
2017-03-31,399618,深证医药,8916.88,9023.93,9258.42,8860.731,623951.0,142057570304.0,0,0
2017-04-28,399618,深证医药,9037.05,8953.72,9136.75,8787.63,432980.0,102141886464.0,0,0
2017-05-31,399618,深证医药,8924.861,8856.991,8961.43,8518.171,418645.0,92339535872.0,0,0
2017-06-30,399618,深证医药,8840.621,9369.251,9385.151,8707.571,501295.0,118411788288.0,0,0
2017-07-31,399618,深证医药,9386.641,8832.152,9397.131,8646.032,539982.0,121366806528.0,0,0
2017-08-31,399618,深证医药,8830.271,9045.431,9079.622,8708.742,627087.0,136830894080.0,0,0
2017-09-29,399618,深证医药,9049.931,9274.841,9318.061,9016.761,589609.0,131362185216.0,0,0
2017-10-31,399618,深证医药,9351.431,9855.782,10027.041,9351.141,623047.0,156636512256.0,0,0
2017-11-30,399618,深证医药,9866.101,9628.202,10277.912,9591.751,881414.0,229116461056.0,0,0
2017-12-29,399618,深证医药,9634.842,9919.432,10036.912,9506.722,655685.0,156837806080.0,0,0
2018-01-31,399618,深证医药,9914.432,9944.422,10329.302,9881.432,725069.0,197607292928.0,0,0
2018-02-28,399618,深证医药,9925.962,9556.172,9961.012,8874.072,465931.0,104547328000.0,0,0
2018-03-30,399618,深证医药,9526.602,10647.722,10653.703,9505.332,1049826.0,235319394304.0,0,0
2018-04-27,399618,深证医药,10664.622,10868.692,10940.652,10163.102,763735.0,198680117248.0,0,0
2018-05-31,399618,深证医药,10884.131,11448.281,11946.801,10779.331,1114335.0,309049720832.0,0,0
2018-06-29,399618,深证医药,11413.64,10608.191,11496.5,10159.941,764911.0,197782994944.0,0,0
2018-07-31,399618,深证医药,10644.861,9923.901,11178.071,9842.001,801147.0,232853979136.0,0,0
2018-08-31,399618,深证医药,9905.02,9238.97,9956.27,8639.071,762693.0,185738231808.0,0,0
2018-09-28,399618,深证医药,9229.2,9094.07,9312.54,8458.15,731756.0,131163734016.0,0,0
2018-10-31,399618,深证医药,8910.3,7893.43,8931.06,7406.8,809868.0,141235191808.0,0,0
2018-11-30,399618,深证医药,7954.4,8515.55,8693.76,7944.37,1244018.0,189937516544.0,0,0
2018-12-28,399618,深证医药,8705.53,7456.21,8997.849,7277.29,1001286.0,168642936832.0,0,0
2019-01-31,399618,深证医药,7446.4,7325.52,7703.41,6982.31,841752.0,151310794752.0,0,0
2019-02-28,399618,深证医药,7347.92,8790.79,8904.1,7347.92,983203.0,187473887232.0,0,0
2019-03-29,399618,深证医药,8901.57,9809.07,9816.03,8739.11,1788949.0,365633110016.0,0,0
2019-04-30,399618,深证医药,9863.28,9480.51,10227.099,9407.19,1370693.0,304862167040.0,0,0
2019-05-31,399618,深证医药,9175.571,9005.411,9333.801,8714.231,815382.0,174351302656.0,0,0
2019-06-28,399618,深证医药,8997.491,9346.131,9398.961,8395.911,757390.0,157886349312.0,0,0
2019-07-31,399618,深证医药,9497.421,9373.711,9754.811,9134.931,1004671.0,222015406080.0,0,0
2019-08-30,399618,深证医药,9328.331,9856.511,10169.541,8854.161,1223125.0,256924893184.0,0,0
2019-09-30,399618,深证医药,9874.192,9846.692,10289.922,9785.712,1138151.0,247646633984.0,0,0
2019-10-31,399618,深证医药,9828.881,10477.391,10542.001,9784.271,935416.0,238891302912.0,0,0
2019-11-29,399618,深证医药,10481.721,10343.322,11336.091,10216.801,1075070.0,307215499264.0,0,0
2019-12-31,399618,深证医药,10317.511,10675.482,10718.121,10036.211,929953.0,269513375744.0,0,0
2020-01-23,399618,深证医药,10730.971,11243.451,11710.711,10587.902,1029330.0,284003729408.0,0,0
2020-02-28,399618,深证医药,10643.171,11686.121,12386.011,10643.171,2292100.0,587673239552.0,0,0
2020-03-31,399618,深证医药,11820.871,11948.371,12770.191,10666.331,1962708.0,560316219392.0,0,0
2020-04-30,399618,深证医药,11943.471,12965.652,13462.671,11616.881,2074660.0,591174500352.0,0,0
2020-05-29,399618,深证医药,12866.032,13827.632,14042.771,12814.971,1415517.0,442234535936.0,0,0
2020-06-30,399618,深证医药,13878.872,16148.132,16211.432,13695.552,1800548.0,623947350016.0,0,0
2020-07-31,399618,深证医药,16188.952,18676.012,18988.572,15464.292,2822188.0,1170072272896.0,0,0
2020-08-31,399618,深证医药,18913.002,17997.172,19549.643,16802.922,1831873.0,837897551872.0,0,0
2020-09-30,399618,深证医药,17972.233,16410.653,18409.383,15726.022,1488269.0,606773968896.0,0,0
2020-10-30,399618,深证医药,16678.723,17081.502,17779.422,15881.912,992309.0,437498806272.0,0,0
2020-11-30,399618,深证医药,17079.191,15372.332,17310.281,15042.232,1348468.0,561257971712.0,0,0
2020-12-31,399618,深证医药,15415.262,17257.182,17356.912,15415.262,1327105.0,643008364544.0,0,0
2021-01-29,399618,深证医药,17161.493,18250.513,19924.593,17022.272,1546628.0,851375816704.0,0,0
2021-02-26,399618,深证医药,18345.154,17881.564,21074.574,17631.164,1128916.0,636495986688.0,0,0
2021-03-31,399618,深证医药,18083.334,17231.315,18395.594,15687.224,1270047.0,686092124160.0,0,0
2021-04-30,399618,深证医药,17282.165,19564.726,19708.655,16679.854,1348012.0,668168224768.0,0,0
2021-05-31,399618,深证医药,19169.275,19751.746,20280.765,18105.236,1362047.0,719594586112.0,0,0
2021-06-30,399618,深证医药,19786.275,19212.845,20018.265,18143.365,1206232.0,685844463616.0,0,0
2021-07-30,399618,深证医药,19244.236,16995.086,19667.756,16123.265,1228692.0,781512933376.0,0,0
2021-08-31,399618,深证医药,17014.467,15189.556,17960.596,15039.266,1350454.0,815687729152.0,0,0
2021-09-30,399618,深证医药,15215.916,16087.936,16453.045,14617.166,1004387.0,545357791232.0,0,0
2021-10-29,399618,深证医药,15920.356,15277.926,16163.066,14812.716,717906.0,391606730752.0,0,0
2021-11-30,399618,深证医药,15306.046,15291.406,15865.856,14490.116,1043173.0,535061331968.0,0,0
2021-12-31,399618,深证医药,15210.236,14917.716,15496.135,14667.286,1105754.0,515879141376.0,0,0
2022-01-28,399618,深证医药,14831.416,12372.566,14835.866,12327.566,1565489.0,578571796480.0,0,0
2022-02-28,399618,深证医药,12600.276,12977.877,13005.997,12110.747,748879.0,330499686400.0,0,0
2022-03-31,399618,深证医药,12965.177,12710.517,13056.207,11170.857,1583464.0,648433565696.0,0,0
2022-04-29,399618,深证医药,12580.647,11416.078,12809.198,10727.868,1177545.0,473393299456.0,0,0
2022-05-31,399618,深证医药,11393.418,11411.948,11752.798,10825.478,1081695.0,379351171072.0,0,0
2022-06-30,399618,深证医药,11394.307,12941.727,13067.198,11154.787,1589957.0,530024103936.0,0,0
2022-07-29,399618,深证医药,12948.277,11634.637,13475.347,11607.618,1370694.0,483132637184.0,0,0
2022-08-31,399618,深证医药,11614.037,11457.577,11996.327,11196.177,1149419.0,383002312704.0,0,0
2022-09-30,399618,深证医药,11420.146,10728.997,11596.447,9987.546,1038322.0,328131903488.0,0,0
2022-10-31,399618,深证医药,10783.797,10956.947,11872.317,10048.017,1426925.0,447929679872.0,0,0
2022-11-30,399618,深证医药,10985.237,11619.726,12213.856,10822.377,2360790.0,728111185920.0,0,0
2022-12-30,399618,深证医药,11783.747,11591.917,11887.997,11061.847,2231590.0,674935078912.0,0,0
2023-01-31,399618,深证医药,11619.106,12242.157,12824.466,11559.577,1343138.0,424074969088.0,0,0
2023-02-28,399618,深证医药,12273.087,12006.047,12607.207,11820.627,1293142.0,411118796800.0,0,0
2023-03-31,399618,深证医药,12018.526,11514.396,12019.797,11156.077,1392750.0,435535970304.0,0,0
2023-04-28,399618,深证医药,11502.667,11320.707,12065.127,10945.517,1359194.0,432259006464.0,0,0
2023-05-31,399618,深证医药,11293.356,10700.827,11382.957,10664.657,1171424.0,339477364736.0,0,0
2023-06-30,399618,深证医药,10694.646,10171.667,10790.266,10017.327,1161543.0,322856779776.0,0,0
2023-07-31,399618,深证医药,10186.197,10214.737,10501.356,9938.667,1084087.0,303339732992.0,0,0
2023-08-31,399618,深证医药,10213.757,9564.527,10305.457,9193.967,1469896.0,405101576192.0,0,0
2023-09-28,399618,深证医药,9581.158,9832.958,9909.548,9279.048,1100074.0,302183055360.0,0,0
2023-10-31,399618,深证医药,9854.178,10064.538,10137.318,9252.538,1384612.0,366330609664.0,0,0
2023-11-30,399618,深证医药,10069.708,10273.078,10304.248,9927.058,1562850.0,410353795072.0,0,0
2023-12-29,399618,深证医药,10280.258,9822.618,10325.978,9487.788,1340253.0,342733651968.0,0,0
2024-01-31,399618,深证医药,9841.698,8123.327,9849.718,8118.678,1270395.0,323000008704.0,0,0
2024-02-29,399618,深证医药,8096.867,9140.118,9303.738,7667.067,1380704.0,313673121792.0,0,0
2024-03-29,399618,深证医药,9140.488,8734.708,9495.548,8637.328,1515460.0,384214368256.0,0,0
2024-04-30,399618,深证医药,8746.147,9068.988,9130.837,8436.567,1503227.0,359007059968.0,0,0
2024-05-31,399618,深证医药,9174.328,8751.468,9377.208,8746.418,1557024.0,353751334912.0,0,0
2024-06-28,399618,深证医药,8749.418,8085.398,8957.968,8068.028,1231818.0,275475398656.0,0,0
2024-07-31,399618,深证医药,8076.088,7913.638,8225.027,7499.628,1392583.0,300815843328.0,0,0
2024-08-30,399618,深证医药,7912.868,7500.658,8095.488,7225.708,1547134.0,302289125376.0,0,0
