股票代码,F-Score,momentum,group1,group2,股票名称,所属行业,仓位
600884,9.0,-0.2036920895481691,3,1,杉杉股份,电气设备,10%
600872,9.0,-0.1987624509507998,3,1,中炬高新,食品,10%
002867,9.0,-0.19522927281148683,3,1,周大生,服饰,10%
000600,9.0,-0.18286311389759669,3,1,建投能源,火力发电,10%
603728,9.0,-0.16578411405295324,3,1,鸣志电器,电气设备,10%
600955,9.0,-0.1411245865490629,3,1,维远股份,化工原料,10%
600600,9.0,-0.14018345223756146,3,1,青岛啤酒,啤酒,10%
605296,9.0,-0.13146911519198667,3,1,神农集团,农业综合,10%
603187,9.0,-0.1309728429013406,3,1,海容冷链,机械基件,10%
000899,9.0,-0.13095238095238093,3,1,赣能股份,火力发电,10%
002015,9.0,-0.12868384508563502,3,1,协鑫能科,新型电力,0
603610,9.0,-0.12841969745735438,3,1,麒盛科技,家居用品,0
601857,9.0,-0.12172682236376509,3,1,中国石油,石油开采,0
600759,9.0,-0.10606060606060597,3,1,洲际油气,石油开采,0
000529,9.0,-0.09231348907309722,3,1,广弘控股,食品,0
600027,9.0,-0.08491620111731846,3,1,华电国际,火力发电,0
605116,9.0,-0.0821917808219178,3,1,奥锐特,化学制药,0
603882,9.0,-0.08105538388400291,3,1,金域医学,医疗保健,0
600547,9.0,-0.07812032325651008,3,1,山东黄金,黄金,0
603718,9.0,-0.07569515962924833,3,1,海利生物,农业综合,0
601918,9.0,-0.0716353111432706,3,1,新集能源,煤炭开采,0
600258,9.0,-0.06702006815600148,3,1,首旅酒店,酒店餐饮,0
000625,9.0,-0.06616870378753581,3,1,长安汽车,汽车整车,0
600104,9.0,-0.05898397545175582,3,1,上汽集团,汽车整车,0
002100,9.0,-0.054686633388796535,3,1,天康生物,饲料,0
000978,9.0,-0.053301029678982426,3,1,桂林旅游,旅游景点,0
603477,8.0,-0.4318568994889267,3,1,巨星农牧,农业综合,0
603688,8.0,-0.32634412988496375,3,1,石英股份,矿物制品,0
600975,8.0,-0.25503663003663,3,1,新五丰,农业综合,0
603878,8.0,-0.25173041894353376,3,1,武进不锈,钢加工,0
000403,8.0,-0.2336531907084054,3,1,派林生物,生物制药,0
000921,8.0,-0.2326756496631377,3,1,海信家电,家用电器,0
600608,8.0,-0.21842210652783345,3,1,*ST沪科,商贸代理,0
600201,8.0,-0.2142682777981204,3,1,生物股份,农业综合,0
600809,8.0,-0.2100446962311695,3,1,山西汾酒,白酒,0
603566,8.0,-0.20927887039838622,3,1,普莱柯,农业综合,0
603338,8.0,-0.2069144450930791,3,1,浙江鼎力,工程机械,0
603896,8.0,-0.19095477386934678,3,1,寿仙谷,中成药,0
603110,8.0,-0.190633608815427,3,1,东方材料,染料涂料,0
002674,8.0,-0.18527760449157826,3,1,兴业科技,纺织,0
603027,8.0,-0.1767992113046336,3,1,千禾味业,食品,0
603307,8.0,-0.1670020120724346,3,1,扬州金泉,文教休闲,0
600595,8.0,-0.16666666666666674,3,1,中孚实业,铝,0
600060,8.0,-0.16251907192087123,3,1,海信视像,家用电器,0
605018,8.0,-0.15355805243445697,3,1,长华集团,汽车配件,0
603758,8.0,-0.15226689478186484,3,1,秦安股份,汽车配件,0
603767,8.0,-0.15002279981760147,3,1,中马传动,汽车配件,0
603298,8.0,-0.1493202585246266,3,1,杭叉集团,工程机械,0
600971,8.0,-0.14824395582529104,3,1,恒源煤电,煤炭开采,0
000708,8.0,-0.14753556070129015,3,1,中信特钢,特种钢,0
603899,8.0,-0.14403930695629685,3,1,晨光股份,文教休闲,0
600011,8.0,-0.13753166847629394,3,1,华能国际,火力发电,0
