股票代码,F-Score,momentum,group1,group2,股票名称,所属行业,仓位
002285,9.0,-0.5018244670635683,3,1,世联行,房产服务,10%
601636,9.0,-0.4003876505607088,3,1,旗滨集团,玻璃,10%
002390,9.0,-0.34896401308615044,3,1,信邦制药,医药商业,10%
000833,9.0,-0.32164948453608255,3,1,粤桂股份,综合类,10%
002466,9.0,-0.2684235484210896,3,1,天齐锂业,小金属,10%
000830,9.0,-0.2571672354948805,3,1,鲁西化工,化工原料,10%
000532,9.0,-0.23753143336127414,3,1,华金资本,多元金融,10%
600210,9.0,-0.23501483679525215,3,1,紫江企业,广告包装,10%
601778,9.0,-0.22703273495248155,3,1,晶科科技,新型电力,10%
000507,9.0,-0.17660744500846026,3,1,珠海港,新型电力,10%
600428,9.0,-0.17094972067039105,3,1,中远海特,水运,0
603725,9.0,-0.1708051166290444,3,1,天安新材,塑料,0
600348,9.0,-0.1635730858468678,3,1,华阳股份,煤炭开采,0
000050,9.0,-0.16350028785261939,3,1,深天马A,元器件,0
601600,9.0,-0.1613691931540342,3,1,中国铝业,铝,0
600851,9.0,-0.1581626161089198,3,1,海欣股份,化学制药,0
603779,9.0,-0.1541565778853915,3,1,威龙股份,红黄酒,0
002386,9.0,-0.1486704270749396,3,1,天原股份,化工原料,0
601519,9.0,-0.14756944444444442,3,1,大智慧,软件服务,0
601279,9.0,-0.14476885644768855,3,1,英利汽车,汽车配件,0
600497,9.0,-0.13958396141091345,3,1,驰宏锌锗,铅锌,0
600395,9.0,-0.1389198218262807,3,1,盘江股份,煤炭开采,0
600779,9.0,-0.1348776834747879,3,1,水井坊,白酒,0
603060,9.0,-0.1309630159013757,3,1,国检集团,建筑工程,0
000026,9.0,-0.13071622468156185,3,1,飞亚达,服饰,0
600515,8.0,-0.5179910044977512,3,1,海南机场,机场,0
003022,8.0,-0.41134545454545457,3,1,联泓新科,化工原料,0
600596,8.0,-0.3556633035045813,3,1,新安股份,化工原料,0
000962,8.0,-0.34750417960353475,3,1,东方钽业,小金属,0
002248,8.0,-0.34645115952213634,3,1,华东数控,机床制造,0
600185,8.0,-0.33821656050955407,3,1,珠免集团,区域地产,0
000663,8.0,-0.3327430145611965,3,1,永安林业,林业,0
600586,8.0,-0.31855514582634925,3,1,金晶科技,玻璃,0
003032,8.0,-0.31566640685892444,3,1,*ST传智,文教休闲,0
600763,8.0,-0.313477790967559,3,1,通策医疗,医疗保健,0
002460,8.0,-0.3097266542236137,3,1,赣锋锂业,小金属,0
002833,8.0,-0.3067043970396168,3,1,弘亚数控,专用机械,0
000758,8.0,-0.2963513781479278,3,1,中色股份,铅锌,0
600438,8.0,-0.29063465938741917,3,1,通威股份,电气设备,0
601100,8.0,-0.2898444525863505,3,1,恒立液压,工程机械,0
000659,8.0,-0.2709019769357496,3,1,珠海中富,广告包装,0
600549,8.0,-0.26744753538311383,3,1,厦门钨业,小金属,0
002913,8.0,-0.2546098551932493,3,1,奥士康,元器件,0
600893,8.0,-0.25432877963708844,3,1,航发动力,航空,0
002167,8.0,-0.24861211682355788,3,1,东方锆业,小金属,0
600808,8.0,-0.2443609022556391,3,1,马钢股份,普钢,0
689009,8.0,-0.2393333333333334,3,1,九号公司-WD,摩托车,0
600845,8.0,-0.22925964069115456,3,1,宝信软件,软件服务,0
600328,8.0,-0.228087850090671,3,1,中盐化工,化工原料,0
003039,8.0,-0.22707295634339297,3,1,顺控发展,水务,0
600610,8.0,-0.22594972594972584,3,1,中毅达,化工原料,0
600110,8.0,-0.22412163550441744,3,1,诺德股份,电气设备,0
600307,8.0,-0.22383419689119166,3,1,酒钢宏兴,普钢,0
600293,8.0,-0.2213642213642213,3,1,三峡新材,玻璃,0
600581,8.0,-0.21897374701670658,3,1,八一钢铁,普钢,0
002745,8.0,-0.2145289443813848,3,1,木林森,元器件,0
000338,8.0,-0.21193890365351498,3,1,潍柴动力,汽车配件,0
002430,8.0,-0.21066058002148236,3,1,杭氧股份,化工机械,0
600478,8.0,-0.2092453160567327,3,1,科力远,电气设备,0
603899,8.0,-0.20559696245253833,3,1,晨光股份,文教休闲,0
000959,8.0,-0.20397249809014517,3,1,首钢股份,普钢,0
605006,8.0,-0.19872204472843458,3,1,山东玻纤,玻璃,0
000636,8.0,-0.19561083821898273,3,1,风华高科,元器件,0
002674,8.0,-0.19235588972431084,3,1,兴业科技,纺织,0
002274,8.0,-0.188593501476937,3,1,华昌化工,农药化肥,0
000990,8.0,-0.1877693965517241,3,1,诚志股份,化工原料,0
000799,8.0,-0.1846807048544643,3,1,酒鬼酒,白酒,0
000902,8.0,-0.18226963398933227,3,1,新洋丰,农药化肥,0
600516,8.0,-0.18137772532455443,3,1,方大炭素,矿物制品,0
600136,8.0,-0.17989056087551292,3,1,ST明诚,房产服务,0
002454,8.0,-0.17715231788079477,3,1,松芝股份,汽车配件,0
002842,8.0,-0.1753828373302514,3,1,翔鹭钨业,小金属,0
600019,8.0,-0.17391304347826086,3,1,宝钢股份,普钢,0
603013,8.0,-0.17157622739018086,3,1,亚普股份,汽车配件,0
002326,8.0,-0.1681880509304604,3,1,永太科技,化工原料,0
002114,8.0,-0.16755319148936176,3,1,罗平锌电,铅锌,0
000807,8.0,-0.16708561289368618,3,1,云铝股份,铝,0
600993,8.0,-0.1653471177124911,3,1,马应龙,中成药,0
600189,8.0,-0.16118836915297097,3,1,泉阳泉,软饮料,0
603883,8.0,-0.15992474129821255,3,1,老百姓,医药商业,0
601918,8.0,-0.15772179627601313,3,1,新集能源,煤炭开采,0
002130,8.0,-0.15623243790041597,3,1,沃尔核材,电气设备,0
603517,8.0,-0.1562122377238273,3,1,ST绝味,食品,0
600827,8.0,-0.15405883654058838,3,1,百联股份,超市连锁,0
600587,8.0,-0.1538054568815661,3,1,新华医疗,医疗保健,0
601965,8.0,-0.1531197301854974,3,1,中国汽研,汽车服务,0
002730,8.0,-0.15134938001458798,3,1,电光科技,专用机械,0
002310,8.0,-0.14814135485448754,3,1,东方园林,环境保护,0
002690,8.0,-0.14781947261663286,3,1,美亚光电,专用机械,0
000800,8.0,-0.14770287677114635,3,1,一汽解放,汽车整车,0
002845,8.0,-0.1476874003189793,3,1,同兴达,元器件,0
000039,8.0,-0.14619883040935677,3,1,中集集团,运输设备,0
600362,8.0,-0.14156138645934568,3,1,江西铜业,铜,0
600066,8.0,-0.13917375278274513,3,1,宇通客车,汽车整车,0
603718,8.0,-0.13912809472551124,3,1,海利生物,农业综合,0
600160,8.0,-0.13600830162573507,3,1,巨化股份,化工原料,0
603950,8.0,-0.13401559454191037,3,1,长源东谷,汽车配件,0
002719,8.0,-0.1327014218009478,3,1,麦趣尔,乳制品,0
603161,8.0,-0.1287001287001287,3,1,科华控股,汽车配件,0
600966,8.0,-0.12814521926671463,3,1,博汇纸业,造纸,0
603877,7.0,-0.4347022587268994,3,1,太平鸟,服饰,0
002967,7.0,-0.38486545060502075,3,1,广电计量,电器仪表,0
603068,7.0,-0.38237577639751563,3,1,博通集成,半导体,0
002568,7.0,-0.36093511033428005,3,1,百润股份,红黄酒,0
000762,7.0,-0.3485885833999265,3,1,西藏矿业,小金属,0
